word;upos;ner tag;count;stopword
Jüri;PROPN;O;5;no
Gerretz;PROPN;O;7;no
on;AUX;O;118;yes
üks;DET;O;7;yes
meie;PRON;O;5;yes
aktiivsemaid;ADJ;O;1;no
interpreetide;NOUN;O;1;no
nii;ADV;O;30;yes
solistina;NOUN;O;2;no
kui;CCONJ;O;4;yes
Tallinna;PROPN;O;6;no
trio;NOUN;O;2;no
koosseisus;NOUN;O;1;no
.;PUNCT;O;145;no
viis;NUM;O;4;no
aastat;NOUN;O;8;no
tagasi;ADP;O;4;yes
tema;PRON;O;2;yes
interpreedi;NOUN;O;2;no
juubeli;NOUN;O;1;no
puhul;ADP;O;1;yes
oli;AUX;O;19;yes
kavas;NOUN;O;2;no
saade;NOUN;O;1;no
,;PUNCT;O;433;no
kus;ADV;O;9;yes
ta;PRON;O;15;yes
rääkis;VERB;O;1;no
oma;PRON;O;18;yes
õpingutest;NOUN;O;1;no
ja;CCONJ;O;120;yes
kujunemisteist;NOUN;O;1;no
meenutuseks;NOUN;O;1;no
palju;ADV;O;20;yes
et;SCONJ;O;102;yes
lõpetas;VERB;O;2;no
muusikakeskkooli;NOUN;O;1;no
1961.;ADJ;O;1;no
aastal;NOUN;O;5;no
Asmik;PROPN;O;1;no
Matsava;PROPN;O;1;no
ning;CCONJ;O;1;yes
1966.;ADJ;O;1;no
Moskva;PROPN;O;2;no
konservatooriumi;NOUN;O;7;no
Kalina;PROPN;O;1;no
paarina;NOUN;O;1;no
viiuliklassis;NOUN;O;1;no
68.;ADJ;O;1;no
samas;ADV;O;2;yes
aspirantuuri;NOUN;O;1;no
samast;DET;O;1;yes
aastast;NOUN;O;2;no
pedagoog;NOUN;O;2;no
algul;ADV;O;1;yes
muusikakeskkoolis;NOUN;O;1;no
alates;ADP;O;2;yes
72.-st;ADJ;O;1;no
kuni;CCONJ;O;1;yes
tänini;ADV;O;1;no
konservatooriumis;NOUN;O;4;no
eile;ADV;O;1;no
sai;VERB;O;1;yes
viiekümneseks;ADJ;O;1;no
kuigi;SCONJ;O;11;yes
meil;PRON;O;13;yes
tava;NOUN;O;1;no
anda;VERB;O;3;no
juubelisaated;NOUN;O;1;no
tähtpäeva;NOUN;O;1;no
eelõhtul;NOUN;O;1;no
Tull;PROPN;O;1;no
sil;NOUN;O;1;no
loovutada;VERB;O;1;no
see;DET;O;21;yes
õhtu;NOUN;O;1;no
Mozartile;PROPN;O;1;no
kes;PRON;O;17;yes
suri;VERB;O;1;no
täpselt;ADV;O;2;no
150;NUM;O;1;no
enne;ADP;O;1;yes
sündi;NOUN;O;1;no
ju;ADV;O;7;yes
Mozart;PROPN;O;1;no
teasta;NOUN;O;1;no
praegu;ADV;O;21;yes
kõlabki;VERB;O;1;no
allegro;NOUN;O;3;no
Mozarti;PROPN;O;9;no
divertismendist;NOUN;O;2;no
F-duur;NOUN;O;1;no
kammerorkestrit;NOUN;O;5;no
mida;PRON;O;6;yes
juhatab;VERB;O;1;no
orkestri;NOUN;O;4;no
kolmanda;ADJ;O;1;no
detsembri;NOUN;O;1;no
kontserdilt;NOUN;O;1;no
ongi;AUX;O;3;no
salvestatud;VERB;O;1;no
kogu;DET;O;4;yes
selle;DET;O;4;yes
saatemuusika;NOUN;O;1;no
kuidas;ADV;O;6;yes
