word;upos;ner tag;count;stopword
tere;INTJ;O;4;yes
päevast;NOUN;O;1;no
,;PUNCT;O;392;no
lugupeetud;ADJ;O;1;no
kuulajad;NOUN;O;1;no
kell;NOUN;O;1;no
on;AUX;O;215;yes
15;NUM;O;2;no
ja;CCONJ;O;266;yes
neli;NUM;O;1;no
minutit;NOUN;O;3;no
.;PUNCT;O;233;no
algab;VERB;O;1;no
saade;NOUN;O;1;no
kuuspakk;NOUN;O;2;no
tänane;ADJ;O;4;no
teema;NOUN;O;8;no
meil;PRON;O;7;yes
tegelikult;ADV;O;9;no
väga;ADV;O;26;yes
aktuaalne;ADJ;O;1;no
me;PRON;O;20;yes
räägime;VERB;O;8;no
täna;ADV;O;3;no
joogiveest;NOUN;O;2;no
joogivesi;NOUN;O;7;no
maailmas;NOUN;O;3;no
ka;ADV;O;64;yes
praegu;ADV;O;7;yes
number;NOUN;O;5;no
üks;NUM;O;3;yes
nii;ADV;O;26;yes
et;SCONJ;O;102;yes
ei;AUX;O;30;yes
ole;AUX;O;9;yes
sugugi;ADV;O;2;no
tähtis;ADJ;O;2;no
mida;PRON;O;10;yes
kuidas;ADV;O;10;yes
millist;DET;O;1;yes
vett;NOUN;O;24;no
joome;VERB;O;1;no
sellele;PRON;O;2;yes
tuleb;VERB;O;12;yes
tähelepanu;NOUN;O;1;no
pöörata;VERB;O;1;no
see;PRON;O;43;yes
vähetähtis;ADJ;O;1;no
saatekülaline;NOUN;O;1;no
sõitnud;VERB;O;1;no
kohale;ADV;O;1;yes
Viljandist;PROPN;O;2;no
tulemast;VERB;O;1;yes
Jaak;PROPN;O;6;no
Jaagu;PROPN;O;4;no
kõigile;PRON;O;2;yes
kohe;ADV;O;1;yes
ütleme;VERB;O;4;no
enne;ADV;O;1;yes
kui;SCONJ;O;31;yes
asjast;NOUN;O;1;no
kõnelema;VERB;O;1;no
hakkame;VERB;O;1;yes
tänase;ADJ;O;3;no
Kuusbacki;PROPN;O;1;no
mängu;NOUN;O;1;no
võitja;NOUN;O;1;no
auhinna;NOUN;O;1;no
nimelt;ADV;O;4;no
kuus;NUM;O;6;no
küsimust;NOUN;O;2;no
ikka;ADV;O;4;yes
saates;NOUN;O;2;no
seekord;ADV;O;1;yes
neid;PRON;O;9;yes
ette;ADV;O;5;yes
valmistanud;VERB;O;1;no
ise;PRON;O;2;yes
õnnelik;ADJ;O;1;no
kes;PRON;O;29;yes
vastab;VERB;O;2;no
küsimusele;NOUN;O;1;no
õigesti;ADV;O;2;no
talle;PRON;O;1;yes
naeratab;VERB;O;1;no
loosiõnn;NOUN;O;1;no
ehk;CCONJ;O;1;yes
siis;ADV;O;223;yes
saate;NOUN;O;2;yes
lõpus;NOUN;O;1;no
visatud;ADJ;O;1;no
päring;NOUN;O;1;no
saab;VERB;O;4;yes
endale;PRON;O;4;yes
niisuguse;DET;O;1;yes
suurepärase;ADJ;O;1;no
raamatunägu;NOUN;O;1;no
lemmikloomade;NOUN;O;2;no
hooldamise;NOUN;O;2;no
entsüklopeedia;NOUN;O;3;no
praktiline;ADJ;O;1;no
käsiraamat;NOUN;O;1;no
lemmiklooma;NOUN;O;1;no
valida;VERB;O;1;no
seda;PRON;O;11;yes
hooldada;VERB;O;2;no
selle;PRON;O;13;yes
andnud;VERB;O;2;no
välja;ADV;O;12;yes
kirjastus;NOUN;O;2;no
Varrak;PROPN;O;2;no
nõnda;ADV;O;7;yes
meie;PRON;O;8;yes
alustame;VERB;O;1;no
kõigepealt;ADV;O;4;yes
natuke;ADV;O;3;no
teist;PRON;O;1;yes
umbes;ADV;O;2;yes
10;NUM;O;9;no
aastat;NOUN;O;2;no
tagasi;ADP;O;1;yes
lõpetasite;VERB;O;1;no
te;PRON;O;8;yes
Tartu;PROPN;O;5;no
riikliku;ADJ;O;1;no
ülikooli;NOUN;O;1;no
keemia-füüsikateaduskonna;NOUN;O;1;no
teil;PRON;O;2;yes
oli;AUX;O;13;yes
võimalus;NOUN;O;1;no
eriprogrammi;NOUN;O;1;no
alusel;NOUN;O;6;no
spetsialiseeruda;VERB;O;1;no
keskkonna;NOUN;O;1;no
keemiale;NOUN;O;1;no
tõepoolest;ADV;O;17;no
pigem;ADV;O;1;yes
küll;ADV;O;7;yes
Ülikooli;PROPN;O;1;no
91.;ADJ;O;1;no
aastal;NOUN;O;8;no
võimalik;ADJ;O;10;no
tänu;ADV;O;1;yes
tudengite;NOUN;O;1;no
initsiatiivile;NOUN;O;1;no
kui;CCONJ;O;4;yes
õppejõudude;NOUN;O;1;no
heale;ADJ;O;1;no
tahtele;NOUN;O;1;no
õppida;VERB;O;1;no
eriprogrammiga;NOUN;O;1;no
keskkonnakeemiat;NOUN;O;1;no
päevani;NOUN;O;1;no
mul;PRON;O;1;yes
hea;ADJ;O;5;no
meel;NOUN;O;1;no
meenutada;VERB;O;1;no
ühte;DET;O;1;yes
oma;PRON;O;16;yes
kodukandi;NOUN;O;1;no
inimest;NOUN;O;3;no
õppejõudu;NOUN;O;1;no
Aksel;PROPN;O;1;no
kooritsat;NOUN;O;1;no
nüüd;ADV;O;34;yes
teed;NOUN;O;1;yes
läinud;VERB;O;2;yes
aga;CCONJ;O;24;yes
ta;PRON;O;12;yes
mitmete;DET;O;1;yes
raamatute;NOUN;O;1;no
autor;NOUN;O;1;no
tõsiselt;ADV;O;2;no
noorte;ADJ;O;1;no
tulevaste;ADJ;O;1;no
keemikutega;NOUN;O;1;no
tegelenud;VERB;O;1;no
mehed;NOUN;O;1;no
need;PRON;O;14;yes
olid;AUX;O;2;yes
noort;ADJ;O;1;no
tollal;ADV;O;1;no
said;VERB;O;1;yes
vähemalt;ADV;O;5;yes
ülikoolist;NOUN;O;1;no
esimesena;ADJ;O;1;no
keskkonnakeemiku;NOUN;O;1;no
diplomi;NOUN;O;1;no
jah;ADV;O;8;yes
näiteks;ADV;O;20;no
võib;AUX;O;18;yes
siin;ADV;O;22;yes
tuua;VERB;O;1;no
härra;NOUN;O;1;no
Jüri;PROPN;O;1;no
Ruudu;PROPN;O;1;no
arenenud;VERB;O;1;no
maod;NOUN;O;1;no
Eestis;PROPN;O;5;no
tervisekaitselaboreid;NOUN;O;1;no
olnud;AUX;O;5;yes
pikka;ADJ;O;1;no
aega;NOUN;O;5;no
nende;DET;O;6;yes
laboratooriumite;NOUN;O;1;no
juhataja;NOUN;O;1;no
Manfred;PROPN;O;1;no
pukk;NOUN;O;1;no
aktiivne;ADJ;O;1;no
tegutsev;ADJ;O;1;no
Saaremaal;PROPN;O;1;no
laborijuhina;NOUN;O;1;no
veel;ADV;O;11;yes
paljud;PRON;O;7;no
teised;PRON;O;2;yes
erinevates;ADJ;O;5;no
valdkondades;NOUN;O;1;no
aktiivselt;ADV;O;2;no
tegutsenud;VERB;O;1;no
kaasa;ADV;O;2;no
arvatud;VERB;O;1;no
mina;PRON;O;1;yes
kodukoha;NOUN;O;1;no
patrioodina;NOUN;O;1;no
Viljandis;PROPN;O;4;no
püüdnud;VERB;O;2;no
joogiveeküsimustega;NOUN;O;1;no
kõik;DET;O;4;yes
need;DET;O;20;yes
aastad;NOUN;O;1;no
tegeleda;VERB;O;1;no
olles;AUX;O;1;yes
tööl;NOUN;O;1;no
tervisekaitsetalituse;NOUN;O;1;no
kohapealses;ADJ;O;1;no
osakonnas;NOUN;O;1;no
Viljandi;PROPN;O;5;no
veevärgis;NOUN;O;1;no
eraettevõtjana;NOUN;O;1;no
vahepeal;ADV;O;1;yes
õnnega;NOUN;O;1;no
taas;ADV;O;1;no
ennast;PRON;O;2;yes
täiendada;VERB;O;1;no
Taanimaa;PROPN;O;1;no
kuhu;ADV;O;2;yes
teid;PRON;O;13;yes
saadeti;VERB;O;2;no
peamine;ADJ;O;2;no
eesmärk;NOUN;O;1;no
koolitada;VERB;O;1;no
asjatundjaid;NOUN;O;1;no
nad;PRON;O;9;yes
tuleksid;VERB;O;1;yes
Eestisse;PROPN;O;2;no
seda;DET;O;7;yes
teavet;NOUN;O;1;no
levitaksid;VERB;O;1;no
95.;ADJ;O;1;no
Eesti;PROPN;O;3;no
e-värgi;NOUN;O;1;no
juhtide;NOUN;O;1;no
initsiatiivil;NOUN;O;1;no
Põhjamaade;PROPN;O;1;no
Taani;PROPN;O;1;no
abil;ADP;O;1;yes
kaheksa;NUM;O;1;no
läbinud;ADJ;O;2;no
konkursi;NOUN;O;1;no
silke;NOUN;O;1;no
pargi;NOUN;O;1;no
linna;NOUN;O;5;no
Taanimaal;PROPN;O;1;no
veekeskusesse;NOUN;O;1;no
õppima;VERB;O;2;no
inimestele;NOUN;O;1;no
toimetada;VERB;O;1;no
kätte;NOUN;O;3;yes
kvaliteediga;NOUN;O;3;no
kestis;VERB;O;1;no
kuu;NOUN;O;1;no
meile;PRON;O;3;yes
räägiti;VERB;O;1;no
põhjalikult;ADV;O;1;no
alates;ADP;O;1;yes
geoloogiast;NOUN;O;1;no
kuni;ADP;O;1;yes
lõpuks;ADV;O;1;no
selleni;PRON;O;1;yes
torusid;NOUN;O;2;no
paigaldada;VERB;O;1;no
organiseerida;VERB;O;1;no
üldse;ADV;O;4;no
veevärki;NOUN;O;2;no
veest;NOUN;O;5;no
vee;NOUN;O;32;no
keemiast;NOUN;O;1;no
mikrobioloogiast;NOUN;O;1;no
temaatika;NOUN;O;1;no
mis;PRON;O;36;yes
minna;VERB;O;1;yes
keeruliseks;ADJ;O;1;no
tuletame;VERB;O;1;no
meelde;NOUN;O;1;no
tegemist;NOUN;O;1;no
ju;ADV;O;7;yes
populaarteadusliku;ADJ;O;1;no
saatega;NOUN;O;1;no
üritame;VERB;O;1;no
kõnelda;VERB;O;1;no
lihtsalt;ADV;O;14;no
lahti;ADV;O;4;no
seletavalt;ADV;O;1;no
vähegi;ADV;O;1;no
nagu;SCONJ;O;7;yes
juba;ADV;O;26;yes
ütlesime;VERB;O;1;no
no;INTJ;O;8;no
minu;PRON;O;1;yes
arvates;VERB;O;2;no
kindlasti;ADV;O;10;no
ilmselt;ADV;O;2;no
paljude;PRON;O;1;no
sest;SCONJ;O;8;yes
kasutada;VERB;O;1;no
moodsaid;ADJ;O;1;no
vahendeid;NOUN;O;1;no
internetti;NOUN;O;1;no
vastavatesse;ADJ;O;1;no
otsingusüsteemidesse;NOUN;O;1;no
toksida;VERB;O;1;no
märksõnana;NOUN;O;1;no
vesi;NOUN;O;24;no
siinsamas;ADV;O;1;no
Eestimaal;PROPN;O;3;no
Eestimaa;PROPN;O;3;no
erinevatest;ADJ;O;1;no
serveritest;NOUN;O;1;no
leida;VERB;O;2;no
palju;ADV;O;13;yes
informatsiooni;NOUN;O;2;no
kohta;ADP;O;1;yes
loomulikult;ADV;O;12;no
kirjandust;NOUN;O;1;no
paljudes;DET;O;1;no
riikides;NOUN;O;3;no
tegutsetakse;VERB;O;1;no
veeküsimustes;NOUN;O;1;no
jõuliselt;ADV;O;1;no
kõikidel;DET;O;1;yes
tasanditel;NOUN;O;1;no
riigi;NOUN;O;2;no
eratasanditel;NOUN;O;1;no
kõige;ADV;O;4;yes
rohkem;ADV;O;5;yes
hädas;NOUN;O;2;no
üliarenenud;VERB;O;2;no
riigid;NOUN;O;5;no
?;PUNCT;O;30;no
tundub;VERB;O;2;no
häda;NOUN;O;1;no
mitmesugust;PRON;O;1;yes
just;ADV;O;20;yes
inimese;NOUN;O;2;no
tekitatud;ADJ;O;1;no
reoainete;NOUN;O;1;no
mürkkemikaalidega;NOUN;O;1;no
teiselt;PRON;O;1;yes
poolt;ADV;O;1;yes
jällegi;ADV;O;2;no
