word;upos;ner tag;count;stopword
Vikerraadio;PROPN;O;1;no
lugemissoovitus;NOUN;O;1;no
,;PUNCT;O;59;no
jupp;NUM;O;1;no
aega;NOUN;O;2;no
on;AUX;O;22;yes
mul;PRON;O;1;yes
riiulil;NOUN;O;1;no
puutumatult;ADV;O;1;no
seisnud;VERB;O;1;no
Jevgeni;PROPN;O;1;no
Sissovi;PROPN;O;1;no
romaan;NOUN;O;3;no
tõlge;NOUN;O;2;no
reaalsusest;NOUN;O;2;no
.;PUNCT;O;35;no
nüüd;ADV;O;2;yes
seda;DET;O;1;yes
raamatut;NOUN;O;1;no
lugedes;VERB;O;1;no
selge;ADJ;O;1;no
et;SCONJ;O;10;yes
see;DET;O;3;yes
raamat;NOUN;O;2;no
ootas;VERB;O;1;no
oma;PRON;O;8;yes
õiget;ADJ;O;1;no
ja;CCONJ;O;32;yes
konteksti;NOUN;O;2;no
nii;ADV;O;5;yes
nagu;SCONJ;O;4;yes
paljud;PRON;O;2;no
loevad;VERB;O;1;no
hetkel;NOUN;O;2;no
dekamerooni;NOUN;O;1;no
või;CCONJ;O;7;yes
katku;NOUN;O;2;no
siis;ADV;O;4;yes
Krossi;PROPN;O;1;no
kolme;NUM;O;1;no
vahel;ADP;O;1;yes
ikka;ADV;O;2;yes
vajame;VERB;O;1;no
me;PRON;O;6;yes
hingelist;ADJ;O;1;no
pidet;NOUN;O;1;no
loeme;VERB;O;1;no
neid;DET;O;1;yes
raamatuid;NOUN;O;1;no
kus;ADV;O;2;yes
inimesed;NOUN;O;1;no
samas;DET;O;1;yes
seisus;NOUN;O;2;no
ise;PRON;O;2;yes
viibime;VERB;O;1;no
olgem;AUX;O;1;yes
ausad;ADJ;O;1;no
isegi;ADV;O;5;yes
parem;ADJ;O;1;no
kui;SCONJ;O;7;yes
raamatu;NOUN;O;3;no
tegelased;NOUN;O;1;no
oleks;AUX;O;1;yes
veel;ADV;O;2;yes
halvemas;ADJ;O;1;no
väljapääsmatus;NOUN;O;1;no
olukorras;NOUN;O;1;no
see;PRON;O;4;yes
tekitab;VERB;O;1;no
endaski;PRON;O;1;no
veidi;ADV;O;2;no
egoistlikku;ADJ;O;1;no
kuid;CCONJ;O;2;yes
elujaatava;ADJ;O;1;no
tunde;NOUN;O;1;no
hull;ADJ;O;1;no
mu;PRON;O;1;yes
elu;NOUN;O;3;no
kah;ADV;O;1;yes
ei;AUX;O;14;yes
ole;AUX;O;2;yes
kaasaja;NOUN;O;1;no
vene;ADJ;O;1;no
autor;NOUN;O;1;no
ilmunud;VERB;O;1;no
tänapäeva;NOUN;O;1;no
Punase;ADJ;O;1;no
sarjas;NOUN;O;1;no
