word;upos;ner tag;count;stopword
härra;NOUN;O;6;no
Rudolf;PROPN;O;1;no
von;NOUN;O;2;no
kernet;NOUN;O;1;no
.;PUNCT;O;162;no
ma;PRON;O;36;yes
tunnistan;VERB;O;2;no
,;PUNCT;O;163;no
hammas;NOUN;O;1;no
ei;AUX;O;36;yes
hakka;VERB;O;2;yes
peale;ADV;O;3;yes
10;NUM;O;2;no
aastat;NOUN;O;4;no
on;AUX;O;43;yes
vahepeal;ADV;O;1;yes
mööda;ADV;O;2;yes
läinud;VERB;O;2;yes
ikka;ADV;O;2;yes
veel;ADV;O;17;yes
hea;ADJ;O;2;no
küll;ADV;O;9;yes
tuleb;VERB;O;3;yes
aeg;NOUN;O;1;no
aga;CCONJ;O;28;yes
enne;ADV;O;2;yes
tahate;VERB;O;1;no
teie;PRON;O;22;yes
minu;PRON;O;18;yes
ju;ADV;O;11;yes
moraalselt;ADV;O;1;no
surnuks;ADJ;O;1;no
hammustada;VERB;O;1;no
kes;PRON;O;8;yes
see;DET;O;1;yes
mees;NOUN;O;4;no
õieti;ADV;O;2;no
kelle;PRON;O;2;yes
näo;NOUN;O;2;no
järgi;ADP;O;4;yes
oma;PRON;O;33;yes
eestlastele;NOUN;O;1;no
nende;PRON;O;4;yes
rahvusliku;ADJ;O;1;no
Kristuse;PROPN;O;8;no
olete;AUX;O;4;yes
maalinud;VERB;O;2;no
?;PUNCT;O;11;no
lubage;AUX;O;1;no
iseloomustanud;VERB;O;1;no
teda;PRON;O;3;yes
teile;PRON;O;5;yes
võib-olla;ADV;O;2;yes
modelli;NOUN;O;1;no
isiklikud;ADJ;O;2;no
omadused;NOUN;O;1;no
paistavad;VERB;O;1;no
ainult;ADV;O;3;yes
minusuguse;DET;O;1;yes
kunstivõhiku;NOUN;O;1;no
meelest;ADP;O;5;yes
kujutatu;NOUN;O;1;no
suhtes;ADP;O;1;yes
tähtsad;ADJ;O;1;no
kuid;CCONJ;O;3;yes
ometi;ADV;O;2;yes
teatud;ADJ;O;1;no
juhtudel;NOUN;O;1;no
peavad;AUX;O;1;yes
nad;PRON;O;7;yes
seda;PRON;O;21;yes
olema;AUX;O;5;yes
vähemalt;ADV;O;1;yes
kunstniku;NOUN;O;1;no
aususe;NOUN;O;1;no
seisukohalt;NOUN;O;1;no
niisiis;ADV;O;2;yes
seesinane;ADJ;O;2;yes
Ilus;PROPN;O;2;no
Villem;PROPN;O;3;no
kõigepealt;ADV;O;3;yes
eesti;ADJ;O;6;no
küla;NOUN;O;1;no
tõusik;NOUN;O;1;no
paar;NUM;O;2;no
eks;ADV;O;2;yes
sellas;VERB;O;1;no
muidugi;ADV;O;8;yes
pursib;VERB;O;1;no
tema;PRON;O;37;yes
vajadust;NOUN;O;1;no
mööda;ADP;O;3;yes
saksa;ADJ;O;5;no
keelt;NOUN;O;1;no
ja;CCONJ;O;68;yes
muuseas;ADV;O;2;no
mitte;ADV;O;14;yes
kõige;ADV;O;2;yes
norrimalt;ADV;O;1;no
ta;PRON;O;12;yes
püüa;VERB;O;1;no
mängida;VERB;O;1;no
sakslast;NOUN;O;1;no
isegi;ADV;O;5;yes
inimeste;NOUN;O;1;no
ees;ADP;O;2;yes
