word;upos;ner tag;count;stopword
tere;INTJ;O;1;yes
õhtust;NOUN;O;1;no
,;PUNCT;O;208;no
kell;NOUN;O;1;no
on;AUX;O;99;yes
kuus;NUM;O;2;no
ning;CCONJ;O;13;yes
Päevakaja;PROPN;O;2;no
võtab;VERB;O;1;no
kokku;ADV;O;3;yes
tänasest;ADJ;O;1;no
olulisema;ADJ;O;1;no
meil;PRON;O;5;yes
ja;CCONJ;O;91;yes
maailmas;NOUN;O;1;no
.;PUNCT;O;172;no
stuudios;NOUN;O;1;no
toimetaja;NOUN;O;1;no
Margitta;PROPN;O;1;no
Otsmaa;PROPN;O;1;no
Eesti;PROPN;O;21;no
asub;VERB;O;1;no
kaaluma;VERB;O;1;no
mõtet;NOUN;O;2;no
esitada;VERB;O;7;no
Euroopa;PROPN;O;21;no
liidule;NOUN;O;1;no
taotlus;NOUN;O;1;no
jagada;VERB;O;1;no
liidu;NOUN;O;1;no
toetused;NOUN;O;2;no
tulevikus;NOUN;O;2;no
kaheks;NUM;O;6;no
eraldada;VERB;O;1;no
regiooniks;NOUN;O;2;no
territooriumiks;NOUN;O;2;no
Harjumaa;PROPN;O;2;no
ülejäänud;ADJ;O;3;no
jagamise;NOUN;O;5;no
puhul;ADP;O;4;yes
võiksime;AUX;O;3;yes
teoreetiliselt;ADV;O;3;no
või;CCONJ;O;9;yes
võita;VERB;O;3;no
150;NUM;O;2;no
miljonit;NUM;O;6;no
kuni;CCONJ;O;3;yes
500;NUM;O;2;no
isegi;ADV;O;3;yes
kuni;ADV;O;4;yes
700;NUM;O;2;no
USA-s;PROPN;O;2;no
Marylandi;PROPN;O;2;no
osariigis;NOUN;O;2;no
leidis;VERB;O;3;no
riikliku;ADJ;O;2;no
julgeoleku;NOUN;O;2;no
agentuuri;NOUN;O;2;no
NSA;PROPN;O;2;no
lähistel;ADP;O;2;no
aset;NOUN;O;2;no
tulite;VERB;O;1;yes
tulistamisjuhtum;NOUN;O;2;no
mille;PRON;O;2;yes
käigus;ADP;O;1;no
sai;AUX;O;3;yes
haavata;VERB;O;1;no
vähemalt;ADV;O;3;yes
üks;DET;O;4;yes
inimene;NOUN;O;3;no
komisjon;NOUN;O;3;no
pakkus;VERB;O;1;no
välja;ADV;O;10;yes
esimees;NOUN;O;1;no
arutelu;NOUN;O;3;no
paberi;NOUN;O;1;no
Liidu;PROPN;O;9;no
järgmise;ADJ;O;3;yes
eelarve;NOUN;O;8;no
kohta;ADP;O;7;yes
komisjoni;NOUN;O;2;no
asepresident;NOUN;O;1;no
Andrus;PROPN;O;3;no
Ansip;PROPN;O;3;no
suuresti;ADV;O;2;no
initseeritud;ADJ;O;1;no
ka;ADV;O;34;yes
Brexitist;PROPN;O;2;no
tuleb;VERB;O;5;yes
rohkem;ADV;O;3;yes
debateerida;VERB;O;2;no
selle;PRON;O;4;yes
üle;ADP;O;8;yes
milleks;ADV;O;2;yes
raha;NOUN;O;5;no
kulutada;VERB;O;2;no
mitte;ADV;O;6;yes
keskenduda;VERB;O;3;no
siis;ADV;O;41;yes
sellele;DET;O;2;yes
protsendi;NOUN;O;2;no
sajandiku;NOUN;O;2;no
lõhkiajamisele;NOUN;O;2;no
homsest;NOUN;O;2;no
saab;AUX;O;6;yes
tuludega;NOUN;O;1;no
operatsioone;NOUN;O;1;no
möödunud;ADJ;O;2;no
aasta;NOUN;O;5;no
uue;ADJ;O;1;no
korra;NOUN;O;1;no
järgi;ADP;O;1;yes
ei;AUX;O;18;yes
saa;AUX;O;4;yes
sel;DET;O;3;yes
aastal;NOUN;O;6;no
enam;ADV;O;3;yes
