keyphrase;score
saade teostama operaator;0.8166
ootama staadium objekt;0.8139
esitenor la scala;0.8136
madal sagedus null;0.8051
kodu kollektiiv pakk;0.8049
sagedus null esile;0.8046
kujunduselement näiteks summutav;0.8037
null viima internet;0.8033
saavutama hea tulemus;0.8024
avery fisher price;0.8021
kindel materjal vorm;0.8006
ootama absoluutselt kava;0.7997
näitus andma ülevaade;0.7993
avama vastama ootus;0.7991
element saal tekkima;0.799
puit vaatama näiteks;0.7982
kontsert ootama näiteks;0.7973
mängima noorem hästi;0.7969
parim valitud ecm;0.7968
prints preemia preemia;0.7961
jätma etendus broadway;0.7958
ülesanne funktsioon omavastutus;0.7957
null esile tõstma;0.7956
võimalus imetlema nii-öelda;0.7954
suurem vorm esitamine;0.7953
teostama operaator katrin;0.7952
asi halvem parem;0.7951
halb sügavalt subjektiivne;0.795
esiletungiv heli näiteks;0.795
sügavalt subjektiivne tunne;0.7947
parem inimene istuma;0.7946
seisma inimene suhe;0.7945
music ideoloog loominguline;0.7941
andma tegelikult mõtlema;0.794
panema kujunduselement näiteks;0.7938
hooaeg avama eile;0.7935
heitma ütlema paremini;0.7934
üldiselt kiidetud norm;0.7931
staadium objekt finantseerimine;0.7928
koordineerima puuduma nii-öelda;0.7928
sobiv aeg ;0.7928
parem spetsialist tellitud;0.7927
tunduma ideaalne koht;0.7927
sisaldama raamat meenutus;0.7922
kaks lisalugu kujutama;0.792
küsimus tekkima näiteks;0.7919
objekt finantseerimine planeerimine;0.7917
eksimus kõlama kontroll;0.7917
avama eile õhtu;0.7914
asi panema nokia;0.7912
koht suurem vorm;0.7909
kontsert jääma new;0.7908
näiteks summutav materjal;0.7907
tekkima sagedus esiletungiv;0.7905
kuulma küsimus küsimus;0.7903
faktuur selge läbipaistev;0.7903
kuulma tekst arusaadav;0.7902
kuulma tekst kaduma;0.7901
vana aeg norm;0.79
materjal publik istuma;0.7898
dollar suurus avery;0.7897
peegeldama heli element;0.7896
võimalus lava vaatama;0.7896
kujutama tahes-tahtma tekkima;0.7893
võitlema võimalus harjutama;0.7893
saadaval loomulikult soome;0.7892
aeg norm koht;0.789
helilooja philip glass;0.7889
aeg kujunema asi;0.7888
kooslus kava valik;0.7887
avamine siik talo;0.7887
tunduma asi halvem;0.7886
võimalikult hea tingimus;0.7886
näiteks põrand katmine;0.7885
andma kontsert nädal;0.7885
võimalus hoone tutvuma;0.7885
erinev mõtlema võimendatud;0.7885
tellija ütlema näiteks;0.7884
noorem hästi sümboolne;0.7884
kindel meelejev käive;0.7883
new york metropolitan;0.7882
dirigeerimine esitama arvo;0.7881
projekteerimine tulemus mõtlema;0.7881
kett eeskuju vabadus;0.7881
nimi seostama parem;0.788
operaator katrin maadik;0.788
hea võimalus loomulikult;0.7878
loomulikult kuulma tekst;0.7878
ruum projekteerima hästi;0.7878
eksperthinnang inimene parem;0.7877
inimene istuma kontsert;0.7877
käima üldine hinnang;0.7876
näiteks esimene rida;0.7875
läbima operatsioon kahjuks;0.7874
tehnik hea võimalus;0.7873
ütlema vastus asi;0.7873
la scala metropolitan;0.7873
summutav materjal üldiselt;0.7872
probleem madal sagedus;0.7871
elamus kindlasti hea;0.7871
kollektiiv esinev uus;0.7871
tugev kontsert ootama;0.787
resonantne summutama juhuslikult;0.787
tuur esinema island;0.7869
kiiresti ütlema näiteks;0.7869
asendama metropolitan ooperimaja;0.7867
ehitama kogemuslikult tekkima;0.7867
andma ülevaade eesti;0.7866
esimene rida näiteks;0.7865
subjektiivne tunne hinnanguline;0.7865
aju verevarustushäire insult;0.7865
uus maja diskussioon;0.7865
meelejev käive saade;0.7864
oruvee soovitus andma;0.7863
null viima äsja;0.7863
liigne resonantne summutama;0.7863
istuma otse orkestrant;0.7863
kuulama ootama absoluutselt;0.7862
lihtsalt võimaldama võimalus;0.7862
koor tegevus viimane;0.7861
salastama kava eraldi;0.7861
omadus erinev materjal;0.7861
sobima birgitta ütlema;0.7861
eile õhtu avama;0.7861
andma sügis taas;0.786
musitseerima nii-öelda ühend;0.7858
akustika parem spetsialist;0.7858
suhteliselt uus esituskoht;0.7857
null 500 kord;0.7854
ajal istuma otse;0.7854
kammersaal black box;0.7854
ammune aeg rooma;0.7854
asi ütlema avamiskontsert;0.7853
soovitus andma tunduma;0.7853
birgitta ütlema birgitta;0.7852
otsustama saal esinema;0.7852
uus musike tala;0.7852
kell 15 null;0.7851
iseseisev omanäoline teos;0.7851
andma nüüdismuusika meistriklass;0.7851
rõdu seisma inimene;0.7851
saal publik istuma;0.7851
suurem kuulma näiteks;0.785
sein kindel materjal;0.785
aru elektriline seade;0.785
tegelikult tegemine lausa;0.785
vabadus kett hallan;0.785
kodusaal uus musike;0.785
akustiline projekteerimine tulemus;0.785
saal kontsert andma;0.7849
ehitama 60 -test;0.7848
iste materjal sein;0.7846
kindlasti hea meel;0.7846
parem akustika uus;0.7845
istuja tunduma akustika;0.7845
kirjastaja sõna sisaldama;0.7844
paik kujunema publik;0.7844
kritiseerima heitma ütlema;0.7844
avama uus hooaeg;0.7844
näitus paik kujunema;0.7844
halvem parem akustik;0.7843
vastama tõepoolest ootus;0.7843
pikk algne idee;0.7843
kindel no üldmulje;0.7842
täitma maksimaalselt vajadus;0.7842
inimene parem inimene;0.7842
tegelikult koordineerima puuduma;0.7841
antud intervjuu musike;0.7841
imetlema nii-öelda hämmastavalt;0.7841
vastama ootus ilus;0.7841
scala metropolitan ooperimaja;0.7841
hilje virta sõna;0.784
company kirjastaja sõna;0.784
absoluutselt elektroonne seade;0.784
meeldima sobima meeldima;0.7839
kompleks puhkama riietuma;0.7839
saavutama elutingimus suur;0.7839
käive saade teostama;0.7838
