EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM-L12_multi;multi_e5;xml_roberta
Hint külaskäik;Ja Dostojevski;Hint raamatukogu;kaluril eksliitrised;number mitmelgi;kunsti hoopiski;Hint raamatukogu;60 täpset
Aili Malcolm;tükk verd;inimene raamatuid;romaani üldse;uut kodu;inimese kogumiskire;Teie raamat;aastal 1800
Finlandia käekiri;kalapüüki Ma;isikliku raamatukogu;raamatutest öeldakse;nisust diskreetset;inimesel niisamuti;näiteks raamatust;Kuid nimelt
Einstein Dostojevski;Teine põhjus;koguda raamatuid;Nende autorijärele;peret Need;ruumil nägu;See raamat;raamatud töötatud
Malcolm Aili;Ta vaimne;inimestel raamatut;Ja raamatute;kodu nutsime;asju kogudes;inimene raamatuid;võib-olla riiulis
ütleme ütleme;võimule kogust;raamatukogust raamatut;Ei raamatute;vaja näiteks;arvate inimene;Sest raamat;võib-olla pühaduse
külvatud ütleb;esimene Hint;raamat omanikust;kaugele tagalasse;seoses olevaid;riiulis inimene;ütleb raamat;lugeda võib-olla
hambrinojessi 200;voorust No;raamatu saare;raamatu võistvalgary;uus vorm;inimene näiteks;tahaks raamatu;tunne kindlasti
töötatud süsteem;1800 50;raamatukogu omanik;nisuse südamevärinaga;näiteks inimene;armastab koguda;isikliku raamatukokku;võib-olla väärtuslikum
külastajad põgenes;tikutoosi koguja;isikliku raamatukokku;raadioga võrrelda;täheleraamat diskreetne;osa tegelikust;Aga raamatuga;käisin Saaremaal
