EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM-L12_multi;multi_e5;xml_roberta
;klassikaraadiovõrkpallivõistkond;orkestriprojekt;tähendab;;Sümfooniaorkestrite;Virumaaorkestrile;võib-olla
distingenditeed;proov;muusikakoolis;üldlaulupeo;;sümfooniaorkestrit;Virumaaorkestrite;tegutsevaid
Euro-Disneylandis;lapsevanema;muusikasüsteemis;kontsertorkestritöödest-tegemistest;nullist;üleorkestrites;Virumaaorkester;muusikaharidus
kõnealused;Räägime;muusikakooliprogrammis;mängiti;project;sümfooniaorkestris;kontsertorkestritöödest-tegemistest;inimeste
moletegrateerunud;keldrikvartett;noorteorkestris;äriinimesed;head;harrastussümfooniaorkestreid;noorteorkestrist;vanemad
Euro-Disneylandi;noorteorkestrist;muusikakollektiivis;päästsid;andmed;kontsertorkestritöödest-tegemistest;noorteorkestriga;luua
akordionidiplomid;vanaisa;muusikakoolide;meeldib;distingenditeed;sümfooniaorkester;noorteorkestriselts;plaanides
võimalik;Arvuti;orkestreid;oluliselt;tiitwards;sümfooniaorkestri;noorteorkestri;kooliga
orgestandid;aastate;muusikaakadeemias;tegelevad;moment;sümfooniaorkestrite;noorteorkestris;ongi
pesuhtimas;Meie;muusikakeskkooli;musitseerida;anded;Kontsertorkester;noorteorkestrit;osaledes
päevilt;Eces;orkestritele;arvestades;palabilised;orkestritele;noorteorkester;kahe
õpetab;Virumaaorkester;muusikaõpetajaid;piletihindadega;tipp;orkestrile;orkestripäevadel;kontsertorkestritöödest-tegemistest
õpetasin;muusikakooliprogrammis;noorteorkestriga;Euro-Disneylandi;fenomen;orkestriprojekt;sõprusorkestri;nii-öelda
muskaatkeel;üleorkestrites;muusikahariduse;seltsielu;sead;Paasorkestrite;Sümfooniaorkestripäeva;lihtsalt
õnnestunud;Sa;orkestripäevadel;vaatsetele;laste;orkestrimäng;kontsertorkestrist;õpetasin
Violett;Kui;orkestrilaagris;ülioluline;taskus;kontsertorkestris;kontsertorkestriga;õpilasi
tšelloõpilased;reaalse;muusikaosakonna;näide;kodu;orkestri;orkestreid;rikka
võimalikest;spordiprojekte;noorteorkester;kontsertreisidest;programm;orkestrit;Sümfooniaorkestrite;võimalust
