EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM-L12_multi;multi_e5;xml_roberta
nädala;laudsepatöötuppa;ajalehti;noorsooühingu;;kustutasime;Sidepidamine;põrandasse
võtsime;side;vanglas;Esimeselt;andsime;kasutasime;Lasnamäe;Martin
siineri;;kasutasime;arreteeriti;mehed;vangla;võitlusest;ajal
täideti;korrusel;testikirjadega;laudsepatöötuppa;side;paberit;põrandasse;See
lõigati;linnakomitee;raamatud;põrandasse;levitamise;testikirjadega;kommunistliku;Neil
võtsid;Tallinna;raamat;pisikese;ämber;andsime;käisime;mees
Võitlus;allkiri;vahialustega;pisikeste;See;raamatud;Esimeselt;nööri
Lasnamäe;Aga;võtsime;põranda;viisist;raamatuid;kasutasime;kavalusega
võttis;Eestimaa;raamatuid;hammast;toimuma;võtsime;laudsepatöötuppa;Eestimaa
pandi;Seltsimees;;kasutades;noore;tühjendati;korrusele;Tallinna
võitlusest;Võitlus;kirjaga;Seltsimees;kustutasime;lendlehtede;korrusel;õpilane
kitiga;liige;sauna;tühjendati;kirjade;kirjutatud;räägib;liige
nööriga;hammast;saunas;korruselt;võttis;kirjade;sunnitööle;Meil
sunnitööle;seotud;paberit;viisist;kasutasime;paberite;kirjade;uuesti
tühjendas;paberite;panime;lendlehtede;auk;kirjaga;liige;luba
ummitab;Sinna;asjade;allkiri;kahe;käisime;testikirjadega;Lasnamäe
räägib;natuke;vesi;välkkiirelt;nurga;raamat;kirjaga;pisikeste
põrandasse;vesi;vangla;võtsime;lendlehtede;vahialustega;noorkommunist;Ja
vahialustega;põranda;paberite;tõestuskooli;kasutades;trükitähtedega;põranda;viisist
täitis;suuri;kaetud;kirjade;sige;arreteeriti;võttis;kasutades
See;pidamine;lasime;vanglas;mees;salaja;kirjutatud;ehitatud
;pandi;täideti;pidamine;ummitab;Vanglas;korruselt;Seda
kustutasime;uuesti;kinni;Vanglas;vangla;ajalehti;Võitlus;suuri
vangla;raamat;naist;trükitähtedega;vanglas;kasutades;viisist;lasime
käisime;paberit;hoidma;vahialustega;suuri;ajaks;allkiri;
Ta;kirjutatud;tühjendati;noorkommunist;panime;vanglas;kasutades;nööriga
pisikese;raamatuid;õpilane;Tekkega;vesi;põrandasse;uuesti;esimesele
Ämbri;nurga;Vanglas;lasime;asjade;lasime;lendlehtede;Lava
ämbri;Vanglas;trükitähtedega;nurga;eluks;võitlusest;trükitähtedega;natuke
natuke;kasutades;teatega;täideti;esimesele;teatega;raamatuid;Jah
Tekkega;vangla;tühjendas;naist;liige;laudsepatöötuppa;raamatud;Esimeselt
panime;testikirjadega;seotud;tarvitada;käisime;korrusel;nädala;Nurk
morginson;raamatud;Meil;vesi;juure;pandi;Eestimaa;kirjaga
välkkiirelt;vanglas;pööningule;asjade;naist;Võitlus;kinni;aastal
tühjendati;kommunistliku;mees;ehitatud;uuesti;tõestuskooli;võtsime;side
teatega;Me;nädala;ajalehti;ajal;mõisteti;edasitoimetamise;hammast
ämber;Martin;võttis;võtsid;allkiri;võtsid;vahialustega;salaja
Jah;võitlusest;ämbri;ummitab;suri;täideti;linnakomitee;pisikese
side;Meil;allkiri;nööriga;mõisteti;võttis;natuke;võtsid
noorsooühingu;Seda;kirjade;raamatuid;lasime;kinni;esimesele;paberit
sauna;kinni;võtsid;siineri;võtsime;aastal;Tallinna;täitis
arreteeriti;päikene;mehed;lõigati;kirjaga;räägib;raamat;linnakomitee
Me;See;mõisteti;kasutasime;ämbri;Sidepidamine;võtsid;kommunistliku
salaja;ajaks;käisime;Lasnamäe;hoidma;natuke;andsime;noore
suri;Jah;1924;nädala;hammast;põranda;raskustega;mõisteti
saunas;ümar;arreteeriti;kinni;raamat;levitamise;pidamine;käisime
Eestimaa;mõisteti;pidamine;vangla;kinni;tühjendas;asjade;südamehaiguse
ajalehti;toimuma;liige;kommunistliku;ehitatud;korruselt;ajaks;noorkommunist
lendlehtede;hoidma;kirjutatud;täitis;arreteeriti;pisikeste;mees;nädala
pööningule;täideti;kasutades;pööningule;korruselt;tarvitada;aastal;Me
paberit;suri;tarvitada;korrusele;noorkommunist;Meil;kavalust;raamatuid
lae;räägib;päikene;uuesti;edasitoimetamise;täitis;ehitatud;asjade
südamehaiguse;täitis;pandi;kahe;pisikeste;talundusele;kaetud;andsime
sige;edasitoimetamise;aastal;kaetud;kestis;pulbri;Vanglas;võttis
Ja;saunas;andsime;ämbri;ajaks;õpilane;tõestuskooli;ämbri
korrusel;sunnitööle;põrandasse;sunnitööle;tühjendas;sige;kustutasime;Martel
linnakomitee;risu;kustutasime;raske;kaetud;asjade;ajal;Ämbri
Niikaua;talundusele;side;tühjendas;korrusele;viisist;Seltsimees;raamatud
kasutasime;sige;täitis;raskustega;luba;kestis;talundusele;Võitlus
Tallinna;tiha;Ämbri;kavalusega;Neil;pööningule;pööningule;tühjendati
noore;naist;toimuma;tihti;lae;pisikese;siineri;vahialustega
värvi;pööningule;lendlehtede;paberit;salaja;kahe;Tauli;Tauli
tiha;Enn;raskustega;paberite;värvi;pidamine;ämbri;kaetud
kahe;salaja;värvi;andsime;korrusel;kavalusega;hoidma;kavalust
Meil;ämber;ajal;kitiga;tihti;allkiri;ajalehti;lõigati
ümar;südamehaiguse;pisikese;auk;lõigati;kavalust;tihti;kirjade
Sinna;arreteeriti;raske;teatega;seotud;siineri;täideti;suri
Tauli;Sidepidamine;põranda;suuri;teatega;uuesti;lõigati;talundusele
tarvitada;kitiga;esimesele;kirjaga;raske;tihti;pisikeste;sige
ehitatud;raskustega;võitlusest;Ämbri;risu;ajal;noorsooühingu;kitiga
pulbri;eluks;salaja;kestis;sunnitööle;nädala;levitamise;Sidepidamine
lasime;põrandasse;natuke;salaja;pööningule;välkkiirelt;vangla;räägib
