Diversity,Model,Score
diversity_7,MiniLM-L12_multi,0.1316966563230753
diversity_6,MiniLM-L12_multi,0.12488028206552458
diversity_4,MiniLM-L12_multi,0.12025035488915778
diversity_1,MiniLM-L12_multi,0.12013130727011016
diversity_3,MiniLM-L12_multi,0.12013130727011016
diversity_2,MiniLM-L12_multi,0.12013130727011016
diversity_0,MiniLM-L12_multi,0.12013130727011016
diversity_8,MiniLM-L12_multi,0.11945862314786462
diversity_5,MiniLM-L12_multi,0.11894963733186127
diversity_9,MiniLM-L12_multi,0.11702852150143173
diversity_10,MiniLM-L12_multi,0.1162198661379518
diversity_6,LaBSE,0.09740197747537789
diversity_1,LaBSE,0.09513496921894755
diversity_0,LaBSE,0.09513496921894755
diversity_2,LaBSE,0.09513496921894755
diversity_3,LaBSE,0.0946607829114279
diversity_4,LaBSE,0.09320853049026423
diversity_5,LaBSE,0.09184185800916968
diversity_7,LaBSE,0.08971021991519927
diversity_10,MiniLM_multi,0.08783603092813619
diversity_8,LaBSE,0.08757361732026335
diversity_9,MiniLM_multi,0.08471720497520291
diversity_6,MiniLM_multi,0.08320478847013936
diversity_8,MiniLM_multi,0.08312040931300478
diversity_7,MiniLM_multi,0.08205752621322797
diversity_9,LaBSE,0.08093381243703741
diversity_10,LaBSE,0.07963350553624032
diversity_3,est-roberta,0.07838855937282149
diversity_5,est-roberta,0.07828157781331156
diversity_1,est-roberta,0.077883508867771
diversity_2,est-roberta,0.077883508867771
diversity_0,est-roberta,0.077883508867771
diversity_4,est-roberta,0.0775949085791707
diversity_5,MiniLM_multi,0.07643976255560363
diversity_4,EstBERT,0.07639469473022105
diversity_0,EstBERT,0.07596734430287062
diversity_3,EstBERT,0.07596734430287062
diversity_2,EstBERT,0.07596734430287062
diversity_1,EstBERT,0.07596734430287062
diversity_3,MiniLM_multi,0.07557664419248526
diversity_2,MiniLM_multi,0.07557664419248526
diversity_1,MiniLM_multi,0.07557664419248526
diversity_0,MiniLM_multi,0.07557664419248526
diversity_5,EstBERT,0.07531129664682297
diversity_4,MiniLM_multi,0.0751136812295223
diversity_6,EstBERT,0.07313178228529106
diversity_6,est-roberta,0.06966593193050881
diversity_7,est-roberta,0.0639377429702507
diversity_7,EstBERT,0.06036999070474303
diversity_8,EstBERT,0.05991931111448655
diversity_10,est-roberta,0.058913425994179355
diversity_9,est-roberta,0.05882856770756668
diversity_8,est-roberta,0.05430557242799245
diversity_10,EstBERT,0.05261465873307979
diversity_9,EstBERT,0.05058645748338731
diversity_7,bertMulti,0.04586629338822321
diversity_9,bertMulti,0.04287055739906617
diversity_6,bertMulti,0.040878272961606295
diversity_10,bertMulti,0.040584590036344424
diversity_8,bertMulti,0.039829381956574934
diversity_4,bertMulti,0.03919964010972783
diversity_3,bertMulti,0.03919964010972783
diversity_0,bertMulti,0.03882926973935746
diversity_1,bertMulti,0.03882926973935746
diversity_2,bertMulti,0.03882926973935746
diversity_10,multi_e5,0.038126772918439585
diversity_5,bertMulti,0.03792739383748155
diversity_3,multi_e5,0.03647014477896831
diversity_4,multi_e5,0.03564596895479249
diversity_5,multi_e5,0.03513583094465447
diversity_2,multi_e5,0.03513340281722635
diversity_8,multi_e5,0.034560182345270064
diversity_6,multi_e5,0.03440424771307124
diversity_7,multi_e5,0.034087277889522476
diversity_1,multi_e5,0.03404543985426338
diversity_9,multi_e5,0.033043615335282
diversity_0,multi_e5,0.03273020416402769
diversity_10,distilbertMulti,0.030087084212084215
diversity_9,distilbertMulti,0.029741405199738537
diversity_8,distilbertMulti,0.02908376037542704
diversity_7,distilbertMulti,0.028907732699399367
diversity_6,distilbertMulti,0.02761143640310307
diversity_5,distilbertMulti,0.027148473440140108
diversity_4,distilbertMulti,0.027148473440140108
diversity_3,distilbertMulti,0.027148473440140108
diversity_2,distilbertMulti,0.027148473440140108
diversity_1,distilbertMulti,0.027148473440140108
diversity_0,distilbertMulti,0.027148473440140108
diversity_8,xml_roberta,0.0
diversity_7,xml_roberta,0.0
diversity_6,xml_roberta,0.0
diversity_5,xml_roberta,0.0
diversity_4,xml_roberta,0.0
diversity_9,xml_roberta,0.0
diversity_3,xml_roberta,0.0
diversity_2,xml_roberta,0.0
diversity_1,xml_roberta,0.0
diversity_0,xml_roberta,0.0
diversity_10,xml_roberta,0.0
