EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM-L12_multi;multi_e5;xml_roberta
;Kodu;ajalugu;tähendab;;rääkida;luuletajal;asjalikud
vabricante;habemeajaja;raadiointervjuudes;naisest;Is;Tartu;raadiointervjuudes;võib-olla
täiendsõna;Lapsepõlvekodusid;tänavat;esivanemaid;print;intervjuud;Hainsalu;kujutanud
selfie't;tühi;proosakirjanduses;valimissüsteemi;valida;kogemus;Kirjutan;armastate
Lõuna-Eesti;emadepäeva;internetti;gaasis;nooremad;igav;häälikute;sünnipäevaks
Prillitoos;kan;kultuuriliik;elamused;headust;ukse;Viimased;soovidega
Võib-olla;liigub;valimissüsteemi;hiljem;iseloom;julge;Teie;inimeste
tähendusi;hea;Hainsalu;tsensuur;andmine;õpetaja;Ülikooli;Teie
mürareostus;memonteerisime;lugejaga;kasutati;andnud;Peep;rahvas;vahetasin
majandusteaduslik;;Luuletuse;sõnadesse;arm;luuletuskogusid;Raamat;aineliselt
