lemma;upos;ner tag;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount;simpleMathsScore
Aa;NOUN;O;1;yes;895;928;932062935;550.2329484071753
nüüd;ADV;O;8;yes;1119277;928;932062935;7.173622880361773
oma;PRON;O;4;yes;4535142;928;932062935;0.8858860455195021
kõrv;NOUN;O;1;no;62076;928;932062935;15.955263165090622
kikk;NOUN;O;1;no;41;928;932062935;1033.13998456895
ja;CCONJ;O;34;yes;29978049;928;932062935;1.13912442599606
tulema;VERB;O;8;yes;3338518;928;932062935;2.4063714723125513
,;PUNCT;O;87;no;1;928;932062935;93650.5233906703
kuulama;VERB;O;1;no;202795;928;932062935;4.9345934269482195
muu;PRON;O;1;yes;838288;928;932062935;1.1979101430614645
uudistama;VERB;O;2;no;16237;928;932062935;117.05288727605414
.;PUNCT;O;44;no;1;928;932062935;47363.97681729556
Peri;PROPN;O;1;no;553;928;932062935;676.9478935588121
Muhu;PROPN;O;4;no;26922;928;932062935;144.2678119588685
saar;NOUN;O;3;no;187426;928;932062935;16.00179203436419
pealt;ADP;O;1;yes;172269;928;932062935;5.804295935688319
mina;PRON;O;20;yes;11780658;928;932062935;1.7050750543803042
olema;AUX;O;34;yes;44175173;928;932062935;0.7730375855139666
metsavahk;NOUN;O;1;no;1;928;932062935;1077.4302439208102
Reena;PROPN;O;1;no;937;928;932062935;537.8685793961866
10.;ADJ;O;1;no;1;928;932062935;1077.4302439208102
märts;NOUN;O;2;no;219084;928;932062935;9.134280295524434
keskKoming;NOUN;O;1;no;1;928;932062935;1077.4302439208102
veel;ADV;O;3;yes;1875606;928;932062935;1.6061846069710943
põrm;NOUN;O;1;no;3089;928;932062935;250.0110647113055
aeg;NOUN;O;4;no;2435622;928;932062935;1.6492327319659679
tagasi;ADV;O;4;yes;880780;928;932062935;4.5575476198212215
niuke;ADJ;O;1;no;331;928;932062935;795.9304305375069
mõte;NOUN;O;4;no;596277;928;932062935;6.728706851916001
et;SCONJ;O;22;yes;12213661;928;932062935;1.8090861913140732
minema;VERB;O;8;yes;2265871;928;932062935;3.5450619844559323
täna;ADV;O;4;no;614088;928;932062935;6.533843293859778
ühik;NOUN;O;1;no;13968;928;932062935;67.47019996063642
mitte;ADV;O;5;yes;1397004;928;932062935;3.5930276138431188
sinna;ADV;O;1;yes;368268;928;932062935;2.722941642151097
Assen;PROPN;O;1;no;209;928;932062935;881.0296039021872
range;ADJ;O;1;no;29354;928;932062935;33.1938234364802
aga;CCONJ;O;12;yes;4543343;928;932062935;2.652451677900031
lihtsalt;ADV;O;2;no;748671;928;932062935;2.681003437335607
niisama;ADV;O;1;yes;87907;928;932062935;11.316083178253045
tunnustama;VERB;O;1;no;52363;928;932062935;18.863102326694293
nüüdne;ADJ;O;1;no;81355;928;932062935;12.217111533615308
asi;NOUN;O;5;no;1422865;928;932062935;3.5277660049098523
nõuk;NOUN;O;1;no;170;928;932062935;912.2076368991733
maa;NOUN;O;1;no;369601;928;932062935;2.7131458059030797
nõmmküla;NOUN;O;1;no;129;928;932062935;947.4557940811655
külavahs;NOUN;O;1;no;1;928;932062935;1077.4302439208102
jõud;NOUN;O;1;no;199755;928;932062935;5.009342460585636
pidama;AUX;O;2;yes;3575612;928;932062935;0.5619079069074392
ütlema;VERB;O;1;no;1762423;928;932062935;0.5701121950886271
Mapsa;PROPN;O;1;no;1;928;932062935;1077.4302439208102
edasi;ADV;O;1;yes;598918;928;932062935;1.6759358509218878
ega;CCONJ;O;1;yes;707621;928;932062935;1.418821367430516
enam;ADV;O;1;yes;916792;928;932062935;1.0954384506769992
kõik;DET;O;1;yes;3138760;928;932062935;0.3201938933816165
sild;NOUN;O;1;no;66017;928;932062935;15.01604625335175
rool;NOUN;O;1;no;39587;928;932062935;24.810796519732428
Anzori;PROPN;O;1;no;420;928;932062935;743.5380407425466
tasane;ADJ;O;1;no;9941;928;932062935;92.45878844446486
pane;NOUN;O;1;no;180;928;932062935;904.0047950618165
poiss;NOUN;O;3;no;215623;928;932062935;13.918245596438618
täis;ADV;O;1;no;305641;928;932062935;3.2791864230539534
lapiline;ADJ;O;1;no;438;928;932062935;733.7693765509517
riie;NOUN;O;1;no;126195;928;932062935;7.907916712938863
selgama;VERB;O;1;no;1;928;932062935;1077.4302439208102
karjuma;VERB;O;1;no;34440;928;932062935;28.421023322781135
üks;DET;O;1;yes;3226979;928;932062935;0.3114429753638974
teine;DET;O;2;yes;2482902;928;932062935;0.8091073467248067
sorry;NOUN;O;1;no;5397;928;932062935;158.84029531308764
võõramaa;ADV;O;1;no;542;928;932062935;681.999527822411
keel;NOUN;O;1;no;560971;928;932062935;1.7891168280867864
maksma;VERB;O;1;no;520682;928;932062935;1.9273065990473344
märk;NOUN;O;1;no;143324;928;932062935;6.968928759018589
aru;NOUN;O;1;no;417387;928;932062935;2.4032139931589156
vaal;NOUN;O;1;no;5326;928;932062935;160.6423962322324
sihuke;DET;O;3;yes;10050;928;932062935;274.45358571709477
tunne;NOUN;O;1;no;249502;928;932062935;4.014271117389669
keskele;ADV;O;1;yes;15737;928;932062935;60.30994241071999
lahinguväli;NOUN;O;1;no;3553;928;932062935;224.14629186257272
sattuma;VERB;O;1;no;202967;928;932062935;4.930430827781661
puhas;ADJ;O;1;no;200947;928;932062935;4.979764672150286
puru;NOUN;O;1;no;6557;928;932062935;134.23711809820932
sõda;NOUN;O;3;no;113932;928;932062935;26.24029199443494
köima;VERB;O;1;no;112;928;932062935;962.8827841211672
aga;ADV;O;2;yes;4543343;928;932062935;0.442246202206792
siis;ADV;O;12;yes;4824773;928;932062935;2.497763509854925
hammas;NOUN;O;1;no;73315;928;932062935;13.540067255328625
Likis;PROPN;O;1;no;1;928;932062935;1077.4302439208102
piirine;ADJ;O;1;no;1;928;932062935;1077.4302439208102
pärst;NOUN;O;1;no;335;928;932062935;793.41775209494
ellemalt;ADV;O;1;no;1;928;932062935;1077.4302439208102
sarapuumatt;NOUN;O;1;no;1;928;932062935;1077.4302439208102
uurima;VERB;O;1;no;275215;928;932062935;3.640488567814857
täpselt;ADV;O;1;no;264891;928;932062935;3.7818773681662794
järgi;ADV;O;1;yes;472793;928;932062935;2.122138565821366
missi;NOUN;O;2;no;1;928;932062935;2153.861559580688
sisemine;ADJ;O;1;no;59622;928;932062935;16.601862483276115
tihane;NOUN;O;1;no;2152;928;932062935;325.969426317987
toimuma;VERB;O;2;no;894727;928;932062935;2.2438095828344027
sedaviisi;ADV;O;1;no;2095;928;932062935;332.1074742208877
noh;INTJ;O;3;yes;115252;928;932062935;25.94216861539601
inglane;NOUN;O;2;no;13471;928;932062935;139.5320146440806
taanlane;NOUN;O;2;no;7499;928;932062935;238.36714348592798
ründama;VERB;O;1;no;45326;928;932062935;21.732648577679083
saarlane;NOUN;O;1;no;39323;928;932062935;24.973510220907993
või;CCONJ;O;5;yes;4113697;928;932062935;1.2207231319485612
vastupidi;ADV;O;1;no;58537;928;932062935;16.904759820233362
selline;DET;O;4;yes;1661084;928;932062935;2.4178134035003165
lahing;NOUN;O;2;no;44746;928;932062935;43.99679538131523
ka;ADV;O;8;yes;7941300;928;932062935;1.0118008767537199
siin;ADV;O;10;yes;842300;928;932062935;11.912158149119696
klubi;NOUN;O;1;no;200950;928;932062935;4.979690672044486
tahtma;VERB;O;2;no;1254286;928;932062935;1.6010671354321513
hõivama;VERB;O;2;no;9640;928;932062935;190.0942513038525
ei;AUX;O;6;yes;10355923;928;932062935;0.581952822802183
teadma;VERB;O;3;no;1482699;928;932062935;2.03154721303756
kas;ADV;O;3;yes;1985401;928;932062935;1.5174023970723096
