lemma;upos;ner tag;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount;simpleMathsScore
tere;INTJ;O;3;yes;150469;5863;932062935;3.156207896844152
,;PUNCT;O;697;no;1;5863;932062935;118754.70826987096
hea;ADJ;O;2;no;1639322;5863;932062935;0.19440860726078077
raadiokuulaja;NOUN;O;1;no;841;5863;932062935;90.18618700752164
.;PUNCT;O;132;no;1;5863;932062935;22490.941013042175
raadio;NOUN;O;7;no;57204;5863;932062935;19.157611716145126
kaks;NUM;O;10;no;1334057;5863;932062935;1.1915223368257668
kool;NOUN;O;5;no;581408;5863;932062935;1.3665566325786211
olema;AUX;O;319;yes;44175173;5863;932062935;1.1479859862528474
klubikultuuriteemaline;NOUN;O;1;no;1;5863;932062935;171.377277388063
popkultuuritund;NOUN;O;1;no;1;5863;932062935;171.377277388063
see;PRON;O;180;yes;18818291;5863;932062935;1.5205836084040134
võima;AUX;O;16;yes;3045900;5863;932062935;0.8351335322486156
ka;ADV;O;62;yes;7941300;5863;932062935;1.2411250111605578
nii;ADV;O;20;yes;3430987;5863;932062935;0.9267137291272245
nimetama;VERB;O;11;no;197986;5863;932062935;8.795797548932969
mina;PRON;O;149;yes;11780658;5863;932062935;2.0105959033079075
Reimo;PROPN;O;3;no;3692;5863;932062935;103.34055507963052
Sildvee;PROPN;O;3;no;464;5863;932062935;342.2863099119851
ja;CCONJ;O;97;yes;29978049;5863;932062935;0.5144065141097124
täna;ADV;O;7;no;614088;5863;932062935;1.8109134767068822
siia;ADV;O;3;yes;218549;5863;932062935;2.1771957180996666
küla;NOUN;O;2;no;269054;5863;932062935;1.1810961812714074
kutsuma;VERB;O;2;no;330462;5863;932062935;0.9622366348535815
sotsioloog;NOUN;O;8;no;2803;5863;932062935;340.74977184049015
Aire;PROPN;O;1;no;53;5863;932062935;162.33052706628862
Liina;PROPN;O;3;no;24287;5863;932062935;18.948096194441153
Hallaste;PROPN;O;3;no;191;5863;932062935;425.491052668429
päev;NOUN;O;5;no;1360298;5863;932062935;0.5846187922886596
sina;PRON;O;22;yes;3743020;5863;932062935;0.9344013756220121
mitte;ADV;O;16;yes;1397004;5863;932062935;1.820191702862991
tavakülastaja;NOUN;O;1;no;426;5863;932062935;117.7454897788041
see;DET;O;124;yes;18818291;5863;932062935;1.0475285609102285
klubikultuur;NOUN;O;44;no;376;5863;932062935;5348.195156071499
Eesti;PROPN;O;32;no;2594139;5863;932062935;1.9606750872883245
uurima;VERB;O;4;no;275215;5863;932062935;2.306115249442136
mis;PRON;O;62;yes;9028438;5863;932062935;1.0916933062931546
selline;DET;O;46;yes;1661084;5863;932062935;4.400513003997201
huvi;NOUN;O;3;no;327194;5863;932062935;1.456309889411941
kui;SCONJ;O;35;yes;8878634;5863;932062935;0.6267212058436001
tohtima;AUX;O;1;no;277697;5863;932062935;0.5739020321412732
küsima;VERB;O;3;no;448244;5863;932062935;1.063843935279328
?;PUNCT;O;12;no;1;5863;932062935;2045.5391177864997
juba;ADV;O;24;yes;1850492;5863;932062935;2.0612789253767776
päris;ADV;O;8;yes;459040;5863;932062935;2.7669546597897914
ammu;ADV;O;1;no;101184;5863;932062935;1.5659219601307985
lihtsalt;ADV;O;15;no;748671;5863;932062935;3.182401484660267
praktiline;ADJ;O;1;no;93761;5863;932062935;1.688674761125628
põhjus;NOUN;O;1;no;400878;5863;932062935;0.39796361560482574
et;SCONJ;O;218;yes;12213661;5863;932062935;2.837360474369881
hakkama;VERB;O;26;yes;1534193;5863;932062935;2.6931023065659154
ülikool;NOUN;O;1;no;193589;5863;932062935;0.8220486924104891
lõpetama;VERB;O;1;no;317669;5863;932062935;0.5018997236196876
olema;VERB;O;6;yes;44175173;5863;932062935;0.021612914867820108
vaja;ADV;O;1;no;695844;5863;932062935;0.2294937985648515
tegema;VERB;O;22;yes;3824200;5863;932062935;0.9145707652208662
bakalaureusetötö;NOUN;O;2;no;1;5863;932062935;341.75562651519357
siis;ADV;O;76;yes;4824773;5863;932062935;2.503869344505546
mõtlema;VERB;O;7;no;868014;5863;932062935;1.2817229606314682
kirjutama;VERB;O;3;no;789966;5863;932062935;0.6041906698478257
miski;DET;O;1;yes;1421694;5863;932062935;0.11240183882341911
selline;PRON;O;1;yes;1661084;5863;932062935;0.09621193741631663
väga;ADV;O;29;yes;2222237;5863;932062935;2.0741427596427737
huvitama;VERB;O;1;no;141970;5863;932062935;1.1189886426254703
tunduma;AUX;O;3;no;476788;5863;932062935;1.0002787563290254
põnev;ADJ;O;1;no;161005;5863;932062935;0.9874563767789208
teema;NOUN;O;3;no;630317;5863;932062935;0.7569963402468453
kusjuures;ADV;O;1;yes;87015;5863;932062935;1.8182049530204154
ei;AUX;O;68;yes;10355923;5863;932062935;1.0438637141329554
aeg;NOUN;O;14;no;2435622;5863;932062935;0.913816857899373
otseselt;ADV;O;8;no;66125;5863;932062935;18.97968367843371
siduma;VERB;O;9;no;61677;5863;932062935;22.867225578739397
isegi;ADV;O;3;yes;696376;5863;932062935;0.6852828123265066
pigem;ADV;O;6;yes;327626;5863;932062935;2.905953332534645
juhtuma;VERB;O;2;no;321293;5863;932062935;0.9896173346185535
juurde;ADP;O;3;yes;555179;5863;932062935;0.8592766126681038
tänav;NOUN;O;1;no;271552;5863;932062935;0.586844543161998
bakalaureusetöö;NOUN;O;1;no;2342;5863;932062935;48.84016850214127
vastupidi;ADV;O;1;no;58537;5863;932062935;2.688890282444724
aga;CCONJ;O;78;yes;4543343;5863;932062935;2.7289022442433
noh;INTJ;O;27;yes;115252;5863;932062935;36.95190598349348
seltskondlik;ADJ;O;1;no;4567;5863;932062935;29.078733471890185
inimene;NOUN;O;39;no;2519709;5863;932062935;2.4600516636423992
tunduma;VERB;O;1;no;476788;5863;932062935;0.3347269621660676
võib-olla;ADV;O;27;yes;138681;5863;932062935;30.75086585811255
mingisugune;DET;O;16;yes;53640;5863;932062935;46.62663432602822
pidutsemine;NOUN;O;1;no;2634;5863;932062935;44.84098804386782
kuidagi;ADV;O;6;yes;230399;5863;932062935;4.127307356839345
nagu;SCONJ;O;171;yes;1699877;5863;932062935;15.98382746327331
intrigeerima;VERB;O;1;no;1039;5863;932062935;81.12667667408357
kuna;SCONJ;O;5;yes;974997;5863;932062935;0.8154288110109074
juhendaja;NOUN;O;1;no;45773;5863;932062935;3.4237355734764345
aktsepteeritud;VERB;O;1;no;3380;5863;932062935;37.08336075851249
niimoodi;ADV;O;16;yes;68305;5863;932062935;36.750715801969235
edasi;ADV;O;9;yes;598918;5863;932062935;2.3867557142580074
arenema;VERB;O;2;no;62505;5863;932062935;5.026706678645673
pealegi;ADV;O;1;no;52151;5863;932062935;3.0123692302348712
üsna;ADV;O;4;yes;309067;5863;932062935;2.0542867029781617
mõttetu;ADJ;O;2;no;42809;5863;932062935;7.29016367075695
jälle;ADV;O;9;no;307300;5863;932062935;4.644862548611799
üks;DET;O;10;yes;3226979;5863;932062935;0.49278597114098455
uurimustöö;NOUN;O;1;no;3882;5863;932062935;33.216388649479754
kuidas;ADV;O;7;yes;1317035;5863;932062935;0.8450500408818141
valimine;NOUN;O;1;no;162099;5863;932062935;0.9808301715837378
käituma;VERB;O;2;no;75508;5863;932062935;4.171628013966788
näiteks;ADV;O;16;no;259375;5863;932062935;9.775038733861097
eks;ADV;O;15;yes;283895;5863;932062935;8.37539058194982
kes;PRON;O;25;yes;3572036;5863;932062935;1.1125974414937552
poolt;ADP;O;1;yes;608317;5863;932062935;0.2624637363604371
valima;VERB;O;1;no;477367;5863;932062935;0.3343217618926134
mismoodi;ADV;O;1;no;16892;5863;932062935;8.971343178889825
mingi;DET;O;23;yes;1065354;5863;932062935;3.4299685680026535
küsitlus;NOUN;O;3;no;36618;5863;932062935;12.725763769110591
pidama;AUX;O;5;yes;3575612;5863;932062935;0.2225054861387678
läbi;ADV;O;1;yes;954312;5863;932062935;0.1673978322782793
viima;VERB;O;2;no;561985;5863;932062935;0.5664768914028306
hoopiski;ADV;O;1;no;17984;5863;932062935;8.453439068239978
taitsioloog;NOUN;O;1;no;1;5863;932062935;171.377277388063
mainima;VERB;O;5;no;100863;5863;932062935;7.817674575516739
jah;ADV;O;34;yes;412789;5863;932062935;13.066868265014737
ütlema;VERB;O;38;no;1762423;5863;932062935;3.426385102365678
värske;ADJ;O;1;no;153442;5863;932062935;1.0358332377333643
otsima;VERB;O;2;no;400788;5863;932062935;0.7937853678486216
miski;PRON;O;19;yes;1421694;5863;932062935;2.123841864772822
põnevam;ADJ;O;1;no;19572;5863;932062935;7.798736569378131
tähendama;VERB;O;19;no;444609;5863;932062935;6.7814911839429834
käima;VERB;O;13;no;1068258;5863;932062935;1.9337913127629713
ise;ADV;O;3;yes;3509459;5863;932062935;0.136125355226525
klubikultuuriüritus;NOUN;O;2;no;1;5863;932062935;341.75562651519357
loomulikult;ADV;O;7;no;169880;5863;932062935;6.520313034553811
läbi;ADP;O;1;yes;954312;5863;932062935;0.1673978322782793
uurimus;NOUN;O;3;no;30133;5863;932062935;15.38233582291133
suhtlema;VERB;O;1;no;96514;5863;932062935;1.640967121870055
tema;PRON;O;72;yes;9154483;5863;932062935;1.2503026901601177
nüüd;ADV;O;38;yes;1119277;5863;932062935;5.393576715038734
harilikult;ADV;O;2;no;7274;5863;932062935;38.85901320217335
pidama;VERB;O;5;yes;3575612;5863;932062935;0.2225054861387678
silm;NOUN;O;3;no;537359;5863;932062935;0.8877227643731984
sotsioloogiline;ADJ;O;1;no;1541;5863;932062935;64.6590036868654
alletama;VERB;O;1;no;1;5863;932062935;171.377277388063
jagama;VERB;O;2;no;392343;5863;932062935;0.8108307339632526
ankeet;NOUN;O;2;no;11034;5863;932062935;26.648657094751474
või;CCONJ;O;32;yes;4113697;5863;932062935;1.2365856326329712
sarnane;ADJ;O;7;no;171830;5863;932062935;6.446716955638247
rohkem;ADV;O;18;yes;1093000;5863;932062935;2.6166698690605585
etnograafiline;ADJ;O;1;no;1718;5863;932062935;60.34037279647293
meetod;NOUN;O;1;no;100495;5863;932062935;1.576559360044681
seal;ADV;O;34;yes;911658;5863;932062935;5.923841215679078
kohal;ADV;O;2;yes;92634;5863;932062935;3.4080680315741705
kohtuma;VERB;O;1;no;156435;5863;932062935;1.0161324895417525
väljaspool;ADP;O;2;yes;61630;5863;932062935;5.097010759704904
klubi;NOUN;O;19;no;200950;5863;932062935;14.966326113633482
avatud;ADJ;O;2;no;208407;5863;932062935;1.5232680583271876
intervjuu;NOUN;O;5;no;81580;5863;932062935;9.644658576128181
mööda;ADP;O;1;yes;208450;5863;932062935;0.763703362124462
ringi;ADV;O;1;yes;164794;5863;932062935;0.9648801317070592
jooksma;VERB;O;2;no;188440;5863;932062935;1.6838783027805029
andmed;NOUN;O;1;no;385293;5863;932062935;0.414022291088154
kohta;ADP;O;5;yes;1118768;5863;932062935;0.7107266506122124
tulema;VERB;O;20;yes;3338518;5863;932062935;0.9523743289875954
saama;VERB;O;16;yes;7285093;5863;932062935;0.3492317966117794
peateema;NOUN;O;1;no;2141;5863;932062935;52.03466014665762
ehk;CCONJ;O;2;yes;977379;5863;932062935;0.32594899517170955
kõigepealt;ADV;O;1;yes;78956;5863;932062935;2.001623015470042
vist;ADV;O;15;yes;352175;5863;932062935;6.75584872350559
ilmselt;ADV;O;9;no;335183;5863;932062935;4.259540030447867
üldse;ADV;O;5;no;442326;5863;932062935;1.7953439361051697
ära;ADV;O;4;yes;1430862;5863;932062935;0.4447755228273852
defineerima;VERB;O;2;no;15647;5863;932062935;19.23386799237278
kõige;ADV;O;5;yes;1010725;5863;932062935;0.7866308698634638
laiem;ADJ;O;3;no;58675;5863;932062935;8.016721624870737
mõte;NOUN;O;20;no;596277;5863;932062935;5.325449177286611
üleüldse;ADV;O;1;no;22343;5863;932062935;6.870262214911394
asi;NOUN;O;30;no;1422865;5863;932062935;3.350297498164754
tuur;NOUN;O;1;no;21687;5863;932062935;7.069514147935023
arvama;VERB;O;12;no;778296;5863;932062935;2.449368578577991
tegemine;NOUN;O;11;no;590180;5863;932062935;2.9599176198753394
fenomen;NOUN;O;3;no;9371;5863;932062935;46.3797254700595
algama;VERB;O;3;no;404474;5863;932062935;1.1787027233055
80.-te;ADJ;O;4;no;1;5863;932062935;682.5123247694548
teine;ADJ;O;4;yes;2482902;5863;932062935;0.25638868651739155
pool;NOUN;O;1;yes;616839;5863;932062935;0.25884311361608725
lõpp;NOUN;O;5;no;547561;5863;932062935;1.4508855794123026
reivikultuur;NOUN;O;2;no;112;5863;932062935;305.42173008855104
tantsukultuur;NOUN;O;1;no;169;5863;932062935;145.2285608288278
hiljem;ADV;O;8;no;361314;5863;932062935;3.5134180137093547
90.-te;ADJ;O;8;no;1;5863;932062935;1364.0257212779773
globaalne;ADJ;O;1;no;31049;5863;932062935;5.000014719867696
noorsookultuur;NOUN;O;2;no;31;5863;932062935;331.10972953084354
põhimõtteliselt;ADV;O;11;no;59727;5863;932062935;28.843884586166777
