lemma;upos;ner tag;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount;simpleMathsScore
tere;INTJ;O;3;yes;150469;3627;932062935;5.0981752197712575
Euroopa;PROPN;O;53;no;842639;3627;932062935;16.146619000932393
ja;CCONJ;O;167;yes;29978049;3627;932062935;1.4315506477449549
eurooplane;NOUN;O;5;no;14047;3627;932062935;85.8416316913002
keeleoskus;NOUN;O;19;no;7172;3627;932062935;602.6031185135273
,;PUNCT;O;316;no;1;3627;932062935;87031.96955264139
rääkima;VERB;O;13;no;1111753;3627;932062935;3.0032392272004538
täna;ADV;O;1;no;614088;3627;932062935;0.4193539472950059
see;PRON;O;84;yes;18818291;3627;932062935;1.147080852011071
missugune;ADJ;O;7;yes;32839;3627;932062935;53.29371075041369
olema;AUX;O;172;yes;44175173;3627;932062935;1.0005708931790045
eestlane;NOUN;O;3;no;232250;3627;932062935;3.3101566114774696
võõrkeel;NOUN;O;36;no;11395;3627;932062935;750.55811137886
oskus;NOUN;O;8;no;164157;3627;932062935;12.458513310019361
võrdlema;VERB;O;1;no;254702;3627;932062935;1.008907373674197
teine;DET;O;15;yes;2482902;3627;932062935;1.5522846482809212
kes;PRON;O;3;yes;3572036;3627;932062935;0.21603023976323957
keel;NOUN;O;95;no;560971;3627;932062935;43.44866818671997
oskama;VERB;O;8;no;442667;3627;932062935;4.636538847278171
kui;ADV;O;1;yes;8878634;3627;932062935;0.02904546114409636
palju;ADV;O;4;yes;2032422;3627;932062935;0.5059857474795081
.;PUNCT;O;146;no;1;3627;932062935;40211.510672436714
opoma;VERB;O;1;no;1;3627;932062935;276.4133922621363
see;DET;O;65;yes;18818291;3627;932062935;0.8876332904407791
nädal;NOUN;O;2;no;629821;3627;932062935;0.8163101369400573
tutvustama;VERB;O;1;no;135198;3627;932062935;1.8945931963651834
kaks;NUM;O;15;no;1334057;3627;932062935;2.888126645992572
uuring;NOUN;O;38;no;211805;3627;932062935;45.90706949155699
mis;PRON;O;38;yes;9028438;3627;932062935;1.0815965082299763
pealkiri;NOUN;O;1;no;91041;3627;932062935;2.8042024787158426
keelterikas;ADJ;O;7;no;21;3627;932062935;1888.4222580662067
saade;NOUN;O;2;no;133711;3627;932062935;3.8241117511445624
Kersti;PROPN;O;2;no;25932;3627;932062935;19.166502119417046
sõstar;NOUN;O;2;no;4489;3627;932062935;94.97955020140907
sihtasutus;NOUN;O;4;no;35480;3627;932062935;28.25569584621671
Innove;PROPN;O;3;no;3771;3627;932062935;164.1205227253132
