lemma;upos;ner tag;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount;simpleMathsScore
tere;INTJ;O;1;yes;150469;1700;932062935;3.6274803293598312
õhtu;NOUN;O;3;no;322860;1700;932062935;5.082734246586597
,;PUNCT;O;135;no;1;1700;932062935;79327.6549434783
kell;NOUN;O;2;no;863794;1700;932062935;1.2691611128520597
saama;VERB;O;3;yes;7285093;1700;932062935;0.2258774836535762
kaheksa;NUM;O;4;no;101270;1700;932062935;21.46748567251442
võtma;VERB;O;1;no;2139597;1700;932062935;0.256574127934445
mõni;DET;O;6;yes;1272983;1700;932062935;2.5830340239396254
27.;ADJ;O;1;no;1;1700;932062935;588.6037876329128
juuli;NOUN;O;3;no;181915;1700;932062935;9.000686041304867
sündmus;NOUN;O;2;no;155489;1700;932062935;7.016169509107707
veel;ADV;O;8;yes;1875606;1700;932062935;2.3378745506075145
kord;ADV;O;3;no;1304710;1700;932062935;1.260490186225395
lühidalt;ADV;O;1;no;27127;1700;932062935;19.57315463146925
kokku;ADV;O;4;yes;901761;1700;932062935;2.430528616919829
.;PUNCT;O;83;no;1;1700;932062935;48772.20225613531
mina;PRON;O;21;yes;11780658;1700;932062935;0.9773426685404489
olema;AUX;O;90;yes;44175173;1700;932062935;1.1170165481127179
Janek;PROPN;O;1;no;10696;1700;932062935;47.230942996343735
Salme;PROPN;O;1;no;14588;1700;932062935;35.38673650622554
Euroopa;PROPN;O;11;no;842639;1700;932062935;7.150467565486521
komisjon;NOUN;O;4;no;276161;1700;932062935;7.9179944041875885
leidma;VERB;O;1;no;1279610;1700;932062935;0.42888429325164606
et;SCONJ;O;21;yes;12213661;1700;932062935;0.9426962169292045
Eesti;PROPN;O;6;no;2594139;1700;932062935;1.268006105177211
ettevalmistus;NOUN;O;5;no;47278;1700;932062935;56.88218329359482
suund;NOUN;O;1;no;146215;1700;932062935;3.7323502534568775
euro;NOUN;O;8;no;559773;1700;932062935;7.824274954140439
üleminek;NOUN;O;6;no;43544;1700;932062935;73.98509971485842
õige;ADJ;O;2;no;397744;1700;932062935;2.752803075929083
kuid;CCONJ;O;2;yes;1732128;1700;932062935;0.6332594673540328
nimetama;VERB;O;1;no;197986;1700;932062935;2.7609578011039884
ka;ADV;O;20;yes;7941300;1700;932062935;1.3807678081116272
valdkond;NOUN;O;1;no;210726;1700;932062935;2.594771822179732
kus;ADV;O;7;yes;1607926;1700;932062935;2.386063975633176
tulema;VERB;O;10;yes;3338518;1700;932062935;1.6420833091225533
töö;NOUN;O;2;no;1225560;1700;932062935;0.8948094533286249
tegema;VERB;O;9;yes;3824200;1700;932062935;1.2902516342144412
osaühing;NOUN;O;2;no;11761;1700;932062935;86.46271573432207
Elering;PROPN;O;3;no;4118;1700;932062935;325.88683116137184
investeerima;VERB;O;2;no;45053;1700;932062935;23.86593868313393
elektrivõrk;NOUN;O;2;no;5698;1700;932062935;165.530358174008
töökindlus;NOUN;O;2;no;7057;1700;932062935;137.37239289212894
tagamine;NOUN;O;2;no;85222;1700;932062935;12.73853669762237
viis;NUM;O;3;no;476277;1700;932062935;3.4486960430523346
aasta;NOUN;O;14;no;4045959;1700;932062935;1.8969486327733784
jooksul;ADP;O;2;yes;563392;1700;932062935;1.9447632387654792
seitse;NUM;O;4;no;109382;1700;932062935;19.888863336049056
miljard;NUM;O;2;no;76516;1700;932062935;14.17048601031954
lõviosa;NOUN;O;2;no;4667;1700;932062935;196.01077985503386
investeering;NOUN;O;2;no;90085;1700;932062935;12.057922514271084
Ida-Virumaa;PROPN;O;3;no;38768;1700;932062935;41.45456922189756
Tartu;PROPN;O;11;no;584074;1700;932062935;10.310880359832977
andma;VERB;O;4;no;1683851;1700;932062935;1.3022574656801236
Põhja-Itaalia;PROPN;O;1;no;1542;1700;932062935;221.9848047805956
poolt;ADV;O;1;yes;608317;1700;932062935;0.9014447638132458
samas;ADV;O;2;yes;389430;1700;932062935;2.811432760896921
toimunud;ADJ;O;1;no;241;1700;932062935;468.17980626153053
üle;ADP;O;6;yes;1447134;1700;932062935;2.272386623370511
euroopaline;ADJ;O;1;no;75;1700;932062935;545.3525877614414
folkloorifestival;NOUN;O;1;no;589;1700;932062935;361.06617616113454
juurapidu;NOUN;O;1;no;1;1700;932062935;588.6037876329128
ületulev;ADJ;O;1;no;365;1700;932062935;423.42153400666126
festival;NOUN;O;7;no;104618;1700;932062935;36.36983398333184
korraldusõigus;NOUN;O;1;no;859;1700;932062935;306.63600195650434
Festival;NOUN;O;1;no;2965;1700;932062935;140.92776709054672
tooma;VERB;O;3;no;815211;1700;932062935;2.016495736831031
ligi;ADV;O;3;yes;191809;1700;932062935;8.538652749921066
5000;NUM;O;3;no;1;1700;932062935;1763.8135063768736
tantsija;NOUN;O;3;no;20258;1700;932062935;77.66607452280542
laulja;NOUN;O;3;no;46396;1700;932062935;34.77321709348016
ja;CCONJ;O;44;yes;29978049;1700;932062935;0.8047276143024438
pillimees;NOUN;O;3;no;4162;1700;932062935;323.0719816485045
vähene;ADJ;O;3;no;96002;1700;932062935;16.97802565189307
pilvisus;NOUN;O;3;no;7575;1700;932062935;193.45678051606504
ilm;NOUN;O;5;no;207337;1700;932062935;13.167071469084544
kohati;ADV;O;2;yes;71804;1700;932062935;15.088480845155395
sadama;VERB;O;2;no;47024;1700;932062935;22.885045710159584
äik;NOUN;O;2;no;1;1700;932062935;1176.2086470048932
soe;NOUN;O;2;no;207519;1700;932062935;5.264912909985899
saar;NOUN;O;3;no;187426;1700;932062935;8.737343023221547
25;NUM;O;2;no;1;1700;932062935;1176.2086470048932
kuni;CCONJ;O;7;yes;831401;1700;932062935;4.612141985973187
30;NUM;O;4;no;1;1700;932062935;2351.4183657488543
manner;NOUN;O;2;no;17638;1700;932062935;59.09924463843853
34;NUM;O;2;no;1;1700;932062935;1176.2086470048932
kraad;NOUN;O;3;no;86701;1700;932062935;18.780000971475197
ettepanek;NOUN;O;1;no;190132;1700;932062935;2.8744514756169592
seoses;ADP;O;1;no;189458;1700;932062935;2.8846273233723503
ettevalmistustöö;NOUN;O;1;no;2952;1700;932062935;141.39945382756326
Tõnu;PROPN;O;1;no;36720;1700;932062935;14.586302444808721
Karjatse;PROPN;O;1;no;897;1700;932062935;300.26543490198844
rääkima;VERB;O;5;no;1111753;1700;932062935;2.4645730654736115
lähemalt;ADV;O;2;no;87022;1700;932062935;12.477839632693538
võrdlema;VERB;O;3;no;254702;1700;932062935;6.437909675093305
2004.;ADJ;O;1;no;1;1700;932062935;588.6037876329128
mil;ADV;O;1;yes;153437;1700;932062935;3.557736033366577
liitumine;NOUN;O;2;no;27846;1700;932062935;38.13587783255589
eurotsoon;NOUN;O;1;no;3465;1700;932062935;124.90255103453104
kauge;ADJ;O;1;no;27587;1700;932062935;19.257448216044704
tulevik;NOUN;O;1;no;229787;1700;932062935;2.38040312167707
elanik;NOUN;O;1;no;171374;1700;932062935;3.187376974935942
teadlikkus;NOUN;O;1;no;29276;1700;932062935;18.18072144588116
ühisraha;NOUN;O;1;no;1065;1700;932062935;275.00604413394836
tõusma;VERB;O;3;no;219137;1700;932062935;7.4783296893427424
20;NUM;O;1;no;1;1700;932062935;588.6037876329128
protsent;NOUN;O;5;no;264740;1700;932062935;10.322100134161822
emotsionaalselt;ADV;O;1;no;11228;1700;932062935;45.16459993476854
plaan;NOUN;O;2;no;296908;1700;932062935;3.684785322471127
aga;ADV;O;3;yes;4543343;1700;932062935;0.3621587567346135
üheksa;NUM;O;2;no;66937;1700;932062935;16.170500149646198
