lemma;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount;simpleMathsScore
Maltus;3;no;1;3245;932062935;924.5073359025656
karjaviisiline;2;no;1;3245;932062935;616.6712000220213
Trooja;5;no;1503;3245;932062935;590.1631881862626
leitud;2;no;61;3245;932062935;579.4124617313597
ülesharimine;2;no;101;3245;932062935;556.9777216162723
toimunud;2;no;241;3245;932062935;490.5048336750315
piison;3;no;836;3245;932062935;487.89186809477394
uudismaa;2;no;472;3245;932062935;409.8057326914048
kaljuserv;2;no;498;3245;932062935;402.3550472780551
taplus;2;no;505;3245;932062935;400.3951572395953
põllundus;2;no;516;3245;932062935;397.35361351716335
šimpans;3;no;1537;3245;932062935;349.3728394032527
muiste;3;no;1782;3245;932062935;317.8347550979981
60;1;no;1;3245;932062935;308.83506414147683
kaljult;1;no;1;3245;932062935;308.83506414147683
tõeter;1;no;1;3245;932062935;308.83506414147683
supernäljane;1;no;1;3245;932062935;308.83506414147683
uskond;1;no;1;3245;932062935;308.83506414147683
piisale;1;no;1;3245;932062935;308.83506414147683
1998.;1;no;1;3245;932062935;308.83506414147683
1868.;1;no;1;3245;932062935;308.83506414147683
söögirohkus;1;no;1;3245;932062935;308.83506414147683
möllanud;1;no;1;3245;932062935;308.83506414147683
11.;1;no;1;3245;932062935;308.83506414147683
Iivata;1;no;1;3245;932062935;308.83506414147683
analema;1;no;1;3245;932062935;308.83506414147683
Hute;1;no;1;3245;932062935;308.83506414147683
19.;1;no;1;3245;932062935;308.83506414147683
20.;1;no;1;3245;932062935;308.83506414147683
lohutavaman;1;no;1;3245;932062935;308.83506414147683
utteriit;1;no;1;3245;932062935;308.83506414147683
theriit;1;no;1;3245;932062935;308.83506414147683
1500.-te;1;no;1;3245;932062935;308.83506414147683
nuge;1;no;1;3245;932062935;308.83506414147683
seitsmeaastak;1;no;1;3245;932062935;308.83506414147683
suurtasandikuindiaanlane;1;no;1;3245;932062935;308.83506414147683
muundunud;1;no;1;3245;932062935;308.83506414147683
2001.;1;no;1;3245;932062935;308.83506414147683
Venezuel;1;no;1;3245;932062935;308.83506414147683
Janomaama;1;no;1;3245;932062935;308.83506414147683
veerandsõda;1;no;1;3245;932062935;308.83506414147683
lõplank;1;no;1;3245;932062935;308.83506414147683
väitšisteri;1;no;1;3245;932062935;308.83506414147683
raplus;1;no;1;3245;932062935;308.83506414147683
jaanalinn;1;no;1;3245;932062935;308.83506414147683
inimlevik;1;no;1;3245;932062935;308.83506414147683
afiline;1;no;1;3245;932062935;308.83506414147683
iilia;1;no;1;3245;932062935;308.83506414147683
eskim;1;no;1;3245;932062935;308.83506414147683
Isarlik;1;no;1;3245;932062935;308.83506414147683
Segevus;1;no;1;3245;932062935;308.83506414147683
karmis;1;no;1;3245;932062935;308.83506414147683
Tarbanell;1;no;1;3245;932062935;308.83506414147683
paljandama;1;no;1;3245;932062935;308.83506414147683
kurnemine;1;no;1;3245;932062935;308.83506414147683
Kaksli;1;no;1;3245;932062935;308.83506414147683
viinapua;1;no;1;3245;932062935;308.83506414147683
esiajaloolane;1;no;1;3245;932062935;308.83506414147683
1627.;1;no;1;3245;932062935;308.83506414147683
ravaldane;1;no;1;3245;932062935;308.83506414147683
anni;1;no;1;3245;932062935;308.83506414147683
paru;1;no;1;3245;932062935;308.83506414147683
1798.;1;no;1;3245;932062935;308.83506414147683
kummutavata;1;no;1;3245;932062935;308.83506414147683
paistis;1;no;1;3245;932062935;308.83506414147683
iibel;1;no;1;3245;932062935;308.83506414147683
Augustinu;1;no;1;3245;932062935;308.83506414147683
Vitšab;1;no;1;3245;932062935;308.83506414147683
teisklemane;1;no;1;3245;932062935;308.83506414147683
õnnak;1;no;1;3245;932062935;308.83506414147683
piiramisstrateegia;1;no;1;3245;932062935;308.83506414147683
tagasisidestatud;1;no;1;3245;932062935;308.83506414147683
riistu;1;no;1;3245;932062935;308.83506414147683
homi;1;no;1;3245;932062935;308.83506414147683
Challi;1;no;1;3245;932062935;308.83506414147683
viskamisliigutus;1;no;1;3245;932062935;308.83506414147683
Otson;1;no;1;3245;932062935;308.83506414147683
teritatud;1;no;1;3245;932062935;308.83506414147683
maailmapildisaade;1;no;1;3245;932062935;308.83506414147683
paradiislikum;1;no;1;3245;932062935;308.83506414147683
Kuudal;1;no;1;3245;932062935;308.83506414147683
näli;1;no;1;3245;932062935;308.83506414147683
iibe;1;no;1;3245;932062935;308.83506414147683
1845.;1;no;1;3245;932062935;308.83506414147683
18.;1;no;1;3245;932062935;308.83506414147683
näljasurmavorm;1;no;1;3245;932062935;308.83506414147683
sõjalaastamine;1;no;1;3245;932062935;308.83506414147683
toidunapp;1;no;1;3245;932062935;308.83506414147683
46.;1;no;1;3245;932062935;308.83506414147683
Wrangham;1;no;12;3245;932062935;305.2365903749411
kaheksasajas;1;no;13;3245;932062935;304.9136102018006
toidutransport;1;no;15;3245;932062935;304.2696960564291
visk;1;no;17;3245;932062935;303.62849580545424
tekkinud;1;no;19;3245;932062935;302.9899923276472
tabanud;1;no;20;3245;932062935;302.6717465676359
jäis;1;no;21;3245;932062935;302.35416864549416
mikroneesia;1;no;23;3245;932062935;301.7210079236921
esse;1;no;24;3245;932062935;301.40542095041013
harg;1;no;24;3245;932062935;301.40542095041013
meen;1;no;25;3245;932062935;301.0904934676627
Hruštšovi-aegne;1;no;25;3245;932062935;301.0904934676627
kahekümnekordne;1;no;28;3245;932062935;300.14964735489934
piisonikari;1;no;33;3245;932062935;298.5945692534131
hõimusõda;1;no;46;3245;932062935;294.6257761815293
primatoloog;1;no;46;3245;932062935;294.6257761815293
stepiala;1;no;52;3245;932062935;292.8293924399862
roostehaigus;1;no;54;3245;932062935;292.23545592326684
suuremamõõtmeline;1;no;58;3245;932062935;291.05478166270274
huumusekiht;1;no;65;3245;932062935;289.0113966364216
kõrgmaa;1;no;70;3245;932062935;287.56931457479726
Põli;1;no;73;3245;932062935;286.71095246265315
visketäpsus;1;no;78;3245;932062935;285.2916797494006
karjatamine;3;no;2151;3245;932062935;279.7943300065261
tasandik;3;no;2163;3245;932062935;278.7095275225086
evolutsiooniprotsess;1;no;106;3245;932062935;277.59641700217304
elamisruum;1;no;108;3245;932062935;277.0626100417276
juurdekasv;5;no;4258;3245;932062935;276.8915373766654
viljaikaldus;1;no;113;3245;932062935;275.7370314532872
Lorentz;1;no;135;3245;932062935;270.0520671526836
kalapüügikoht;1;no;137;3245;932062935;269.54685448781333
kainestama;1;no;139;3245;932062935;269.0435285941061
kaasnäht;1;no;154;3245;932062935;265.3276730954451
jõudja;1;no;159;3245;932062935;264.1117593998
üllatusrünnak;1;no;169;3245;932062935;261.7130612781545
ker;1;no;179;3245;932062935;259.3575415948509
paljunemisvõime;1;no;180;3245;932062935;259.12431959505926
kirjutatud;1;no;185;3245;932062935;257.9644730390769
LeBlanc;1;no;197;3245;932062935;255.2227537066033
ajaraamat;1;no;233;3245;932062935;247.33646803274164
põllupind;1;no;236;3245;932062935;246.7012202375548
sõjakalt;1;no;245;3245;932062935;244.81490565222805
sandistamine;1;no;248;3245;932062935;244.19252806949623
inimpopulatsioon;1;no;249;3245;932062935;243.9857714938448
surmasaanu;1;no;252;3245;932062935;243.3675971613449
metslane;2;no;1433;3245;932062935;243.2886801054701
isakaru;1;no;256;3245;932062935;242.5482210492154
kaasnähtus;1;no;267;3245;932062935;240.323124806422
Lõuna-Dakota;1;no;271;3245;932062935;239.52408722388213
organiseeritum;1;no;280;3245;932062935;237.745535365917
paradiislik;1;no;301;3245;932062935;233.6965480020366
Viirand;1;no;320;3245;932062935;230.15021315902115
jahiloom;1;no;329;3245;932062935;228.50766871421817
Marmara;1;no;358;3245;932062935;223.37092521672955
nooleots;1;no;372;3245;932062935;220.972886848256
puusüsi;1;no;377;3245;932062935;220.1288751474425
erosioon;2;no;1699;3245;932062935;218.69223733430732
toiduallikas;1;no;432;3245;932062935;211.25312035456756
liigvesi;1;no;440;3245;932062935;210.0213802355645
rahvaarv;8;no;10086;3245;932062935;208.6370339365898
tabatav;1;no;450;3245;932062935;208.50175782968927
inimahv;1;no;451;3245;932062935;208.3510041997905
viljakandev;1;no;454;3245;932062935;207.9000484770626
stuudiokülaline;1;no;517;3245;932062935;198.86130851781093
kandejõud;1;no;521;3245;932062935;198.31388196462368
epo;1;no;523;3245;932062935;198.04129735375307
koloniseerima;1;no;548;3245;932062935;194.69614741670404
ususekt;1;no;594;3245;932062935;188.82743612324197
puhvertsoon;1;no;595;3245;932062935;188.7037821258884
trooja;1;no;618;3245;932062935;185.9037751772057
mõistlikumalt;1;no;642;3245;932062935;183.0692693229319
päevauudis;1;no;644;3245;932062935;182.83695719216928
kandis;2;no;2224;3245;932062935;182.31355067148536
etnograaf;1;no;679;3245;932062935;178.86486314003596
loodusrahvas;1;no;701;3245;932062935;176.45526403350746
jäänud;1;no;718;3245;932062935;174.63730944223627
viljasaak;1;no;737;3245;932062935;172.64930239359705
Kiili;2;no;2454;3245;932062935;169.92981254866112
toidupuudus;1;no;770;3245;932062935;169.30193675756158
inimliik;1;no;770;3245;932062935;169.30193675756158
lühikene;1;no;782;3245;932062935;168.1166691693031
päeviti;1;no;784;3245;932062935;167.92073618136834
sunnik;1;no;788;3245;932062935;167.53023712981735
samalaja;1;no;803;3245;932062935;166.08190144915963
absoluutarv;1;no;821;3245;932062935;164.3766151377558
ellujäämine;6;no;9628;3245;932062935;163.2864315498095
Havai;1;no;836;3245;932062935;162.98206679999186
sissetoomine;2;no;2605;3245;932062935;162.67537513366844
hiilimine;1;no;841;3245;932062935;162.522460816519
