lemma;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount;simpleMathsScore
Kitzberg;40;no;1703;4325;932062935;3271.712104261077
kosjasõit;13;no;105;4325;932062935;2702.3514392191846
Lutsu;3;no;1;4325;932062935;693.8971439365624
Grenzsteini;3;no;28;4325;932062935;674.3825660862185
laulumäng;5;no;1143;4325;932062935;519.7247029807688
ajalehetegija;2;no;1;4325;932062935;462.9310720446857
lipuveri;2;no;1;4325;932062935;462.9310720446857
lavastatud;2;no;1;4325;932062935;462.9310720446857
kõrtsinaine;2;no;22;4325;932062935;452.7414376334733
kutsik;2;no;31;4325;932062935;448.5104857500418
rahvatükk;2;no;62;4325;932062935;434.523619759257
k-täht;2;no;89;4325;932062935;423.0334977194241
linnasaks;2;no;129;4325;932062935;407.0859611967418
Vilde;14;no;7130;4325;932062935;374.3476601727839
Volmer;7;no;3290;4325;932062935;357.52030527441406
vom;2;no;385;4325;932062935;327.95989721228545
naljalugu;2;no;491;4325;932062935;303.5310766383716
Volmar;2;no;592;4325;932062935;283.416002623744
kuuldemäng;4;no;2228;4325;932062935;273.0817722256604
traagika;4;no;2649;4325;932062935;240.97749810543945
kapsapea;2;no;871;4325;932062935;239.5611469794375
ürgjam;1;no;1;4325;932062935;231.96500015280907
parallee;1;no;1;4325;932062935;231.96500015280907
liidlema;1;no;1;4325;932062935;231.96500015280907
vaidlustatud;1;no;1;4325;932062935;231.96500015280907
balang;1;no;1;4325;932062935;231.96500015280907
seatõbi;1;no;1;4325;932062935;231.96500015280907
lühijutus;1;no;1;4325;932062935;231.96500015280907
krinst;1;no;1;4325;932062935;231.96500015280907
omavol;1;no;1;4325;932062935;231.96500015280907
Vildet;1;no;1;4325;932062935;231.96500015280907
valavanem;1;no;1;4325;932062935;231.96500015280907
Wommi;1;no;1;4325;932062935;231.96500015280907
kapsapeategelane;1;no;1;4325;932062935;231.96500015280907
mitteleht;1;no;1;4325;932062935;231.96500015280907
Voomi;1;no;1;4325;932062935;231.96500015280907
Tourov;1;no;1;4325;932062935;231.96500015280907
kombas;1;no;1;4325;932062935;231.96500015280907
vallakasakas;1;no;1;4325;932062935;231.96500015280907
tuumasäilitama;1;no;1;4325;932062935;231.96500015280907
pogris;1;no;1;4325;932062935;231.96500015280907
krõbus;1;no;1;4325;932062935;231.96500015280907
stoor;1;no;1;4325;932062935;231.96500015280907
pretseptsioon;1;no;1;4325;932062935;231.96500015280907
vestall;1;no;1;4325;932062935;231.96500015280907
pahupoolsus;1;no;1;4325;932062935;231.96500015280907
hilisrenessans;1;no;1;4325;932062935;231.96500015280907
Bildel;1;no;1;4325;932062935;231.96500015280907
lipsatama;1;no;1;4325;932062935;231.96500015280907
sealtkant;1;no;1;4325;932062935;231.96500015280907
proosatükk;1;no;1;4325;932062935;231.96500015280907
öelgema;1;no;1;4325;932062935;231.96500015280907
piirima;1;no;1;4325;932062935;231.96500015280907
raamistatud;1;no;1;4325;932062935;231.96500015280907
kauk;1;no;1;4325;932062935;231.96500015280907
lõvitöö;1;no;1;4325;932062935;231.96500015280907
kinovõimalus;1;no;1;4325;932062935;231.96500015280907
teatrivõimalus;1;no;1;4325;932062935;231.96500015280907
kommidiograaf;1;no;1;4325;932062935;231.96500015280907
Ummela;1;no;1;4325;932062935;231.96500015280907
raadiovõimalus;1;no;1;4325;932062935;231.96500015280907
Vildele;1;no;1;4325;932062935;231.96500015280907
kuuldemängulisus;1;no;1;4325;932062935;231.96500015280907
Kaliteetiaweegel;1;no;1;4325;932062935;231.96500015280907
õppinud;1;no;1;4325;932062935;231.96500015280907
olmeepisoo;1;no;1;4325;932062935;231.96500015280907
paljasgraafiline;1;no;1;4325;932062935;231.96500015280907
tuuk;1;no;1;4325;932062935;231.96500015280907
patuhind;1;no;1;4325;932062935;231.96500015280907
Kosjasõit;1;no;1;4325;932062935;231.96500015280907
Barblane;1;no;1;4325;932062935;231.96500015280907
kaetma;1;no;1;4325;932062935;231.96500015280907
päevalvermann;1;no;1;4325;932062935;231.96500015280907
kõrver;1;no;1;4325;932062935;231.96500015280907
Wombitsaga;1;no;1;4325;932062935;231.96500015280907
anoral;1;no;1;4325;932062935;231.96500015280907
trumbama;1;no;1;4325;932062935;231.96500015280907
brokaatia;1;no;1;4325;932062935;231.96500015280907
ajaviitevärk;1;no;1;4325;932062935;231.96500015280907
muusikas;1;no;1;4325;932062935;231.96500015280907
seodma;1;no;1;4325;932062935;231.96500015280907
nihestatud;1;no;1;4325;932062935;231.96500015280907
Womm;1;no;1;4325;932062935;231.96500015280907
uudi;1;no;1;4325;932062935;231.96500015280907
tagukull;1;no;1;4325;932062935;231.96500015280907
alandatud;1;no;1;4325;932062935;231.96500015280907
solvatuma;1;no;1;4325;932062935;231.96500015280907
koordus;1;no;1;4325;932062935;231.96500015280907
vanapoissmees;1;no;1;4325;932062935;231.96500015280907
Colol;1;no;1;4325;932062935;231.96500015280907
antiikmotiiv;1;no;1;4325;932062935;231.96500015280907
v-Valmar;1;no;1;4325;932062935;231.96500015280907
pommitütar;1;no;1;4325;932062935;231.96500015280907
Volmerbommi;1;no;1;4325;932062935;231.96500015280907
tagavarataskuru;1;no;1;4325;932062935;231.96500015280907
mammama;1;no;1;4325;932062935;231.96500015280907
kaugelduaalne;1;no;1;4325;932062935;231.96500015280907
volv;1;no;1;4325;932062935;231.96500015280907
kipputama;1;no;1;4325;932062935;231.96500015280907
kolmer;1;no;1;4325;932062935;231.96500015280907
Seonoraal;1;no;1;4325;932062935;231.96500015280907
Womsis;1;no;1;4325;932062935;231.96500015280907
järev;1;no;1;4325;932062935;231.96500015280907
tamatus;1;no;1;4325;932062935;231.96500015280907
väetiseksped;1;no;1;4325;932062935;231.96500015280907
Kuutmann;1;no;1;4325;932062935;231.96500015280907
Harrova;1;no;1;4325;932062935;231.96500015280907
mulgi;1;no;1;4325;932062935;231.96500015280907
Tummela;1;no;1;4325;932062935;231.96500015280907
13;1;no;1;4325;932062935;231.96500015280907
õuk;1;no;1;4325;932062935;231.96500015280907
kolmeroom;1;no;1;4325;932062935;231.96500015280907
Westwan;1;no;1;4325;932062935;231.96500015280907
uulitsus;1;no;1;4325;932062935;231.96500015280907
Taeta;1;no;1;4325;932062935;231.96500015280907
Soed;1;no;1;4325;932062935;231.96500015280907
intervõimatu;1;no;1;4325;932062935;231.96500015280907
Aristika;1;no;1;4325;932062935;231.96500015280907
eelõhtus;1;no;1;4325;932062935;231.96500015280907
parandatud;1;no;1;4325;932062935;231.96500015280907
näidatud;1;no;1;4325;932062935;231.96500015280907
Rõudlus;1;no;1;4325;932062935;231.96500015280907
kosjasõidutegevus;1;no;1;4325;932062935;231.96500015280907
asul;1;no;1;4325;932062935;231.96500015280907
armuvaev;1;no;11;4325;932062935;229.50530216719363
loema;1;no;12;4325;932062935;229.2621983510617
palamus;1;no;12;4325;932062935;229.2621983510617
niuk;1;no;13;4325;932062935;229.01960900609805
antiikkirjanik;1;no;13;4325;932062935;229.01960900609805
linnasaabas;1;no;19;4325;932062935;227.5747859523676
pannud;1;no;20;4325;932062935;227.33575260952205
dramaatik;1;no;20;4325;932062935;227.33575260952205
aiv;1;no;20;4325;932062935;227.33575260952205
vestmann;1;no;21;4325;932062935;227.0972208775021
teatritükk;2;no;982;4325;932062935;225.6685592131332
klaasekraan;1;no;28;4325;932062935;225.44141219226995
Mitta;1;no;28;4325;932062935;225.44141219226995
afi;1;no;29;4325;932062935;225.20683711504853
maaplika;1;no;34;4325;932062935;224.04124619464412
venestamisaeg;1;no;41;4325;932062935;222.42954291528483
Kuulmine;1;no;41;4325;932062935;222.42954291528483
lühikroonika;1;no;44;4325;932062935;221.74588963349527
eneseparoodia;1;no;45;4325;932062935;221.51893814276715
Shakespear;1;no;53;4325;932062935;219.71991450460524
vahelaul;1;no;60;4325;932062935;218.1695699173112
Pliuhkam;1;no;68;4325;932062935;216.42432319507523
viinamonopol;1;no;69;4325;932062935;216.2081286726049
Kampmaa;1;no;70;4325;932062935;215.9923656490253
pääst;1;no;73;4325;932062935;215.34765269187395
kadakasaks;1;no;76;4325;932062935;214.70677707226235
lagu;1;no;77;4325;932062935;214.49399869182145
nota;1;no;81;4325;932062935;213.6470858642711
proosalooming;1;no;82;4325;932062935;213.4364016172778
aforistlik;1;no;82;4325;932062935;213.4364016172778
venestaja;1;no;87;4325;932062935;212.38918267580348
Westman;1;no;87;4325;932062935;212.38918267580348
lavastatav;1;no;97;4325;932062935;210.32527409011723
draamakunst;1;no;114;4325;932062935;206.90719135350636
rekvireerimine;1;no;114;4325;932062935;206.90719135350636
kuivanud;1;no;125;4325;932062935;204.75407536624627
kantseleiametnik;1;no;128;4325;932062935;204.17461710408307
kõrtsimees;1;no;143;4325;932062935;201.325835738031
Mürk;2;no;1219;4325;932062935;200.80482897852124
laulunumber;1;no;148;4325;932062935;200.39382599483008
üldisus;1;no;153;4325;932062935;199.47040570495156
realist;3;no;2348;4325;932062935;197.3894155508228
lemming;1;no;171;4325;932062935;196.21540801736347
Trükikoda;1;no;173;4325;932062935;195.8602872331932
bene;1;no;175;4325;932062935;195.50644955867435
saga;1;no;176;4325;932062935;195.3300097163303
taan;1;no;191;4325;932062935;192.7211175034064
üldistusvõime;1;no;195;4325;932062935;192.0371410846329
Shapiro;1;no;228;4325;932062935;186.5743119013241
vamm;1;no;233;4325;932062935;185.77360703682115
vamm;1;no;233;4325;932062935;185.77360703682115
mulk;7;no;7268;4325;932062935;184.0806883281547
reaaleluline;1;no;252;4325;932062935;182.7926011887666
muhedam;1;no;262;4325;932062935;181.26175557057675
elektro;1;no;270;4325;932062935;180.05541769729012
paunveri;1;no;282;4325;932062935;178.27571999787264
realism;4;no;3950;4325;932062935;176.76043879889514
pisu;1;no;294;4325;932062935;176.5308596168071
ülikoolikaaslane;1;no;303;4325;932062935;175.24446546511857
esikas;1;no;308;4325;932062935;174.5378704185328
rahvamäng;1;no;319;4325;932062935;173.0032421269482
händ;1;no;326;4325;932062935;172.04063313402958
Olevik;1;no;334;4325;932062935;170.953542573976
lehemees;1;no;335;4325;932062935;170.8186214600741
tüpoloogiline;1;no;345;4325;932062935;169.48103177065076
lei;1;no;410;4325;932062935;161.2725738974793
killing;1;no;416;4325;932062935;160.55477696214197
Menning;1;no;423;4325;932062935;159.7253812125379
terminoloogiline;1;no;449;4325;932062935;156.71837855807453
ärkamisaeg;2;no;1862;4325;932062935;154.5934486206235
andestatav;1;no;473;4325;932062935;154.04145854851367
Kõrver;1;no;487;4325;932062935;152.52173707141148
pealiin;1;no;515;4325;932062935;149.57051184498448
Suurorg;1;no;519;4325;932062935;149.15820578096117
jultunult;1;no;525;4325;932062935;148.54399124486375
Piibeleht;1;no;532;4325;932062935;147.8337704518525
pisuhänd;1;no;538;4325;932062935;147.2303931394988
sedaviisi;2;no;2095;4325;932062935;142.694035129042
sahkerdama;1;no;605;4325;932062935;140.8126752206509
rästas;1;no;623;4325;932062935;139.1827552367554
kriitilisus;1;no;644;4325;932062935;137.32823674319548
vabamõtleja;1;no;666;4325;932062935;135.43768466155902
äpardunud;1;no;700;4325;932062935;132.61617503730363
feim;1;no;705;4325;932062935;132.2111320416985
argipäevane;1;no;750;4325;932062935;128.6741056807458
Lauter;1;no;751;4325;932062935;128.59765333722086
lustlik;2;no;2433;4325;932062935;128.36129163947152
ravimata;1;no;771;4325;932062935;127.0874607225572
enesekriitiline;1;no;773;4325;932062935;126.93839002479724
koomika;1;no;777;4325;932062935;126.6412953130105
shop;1;no;781;4325;932062935;126.34558803285034
ortodoksne;1;no;816;4325;932062935;123.81587614856412
