keyphrase;score
männifuus hans von;0.8739
agnes von männifuus;0.869
salitisem tallinn säritis;0.8559
hertsog magnus kurikuulsam;0.8492
reglementeeritud fula määrsus;0.8483
lott üleüldse novgorod;0.8481
magnusel õnnestuma liivimaasõda;0.8437
nägema veri fürss;0.8416
darlites 2000 riik;0.8392
küsimus küsima pulm;0.8356
kutus 100 100;0.8343
töö aeg küttimine;0.8336
vägi narva liivimaa;0.8331
kullak partib ordumeister;0.8328
genoloogiline andbuch vaatama;0.8308
läbirääkimine moskva klooster;0.8298
hea küsimus natuke;0.8297
1513 käima ortopekster;0.8289
kihl õpituba mõisamees;0.8273
lõputu hulk võitlema;0.8267
hansbon rispiiterilia iivuashenkelberg;0.826
eesti lugu soust;0.824
narvas jõgi pulm;0.8239
tihti õpetlik moment;0.8236
suur jakkasket täkk;0.8221
nägema mõistlik moisik;0.8221
euroopa levinud raamat;0.8184
pilt tütar fokia;0.8162
vanakreeka kirik õigus;0.8118
adramaa taluma paik;0.8115
tsiteerima ortuaaria jälle;0.8112
riis tollal kriis;0.8103
sõda siinpoolne vastukäik;0.8101
1000 550560 võib-olla;0.81
russo russo liialdama;0.8098
liivi sõda tase;0.8084
ratsutamine sõitmine pulmas;0.8071
paabulind teadma base;0.806
tihti pidu pulm;0.8057
sandra sillamaa ;0.8045
parajasti tallinn suur;0.8041
siinne laadilühkis uhke;0.8034
vana komme õun;0.8026
pastor kirjeldama friiskam;0.8024
laev sälitis 2000;0.8013
drooming kasu toretsemine;0.8004
arve vaidlustatud arve;0.798
tantsurütm tantsusamm tantsurütm;0.7962
uhkem kavaler tantsurütm;0.7961
kond suur osa;0.7949
tallinn pakkuma pulma-laud;0.7936
stahl 1649 jutluseraamatus;0.7934
film kuulus kirjandusteos;0.7915
novgorod lihtne abielu;0.7909
kindlasti möödunud muusika;0.7897
suurem pulm pulm;0.7875
tähtis metslind metslind;0.7872
teadma lutter vene;0.7871
pulm luterlik usk;0.7868
eela arve paadrema;0.7868
kolmesajas eesti lukk;0.7856
viima saami välismaa;0.7849
aasta jälle uus;0.7846
kallis kõitleja liha;0.7833
hiljem magnus noorelt;0.7832
perekond võib-olla null;0.783
õhuke mikron paksus;0.7827
üldse suur pidu;0.7825
paide joomine rakvere;0.7824
arvama oluline ajalooalikas;0.7823
rukk natuke ütlema;0.7811
imeilus russow pikemalt;0.7806
terve raamat nimelt;0.7802
hauseniti fokid toit;0.7802
teide poolne naispool;0.7798
vaenlane nojah küsimus;0.7798
martsipani veneetsia leidma;0.7789
pulmamäärus arvama oluline;0.7786
teadma üpris arve;0.7771
käima lahtine nägu;0.7766
laev areen harilikult;0.7759
talupoeg pulm talupoeg;0.7759
kõrge raeseisus aasta;0.7758
kolm-sada eesti lugu;0.7747
printsiip punane joon;0.7745
märts lugema loomulikult;0.7736
pikalt kutsuma matus;0.7732
lausa lausa kronoloogia;0.7729
hoone must-pea ruum;0.7728
andbuch vaatama tihti;0.772
noor ala valdkond;0.772
ütlema 9000 kord;0.7713
kirik käimine kirik;0.7698
pets rakvere linn;0.7689
metslind tunduvalt kallim;0.7682
vein vita rein;0.7681
võimalik kuldleht võimalik;0.7678
teatud seisus kullak;0.7678
asi tooma tohutu;0.767
päev kaks päev;0.7665
elama kark hooaeg;0.7665
valatud õlu hein;0.7661
rääbima rootsi aeg;0.7643
baltisaksa aadli genoloogia;0.7634
päev kuuldud fraas;0.763
varem komme mädarõika;0.7629
teadma sageli sageli;0.7629
