EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
tund kopenhaagen washington;päev kiirus ütlema;muusikakool mäletama vanaema;estonia kontserdisaal tegelikult;aste noorem noorem;meeldima laulma buss;meeldima laulma buss;volksooperisoline annely peebo;mäletama ema rääkis
suur roll metsoeg;parandama remontimine märjamaa;kaasa väike metallkonstruktsioon;raul urmas hea;andma vaja kodu;mäletama nelja-viieastane ema;intervjuu maailmakuulus laulja;mari-liis vanaisa mängima;hale viis aasta
iseotsustamine suur vaev;avama ortodoks kirik;2004 2003 sügis;asi probleem stoppard;tool willigadu vaatama;süda ütlema laps;märgkvartett liige marianne;veenieksam tegelikult eellugu;väga-väga algus inimene
lihtsalt külmetusorganism jagu;valley napa valley;tänulik kergem hiljem;sprinter panema sada;vaev selge termin;annely peebo väike;keskkool ajal lemmik;paikkoneemne orelimängija unistus;enam-vähem inimene eelistama
keskus pärit kirik;moskva mängima avalikult;sajand algus 1901;mans näiteks winham;õigus vaja power;harjutama piinlik ütlema;tihtipeale rääkima rääkima;intervjuu maailmakuulus laulja;müüma absoluutselt kindlasti
suur põllulapp nurk;tallinn muusikakeskkool klaver;1987 aasta omamoodi;elama elama pirita;asi hea vorm;ennustama ooperilaulja aeg;natuke imelik küsima;persoon saade saatejuht;aitama jõudma inimene
nädal natukene soiku;mängima sagedasti lemmiklaulja;muutuma plaan muutuma;erinevus probleem seed;vastama vastukaal asi;kuulama laupäev pühapäev;tüdruk oskama kohe-kohe;žüriiliike venemaa mängima;kaitsevõrk heitma tegelikult
noorem tütar mari-liis;surumine rebimine trinna;masin küsima näidend;aasta ravim kasutama;organism maksimum asi;intervjuu orelimuusika venemaa;kerko kell luuletus;mäletama nelja-viieastane ema;tüdruk oskama kohe-kohe
püüdma lihtsam vahend;tahtma tallinn tunduma;huvi teatrihuvi teater;eesti tähendama täheldama;andma valima tume;võtma lause tsiteerima;ooper koheselt kaheaastane;tegelikult eesti ameerika;korvpall võib-olla harrastussportlane
pidevalt sõjaväelane pidevalt;toimunud maailmameistrivõistlus hõbemedal;valitud palu 2008;unistus paik no;väike noorem isa;tütar mängima klaver;keel tõusma täna;professor viin lõppkontsert;ütlema arvama loomulik
õige suur paus;väike operatsioonituba põlv;registreerima elektrooniline kell;ott pikk saade;tohter ainuke ainuke;publik ooper publikum;elukutseline muusik isa;kuuldemäng lugema järjejutt;võtma tablett püüdma
vanem pill uuem;tolleaegne orelihuviline mees;sõltuma protsess toimuma;vastutus uskuma vastutus;asi avastama days;aasta kord kõnekoloog;magama sõnastama õpetaja;tõepoolest tallinn muusikakeskkool;pöörduma kolleeg mõtlema
halvem lahendus nali;ütlema vésteinn hafsteinsson;ökonoomne võimalik pill;eff reli viimane;ütlema otsus otsus;roll poiss loll;sekretär paluma paar;töötama rodeo otseülekanne;richard leis kaheksakümneaastane
tihti kodu harjuta;vigala sündima vigala;võib-olla üldse tülpinud;orelikunstnik eduard ogenession;asi andma lause;korralik muusikaharidus kergelt;roll poiss loll;rokklaulja uudistetoimetajatöö veidi;õhtuinimene võimalus ärkama
20 minut kaugusel;ravim kasutama suhkurtõbi;segav faktor esimene;suur ruum asi;edenema hetk edenema;ansambel koor 69;näitleja tähendama võimalus;film ooperifilm osalema;hästi põnev tegelikult
pala 12 inimene;võimalus elasina sõjatsoon;võimalus elasina sõjatsoon;lehm klaver ostma;etendus algus toimuma;raadiokuulaja kangesti protestima;poeg tahtma ilmtingimata;näitleja pedagoog tõlkija;hästi võtma suur
tallinn muusikakeskkool noorus;urmas tugev intuitsioon;laulma andrea bochell;vana-vigala vahe 12;ader aus üldse;võtma nõus mängima;kõva hääl dieet;98 sleriia tegelikult;nelja-viieastane ema ütlema
suursponsor aasta 2000;tormis elama tühi;pop festival osa;selg panema domingo;vaatama internet vaatama;tegelikult kahju ütlema;näitama rahvas jooksma;teie-mees tulevikulootus hilja;suur pala 12
võidujooks kell aeg;pill pill kodu;surve statist orkester;1000 aasta ida;intensiivselt nädal kaks;1987 aasta omamoodi;vallanduma vabandama panema;10 lemmikaeg hommik;sõber kindlasti põhjus
