EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM-L12_multi;multi_e5;xml_roberta
;CBS;internetikasutaja;tähendab;;USA;telejaama;USA
broadcast;System;telekajastus;Kõrvalepõikena;head;riikide;DVD-plaadil;70
katsepolügoon;juhtkonna;väike;telejaamale;System;Eesti;uudised;See
hädavajaliku;korras;internetis;pooleteise;tähendab;uudis;meediatarbimise;aja
vähemate;;nädalas;katsepolügoon;broadcast;Eestiski;vaatajatele;juhtkonna
võimendab;internetis;vaatab;konkreetne;toote;arvatud;uuemat;Kolumbia
küsimus;analüüsi;CBS;rikaste;tasku;varasemaga;raadiojaamu;uuringu
teekraavis;võidelda;raadiojaamu;keskmisest;sealset;kommentaari;internetikasutaja;jälgida
ööpäevas;Aga;telekat;jälgida;otsustas;suhteliselt;internetis;ükski
üritamine;languse;ööpäevas;näited;parem;toimuvat;Selleks;CBS
tavad;väike;tunni;raadiojaamu;enamus;teisigi;vaatab;situatsioonis
Kõrvalepõikena;internetisurfaja;Kristjan;internetisurfaja;arvatud;räägib;Siit;aeg
mõttelõng;lühidalt;kasib;uudiseid;tead;uuemat;jälgida;Eestiski
analüüsi;internetikasutaja;tehnoloogia;Tänase;suhteliselt;hiljem;Tänase;ajal
näited;vana;Port;viimasel;firmade;Siit;reklaamitulu;internetisurfaja
S-i;perekonna;Mõne;järeleproovitud;See;territooriumil;Lisaks;öelda
System;70;silma;eetris;koduses;meediatarbimise;jutumärkides;mõtlema
telekajastus;uuringu;surfamine;uuenevast;portaal;ohutu;Eestiski;Kogu
tähendab;kogus;uudised;uudised;meelitab;Lisaks;tähelepanu;tasu
reklaamitulu;Ega;viimasel;vähem;asub;asub;reklaame;raha
tõsiselt;Jaga;tele;teekraavis;edulood;öelda;Kuid;väärtust
internet;konkreetne;korruselt;sõdades;paneb;näited;öelda;tõsiselt
internetisurfaja;Tänase;pistab;korruselt;uue;uuenevast;Mõne;taktika
lühidalt;võrreldes;suhteliselt;nädalas;uut;tuua;viimasel;Tänase
Amazoni;öelda;hiljem;tõsiselt;elab;mõtlema;kommentaar;internet
jõudsid;Kuigi;vaatajatele;kaugemal;vaatab;situatsioonis;Kõrvalepõikena;mees
järeleproovitud;Kolumbia;meediatarbimise;lühidalt;esmalt;vastasega;värske;suurt
tähelepanu;Sega;;DVD-plaadil;aeg;konkreetne;kaasa;osta
röövib;lõpetada;üritamine;küsib;arvelt;võrreldes;telekat;tead
DVD-plaadil;käib;kommentaar;minutit;esitab;Kuid;näited;tasku
surfamine;suuremaid;Eesti;vaatab;nähtusele;jõudsid;hiljem;Kuid
enamus;internet;pära;reklaamitulu;suurem;katsepolügoon;Eesti;suur
hiljem;halba;jälgida;meelitab;S-i;parem;uuenevast;suhteliselt
kaugemal;Kuna;uuenevast;jutumärkides;suhtlemist;korra;juhtum;paari
öeldud;poest;küsib;süüdlane;languse;mõttelõng;katsepolügoon;Kristjan
uudised;suurt;varasemaga;paanikast;kaasa;õigem;tehnoloogia;languse
paanikast;vaatab;keskmiselt;blondiin;mees;Kõrvalepõikena;tuvastatud;võidelda
nädalas;parem;Surfojuna;ihaldada;paar;järeleproovitud;nädalas;valikul
kopeeruvad;kompenseerib;kulgeda;keskmiselt;vähemate;portaal;toote;kaheksa
Eestiski;suuda;vähendades;languse;arvu;internetis;tuua;tüüpiline
jälgida;küsimus;paanikast;Kristjan;öelda;telejaamale;tasu;blondi
edulood;tundi;korra;blondi;telekat;languse;koduses;koha
põhjal;surfaja;jutt;otsustas;aega;põhjal;CBS;Tere
internetikasutaja;osa;keelt;S-i;küsimus;keskmiselt;korras;Eesti
väärtust;paneb;lühidalt;värske;toimuvat;esitab;tarkusest;vähem
korras;jagu;paar;meelelahutuslikku;tele;jutumärkides;suur;toote
mõtlema;tehnoloogia;broadcast;suhtlemist;vanad;koha;tead;
meediatarbimise;minutit;tähelepanu;kopeeruvad;telejaamale;tehnoloogia;pandud;põhjal
jutt;vanad;mõtlema;meediatarbimise;võidelda;jaamaga;toimuvat;Paraku
raadiojaamu;territooriumil;Kuigi;suuremaid;kaugemal;Millest;õigem;sõdades
