keyphrase;score
nii-öelda programm;0.8104
näiteks liikuma;0.8073
projekt programm;0.8073
nimekam näiteks;0.8065
personal hea;0.8063
programm büroo;0.8054
usa president;0.805
programm nimekam;0.8047
reguleerima inimene;0.8037
alice kindlasti;0.8016
tooma roll;0.8016
käsitlema uneprobleem;0.8008
jess näiteks;0.7992
president bush;0.7992
no arvuti;0.7989
stiil partner;0.7988
andma kool;0.7982
minimaalne ootus;0.7982
näiteks paar;0.7981
kool personal;0.7975
kaitsma terrorist;0.797
vastutus vastama;0.7968
andma süüdistama;0.7968
ülle promic;0.7967
kutsuma president;0.7962
sadama vihm;0.7961
toimuma normaalne;0.796
aspekt käsitlema;0.7955
kaks asi;0.7954
programm üritus;0.7947
tugev motivaator;0.7942
probleem washington;0.794
asum eesti;0.7938
uneprobleem õpilane;0.7937
meeter sekund;0.7933
homme sadama;0.7922
prioriteet valima;0.7921
muutus vaja;0.792
vastus andma;0.792
valitud osutuma;0.7915
seisma tugev;0.7914
poolmaraton usa;0.7912
washington toimuma;0.791
võimalus täiendama;0.7909
aeg pluss;0.7909
soojem homme;0.7908
kaotus toomas;0.7908
astuma eesti;0.7907
edendus prioriteet;0.7905
tooma näide;0.7904
partner alandama;0.79
ilm esmalt;0.7895
promic tervis;0.7895
president ilves;0.7894
viies tegevusaasta;0.7892
soov tegelema;0.7886
antud intervjuu;0.7884
kool andma;0.7882
arvama projekt;0.7881
washington meedia;0.788
kerge vihm;0.7879
liikuv aktiivne;0.7878
võim kord;0.7877
hollistlikumalt aspekt;0.7876
washington jällegi;0.7875
kolm erinev;0.7874
aeg eesti;0.7872
kohtumine washington;0.7871
vastama väljakutse;0.7869
balti president;0.7868
kaasa tooma;0.7866
tegemine suurem;0.7862
tiitel kandideerima;0.7862
väiksem toimuma;0.7862
juhtimine suutma;0.7861
tulenevalt erakond;0.7861
ülle droomik;0.7859
aktiivsus deckarty;0.7858
kohtumine toimuma;0.7858
asi pluss;0.7857
aeg sport;0.7857
muutma no;0.7856
auvahtkond astuma;0.7855
inimene tahtma;0.7853
esmalt tekkima;0.7851
permi-komi asum;0.785
toetus aus;0.785
toimuma samamoodi;0.7848
toimuma kord;0.7846
olukord trauma;0.7845
küsimus lahendama;0.7844
lähemalt esimene;0.7843
riik siin-seal;0.7843
juhtima riik;0.7842
president donald;0.7841
liikuv külm;0.7841
suutma ühtne;0.7841
kokkukäimine koht;0.784
erakorraline usa;0.7839
olulisem asi;0.7839
erakond vastutav;0.7838
tooma kaasa;0.7836
ütlema luik;0.7836
tunnistama tegelikult;0.7836
lause avama;0.7835
tegelikult pluss;0.7835
kaheksa meeter;0.7835
liikuma kutsuv;0.7834
laud juhtima;0.7832
aktiivsem muutuv;0.7832
huvi tunnistama;0.7832
pluss seitse;0.7831
samm tegelikult;0.7831
esindaja erik;0.7831
langema kuulma;0.7831
aitama hästi;0.7831
kohtumine tooma;0.783
üha liikumine;0.7828
sotse paremini;0.7828
lubama vastama;0.7827
amet lahkumine;0.7826
tervis edendav;0.7825
määrav fakt;0.7823
laul tervitus;0.7823
ühesugune probleem;0.7822
suutma sotse;0.7822
kivisik ülle;0.7822
parem üllatus;0.7822
seitse kraad;0.7821
esimees suutma;0.7821
kandideerima nägema;0.7821
leedu iseseisvus;0.7821
leidma võimalus;0.782
osutuma 1000;0.7819
tervis ohtlik;0.7819
valima sugugi;0.7819
avama kohtumine;0.7818
kandidaat mirjam;0.7818
vabariiklik võim;0.7818
väärikalt küsimus;0.7818
taas eesti;0.7818
mõistma hanno;0.7817
kuu aeg;0.7817
mirjam nutov;0.7817
paigutama tugevdama;0.7816
sildam antud;0.7816
meeldiv õhtu;0.7816
siin-seal kerge;0.7816
kuulmine ;0.7816
kord toimuma;0.7815
eripärane reguleerima;0.7815
laps tooma;0.7815
liige paistma;0.7815
eesmärk arvama;0.7813
suur au;0.7812
toetama vabariiklik;0.7811
tervisespetsialist ülle;0.7811
neli mees;0.781
konkurent täiendama;0.7809
võimalik stiil;0.7808
ühene seis;0.7808
ohtlik olukord;0.7808
tervis vaatama;0.7807
silm inimene;0.7806
tahtma tegeletama;0.7806
kool eesmärk;0.7806
mõtlema nato;0.7806
kohtumine tegelik;0.7806
süsteemselt organisatsioon;0.7806
tegemine niidu;0.7805
valge maja;0.7805
kaks aasta;0.7804
inimene erakond;0.7804
vaatama pilt;0.7803
sõnastus kahjuks;0.7803
asi õpilane;0.7802
langema pluss;0.7802
eelolev öö;0.7802
tuum valeuut;0.7802
projekt toetama;0.7802
mängima usa;0.7802
tugevnema saar;0.7801
liikumine jess;0.7801
andma puhuma;0.7801
tervis konverents;0.7801
kraad homme;0.78
paremini aitama;0.7799
koht liikuv;0.7799
koostöövõime usaldustase;0.7799
liikuma kaks;0.7799
president trump;0.7799
suutma piisavalt;0.7798
liikumisvõimalus aktiivne;0.7798
poliitiline toetus;0.7797
jääma tulenevalt;0.7796
vastama süüria;0.7796
kandidatuur toetama;0.7796
haigus puudumine;0.7796
kuritarvitama laud;0.7795
öö pluss;0.7795
