EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM-L12_multi;multi_e5;xml_roberta
tõesõna nõukogude;Ja tõesõna;vikerraadio kuulajad;Hiiumaa päriskeskkond;nooremad mehed;kuulata jõuab;Hiiumaast pühapäeva;seotud Hiiumaaga
funktsiooni ilu;kuskile mere;Oled kirjanikuhärra;õnnestuda Et;kaks funktsiooni;Kummaline nädala;Eesti raadio;tundub natuke
siukseid inimesi;jõuab Ja;Tere taas;alguses komponente;muss andnud;lõpetame pühapäeva;Kärdla kultuurimaja;kirjandust vanemaid
80 protsenti;Aitäh Helle-Mare;Haapsalust oodatud;verd kindlasti;sadamad head;minuti Kärdla;inimest saatejuhiga;võib-olla asju
aasta Sõru;konsulaadi galeriide;kuulamegi kümnekonna;osana tuntud;tab Seal;raadio arhiivist;suuremõisa Nii;üldse tahab
osa surnud;väiksem vanematelt;seitsmeteistkümnendast sajandist;mütoloogia emotsionaalne;andeks geenius;kohalik ajaleht;algabain kalmusest;räägiksid No
luges teadaolevad;Mäng Twana;Meie külaline;algab algabain;süda programm;ülikoolipäeval päevil;versiooni Maie;anda töö
lasksid looderi;Et annab;Kes tõsimeelne;usu autoriteedi;armsam tuntum;lisapunkte Horvaatias;Kuule tuulega;Tallinna-keskseks Tallinna
Tallinna linnapea;ajast ulatuvad;Hiiumaas kuuendat;loobuda hiiglaseks;asju aed;esimene külaline;Tiit Karuks;hetkel suhteliselt
töökoha nimetus;juukseid hoiavad;Kooli kuulaiva;mälu 100;nimetusega näiteks;enamus külalised;natukene filmilooga;Helle-Mare mõtete
Kui teadaolevates;mõtleme suur;informatsiooni muuseumist;tulisid bussiga;mere tore;Tere Tere;Eesti-Soome ühispeoks;inimeste võib-olla
korraks rahvariiete;tundub pillimängijatest;südames puine;teineteisest natuke;seotakse eriliselt;jätame pood;Tema ütles;eriti tõsiseltvõetavad
kombineeritud majandusega;tänav Tänavalt;13 40;annaks jumal;andma Hiiumaal;meeldiva üllatuse;Helle-Mare mõtete;kirja pandud
muusikas kirjanduses;tühjad üksiksupipurk;Siin meremeeste;inimesi sadamas;hele meesin;Ma peta;Hiiu polkat;püksid tegelikult
rasket tööd;Hiiumaast Eesti;linnapea tooli;Ta kandis;küsimus vale;arvan unustasid;räägiks meresõidust;viis minutit
Hiiumaaga aeg;maha jäi;Kärdla kultuurimaja;Kui alustatakse;verd kindlasti;sõidab augusti;raamatut videokassetid;20 sajandi
toimub raadiojutud;maie luges;eraldama seminari;hiidlased geenidesse;kaob kaob;jõudsite rekordselt;kohalik ajaleht;mõiste vähe
räägime eeloleva;Nad meeldiva;ülevaate alghariduse;Marek Rätsep;annaks jumal;40 minutit;veeta Tänaseks;käised suhteliselt
saarlase vahet;Emmaste Nii;Kui võistlusest;Rootsi No;usu autoriteedi;natukene soojem;lõpeb 20;oodatud absoluutselt
meesteta mehed;kiiruse osalesime;Hiiukirjandusest räägiksid;Või kindlasti;Et usuliste;küsida elad;jääda Tallinna-keskseks;vaja amatöör
edasised plaanid;taguotsad hästi;55 minuti;viimase kahe;inimene inimene;tore puhkusid;Gerlast tahaksin;pärit Ida-Virumaalt
