word;upos;ner tag;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount;simpleMathsScore
on;AUX;O;56;yes;1;2002;932062911;27943.048184339223
Päevakajaaeg;PROPN;O;1;no;1;2002;932062911;499.96409354801756
,;PUNCT;O;135;no;1;2002;932062911;67361.29624202113
kell;NOUN;O;1;no;675076;2002;932062911;0.6900774977632278
kuus;NUM;O;2;no;154867;2002;932062911;5.982473993853348
ja;CCONJ;O;64;yes;1;2002;932062911;31934.769506636123
Päevakaja;PROPN;O;2;no;100;2002;932062911;903.1075840412399
võtab;VERB;O;1;no;215700;2002;932062911;2.153411393737423
kokku;ADV;O;5;yes;1;2002;932062911;2495.824754696469
kaheksanda;ADJ;O;1;no;5234;2002;932062911;75.65572379892144
aprillisündmused;NOUN;O;1;no;28;2002;932062911;485.9035248382693
meil;PRON;O;4;yes;1;2002;932062911;1996.8595894093557
mujal;ADV;O;1;yes;75996;2002;932062911;6.064080322171804
.;PUNCT;O;102;no;1;2002;932062911;50895.44578754641
mina;PRON;O;1;yes;1;2002;932062911;499.96409354801756
olen;AUX;O;1;yes;1162614;2002;932062911;0.40092779082100866
toimetaja;NOUN;O;1;no;22523;2002;932062911;19.889008794882
Tõnu;PROPN;O;1;no;35437;2002;932062911;12.826779553352061
Karjatse;PROPN;O;1;no;861;2002;932062911;260.168201382974
ametist;NOUN;O;2;no;19081;2002;932062911;46.572773306952364
lahkumisest;NOUN;O;2;no;2898;2002;932062911;243.3547082098514
teatanud;ADJ;O;2;no;16362;2002;932062911;53.89501859270641
töö-;NOUN;O;2;no;13201;2002;932062911;65.9491752071901
terviseminister;NOUN;O;2;no;1019;2002;932062911;477.72106008312056
Jevgeni;PROPN;O;3;no;11313;2002;932062911;114.13822386217782
Ossinovski;PROPN;O;4;no;9079;2002;932062911;186.11366624270318
tõi;VERB;O;3;no;130231;2002;932062911;10.655665556472428
põhjuseks;NOUN;O;2;no;54086;2002;932062911;16.941051589539473
soovi;NOUN;O;2;no;133442;2002;932062911;6.936337429561188
tegeleda;VERB;O;2;no;59515;2002;932062911;15.419505882429974
tõsisemalt;ADV;O;2;no;7262;2002;932062911;113.74868026465157
sotsiaaldemokraatliku;ADJ;O;2;no;2656;2002;932062911;259.76797655200846
erakonna;NOUN;O;3;no;40995;2002;932062911;33.334787478649886
juhtimisega;NOUN;O;2;no;5057;2002;932062911;155.62765928203476
me;PRON;O;11;yes;1;2002;932062911;5489.615746419146
ei;AUX;O;17;yes;13;2002;932062911;8375.68810938939
ole;AUX;O;11;yes;1;2002;932062911;5489.615746419146
suutnud;VERB;O;3;no;111194;2002;932062911;12.464806981152424
piisavalt;ADV;O;2;no;200709;2002;932062911;4.622391038194299
laiapõhjaliselt;ADV;O;2;no;278;2002;932062911;770.2606481521846
ühiskonda;NOUN;O;2;no;19476;2002;932062911;45.67135284698649
kõnetada;VERB;O;2;no;2291;2002;932062911;289.18574283819777
oleme;AUX;O;5;yes;419376;2002;932062911;5.540606322977112
liiga;ADV;O;2;yes;4;2002;932062911;995.7277776726047
palju;ADV;O;9;yes;3;2002;932062911;4482.07817902052
tegelenud;VERB;O;2;no;26838;2002;932062911;33.56362011562384
teatud;ADJ;O;3;no;1;2002;932062911;1497.894424122243
üksikküsimustega;NOUN;O;2;no;14;2002;932062911;985.2028139931797
mis;PRON;O;14;yes;1;2002;932062911;6986.511242280484
kuidagi;ADV;O;3;yes;228795;2002;932062911;6.083870633403054
suureks;ADJ;O;2;no;60062;2002;932062911;15.281222428022348
pildiks;NOUN;O;2;no;1;2002;932062911;998.9292588351303
tulnud;VERB;O;2;yes;1;2002;932062911;998.9292588351303
Toomas;PROPN;O;3;no;53356;2002;932062911;25.744697025448243
Sildam;PROPN;O;1;no;2176;2002;932062911;150.09282819545527
leiab;VERB;O;2;no;179371;2002;932062911;5.169428777767677
oma;PRON;O;6;yes;1;2002;932062911;2994.7899199835815
nädalakommentaaris;NOUN;O;1;no;175;2002;932062911;421.383417226042
et;SCONJ;O;36;yes;1;2002;932062911;17963.74487859697
balti;ADJ;O;2;no;46535;2002;932062911;19.636012531034083
presidentide;NOUN;O;2;no;1621;2002;932062911;365.07672338035036
vastuvõtu;NOUN;O;1;no;10926;2002;932062911;39.340148220047645
Washingtonis;PROPN;O;5;no;4779;2002;932062911;407.7632390421672
tuleks;VERB;O;1;yes;302334;2002;932062911;1.5382464758620007
vaadata;VERB;O;1;no;2;2002;932062911;499.428836139057
kui;SCONJ;O;17;yes;1;2002;932062911;8483.406738141823
rutiinset;ADJ;O;1;no;614;2002;932062911;301.7328397197348
töövisiiti;NOUN;O;1;no;103;2002;932062911;450.6952645715943
mitte;ADV;O;2;yes;1;2002;932062911;998.9292588351303
midagi;PRON;O;3;yes;1;2002;932062911;1497.894424122243
erakorralist;ADJ;O;1;no;2755;2002;932062911;126.52291641936391
USA;PROPN;O;6;no;232433;2002;932062911;11.974060580092184
president;NOUN;O;6;no;148527;2002;932062911;18.69627271942221
Donald;PROPN;O;3;no;24951;2002;932062911;53.99784934835484
Trump;PROPN;O;5;no;1;2002;932062911;2495.824754696469
lubas;VERB;O;2;no;46249;2002;932062911;19.75504120985951
vastata;VERB;O;2;no;47139;2002;932062911;19.389291305195936
Süüriale;PROPN;O;2;no;386;2002;932062911;707.1467032060195
keemiarelvarünnaku;NOUN;O;2;no;22;2002;932062911;976.9416999502029
eest;ADP;O;4;yes;1105733;2002;932062911;1.6836129410750176
tuumas;NOUN;O;3;no;566;2002;932062911;932.9579695749966
Obinitsas;PROPN;O;3;no;388;2002;932062911;1058.7599424965351
peetud;ADJ;O;1;yes;68817;2002;932062911;6.688232544667192
soome-ugri;ADJ;O;14;no;10427;2002;932062911;573.8901675721562
külade;NOUN;O;2;no;8554;2002;932062911;98.25613121867048
foorumil;NOUN;O;2;no;6566;2002;932062911;124.30728485411865
valiti;VERB;O;3;no;45634;2002;932062911;30.013912372480508
kultuuripealinnaks;NOUN;O;1;no;906;2002;932062911;253.79868650284166
tuleval;ADJ;O;1;no;15091;2002;932062911;29.114155958355123
aastal;NOUN;O;1;no;1128701;2002;932062911;0.41296414547149585
Marimaa;PROPN;O;1;no;225;2002;932062911;403.17423373134943
küla;NOUN;O;2;no;99091;2002;932062911;9.318489306422507
soorunza;NOUN;O;1;no;1;2002;932062911;499.96409354801756
südamekool;NOUN;O;1;no;1;2002;932062911;499.96409354801756
lapsi;NOUN;O;3;no;106742;2002;932062911;12.98018941569434
ma;PRON;O;4;yes;2;2002;932062911;1994.7217681064294
arvan;VERB;O;2;no;1;2002;932062911;998.9292588351303
selle;DET;O;4;yes;2;2002;932062911;1994.7217681064294
projektiga;NOUN;O;2;no;15216;2002;932062911;57.71985452799176
toetame;VERB;O;2;no;8398;2002;932062911;99.89898792996243
seda;PRON;O;7;yes;2;2002;932062911;3490.014700073802
nende;PRON;O;6;yes;2;2002;932062911;2991.5837227513443
uhkust;NOUN;O;2;no;7148;2002;932062911;115.35353776304022
nende;DET;O;1;yes;2;2002;932062911;499.428836139057
tahete;NOUN;O;1;no;68;2002;932062911;466.4686065148851
elada;VERB;O;2;no;104163;2002;932062911;8.868769058362899
maal;NOUN;O;2;no;2;2002;932062911;997.8598134615145
ilm;NOUN;O;2;no;88381;2002;932062911;10.435918462012394
läheb;VERB;O;1;yes;415837;2002;932062911;1.1193200120542754
tasapisi;ADV;O;2;no;24028;2002;932062911;37.34220724744307
aina;ADV;O;1;yes;76473;2002;932062911;6.026711108778076
soojemaks;ADJ;O;1;no;3580;2002;932062911;103.38906210374635
homme;ADV;O;3;no;105246;2002;932062911;13.163074305788404
hakkab;VERB;O;2;yes;2;2002;932062911;997.8598134615145
sadama;VERB;O;1;no;24432;2002;932062911;18.392083088513264
vihma;NOUN;O;2;no;40193;2002;932062911;22.664131703552332
õhutemperatuur;NOUN;O;4;no;16648;2002;932062911;105.98344447258721
tõuseb;VERB;O;1;no;40429;2002;932062911;11.27867418507091
homne;ADJ;O;1;no;4108;2002;932062911;92.55796222369607
päevaks;NOUN;O;1;no;36024;2002;932062911;12.623042493591386
kuni;ADV;O;2;yes;1;2002;932062911;998.9292588351303
16;NUM;O;1;no;1;2002;932062911;499.96409354801756
Lõuna-Eestis;PROPN;O;2;no;8350;2002;932062911;100.41559199380211
isegi;ADV;O;1;yes;2;2002;932062911;499.428836139057
19;NUM;O;2;no;1;2002;932062911;998.9292588351303
kraadini;NOUN;O;4;no;7890;2002;932062911;211.1972721288791
sellega;PRON;O;1;yes;441200;2002;932062911;1.0551099810539963
langeb;VERB;O;1;no;32649;2002;932062911;13.891697048355814
pluss;NOUN;O;6;no;30410;2002;932062911;89.15582259241218
kahe;NUM;O;2;no;331369;2002;932062911;2.8048777032693795
kuni;CCONJ;O;4;yes;1;2002;932062911;1996.8595894093557
seitsmeni;NUM;O;1;no;783;2002;932062911;272.0004902032364
nüüd;ADV;O;6;yes;1116542;2002;932062911;2.5005747276980768
aga;ADV;O;6;yes;1;2002;932062911;2994.7899199835815
kõigest;DET;O;1;yes;1;2002;932062911;499.96409354801756
lähemalt;ADV;O;2;no;86940;2002;932062911;10.607055430982737
täna;ADV;O;2;no;603123;2002;932062911;1.5430113897896542
sildamile;NOUN;O;1;no;1;2002;932062911;499.96409354801756
antud;ADJ;O;1;no;2;2002;932062911;499.428836139057
intervjuus;NOUN;O;1;no;27258;2002;932062911;16.54831186415544
tõdes;VERB;O;1;no;44490;2002;932062911;10.27029427165045
sotsiaaldemokraadid;NOUN;O;1;no;5627;2002;932062911;71.1226525574317
madalseisus;NOUN;O;1;no;951;2002;932062911;247.73359923150736
muutmata;VERB;O;1;no;6139;2002;932062911;65.97281885240882
edasi;ADV;O;3;yes;1;2002;932062911;1497.894424122243
minna;VERB;O;1;yes;1;2002;932062911;499.96409354801756
saa;AUX;O;1;yes;3;2002;932062911;498.8947235886993
no;INTJ;O;1;no;1;2002;932062911;499.96409354801756
miks;ADV;O;2;yes;1;2002;932062911;998.9292588351303
te;PRON;O;2;yes;1;2002;932062911;998.9292588351303
arvutitest;NOUN;O;1;no;1261;2002;932062911;212.71526237643326
riigikogu;NOUN;O;1;no;68825;2002;932062911;6.687465513228016
fraktsiooni;NOUN;O;2;no;19508;2002;932062911;45.59985192756823
esimehena;NOUN;O;2;no;3369;2002;932062911;216.7054659321581
suudate;VERB;O;1;no;4260;2002;932062911;89.84828583895978
sotse;NOUN;O;1;no;947;2002;932062911;248.26095485708282
kõige;ADV;O;3;yes;1;2002;932062911;1497.894424122243
paremini;ADV;O;1;no;1;2002;932062911;499.96409354801756
aidata;VERB;O;1;no;131628;2002;932062911;3.519144018772784
?;PUNCT;O;5;no;1;2002;932062911;2495.824754696469
põhiline;ADJ;O;1;no;23210;2002;932062911;19.323036073642083
probleem;NOUN;O;1;no;1;2002;932062911;499.96409354801756
peitub;VERB;O;1;no;19112;2002;932062911;23.27362244834004
selles;PRON;O;1;yes;1;2002;932062911;499.96409354801756
tähendab;VERB;O;1;no;307512;2002;932062911;1.5124231866184283
eks;ADV;O;3;yes;278151;2002;932062911;5.007934616898894
valitsuse;NOUN;O;2;no;116462;2002;932062911;7.939616527612688
liikmed;NOUN;O;1;no;73033;2002;932062911;6.307004065996847
paistavad;VERB;O;1;no;12506;2002;932062911;34.71467246514587
rohkem;ADV;O;3;yes;2;2002;932062911;1496.290790783972
silma;NOUN;O;1;no;173544;2002;932062911;2.67370746873942
teised;DET;O;1;yes;2;2002;932062911;499.428836139057
inimesed;NOUN;O;2;no;1;2002;932062911;998.9292588351303
erakonnas;NOUN;O;3;no;3465;2002;932062911;317.85529568971157
kuna;SCONJ;O;1;yes;974412;2002;932062911;0.47829065686736794
nemad;PRON;O;1;yes;2;2002;932062911;499.428836139057
kõik;PRON;O;3;yes;1;2002;932062911;1497.894424122243
vastutavad;VERB;O;1;no;10855;2002;932062911;39.57711569402427
üksiku;ADJ;O;1;no;7471;2002;932062911;55.5152278951431
valdkonna;NOUN;O;1;no;1;2002;932062911;499.96409354801756
