word;upos;ner tag;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount;simpleMathsScore
tere;INTJ;O;3;yes;149143;5863;932062911;3.1840947380113866
,;PUNCT;O;697;no;1;5863;932062911;118754.70826659375
head;ADJ;O;1;no;1;5863;932062911;171.37727738333356
raadiokuulajad;NOUN;O;1;no;140;5863;932062911;149.15708740020733
.;PUNCT;O;132;no;1;5863;932062911;22490.941012421503
raadio;NOUN;O;6;no;31472;5863;932062911;29.4646500333813
kaks;NUM;O;5;no;2;5863;932062911;851.977576196405
koolis;NOUN;O;4;no;1;5863;932062911;682.5123247506199
on;AUX;O;108;yes;1;5863;932062911;18401.86063348321
klubikultuuriteemaline;NOUN;O;1;no;1;5863;932062911;171.37727738333356
popkultuuritund;NOUN;O;1;no;1;5863;932062911;171.37727738333356
seda;PRON;O;36;yes;2;5863;932062911;6128.0518239511985
võib;AUX;O;7;yes;1;5863;932062911;1193.6473721179061
ka;ADV;O;62;yes;3;5863;932062911;10541.860326156126
nii;ADV;O;20;yes;1;5863;932062911;3408.56591070948
nimetada;VERB;O;4;no;43367;5863;932062911;14.375629972232636
mina;PRON;O;7;yes;1;5863;932062911;1193.6473721179061
olen;AUX;O;12;yes;1162614;5863;932062911;1.6403447569394276
Reimo;PROPN;O;3;no;3535;5863;932062911;106.97257406985352
Sildvee;PROPN;O;3;no;498;5863;932062911;334.14838916946286
ja;CCONJ;O;97;yes;1;5863;932062911;16527.698793136497
täna;ADV;O;7;no;603123;5863;932062911;1.8437857078269877
meile;PRON;O;2;yes;258668;5863;932062911;1.2283490849053393
siia;ADV;O;3;yes;1;5863;932062911;512.133975628191
kahte;NUM;O;2;no;66073;5863;932062911;4.759035897655219
külla;NOUN;O;1;no;47506;5863;932062911;3.301242281475175
kutsunud;VERB;O;1;no;13023;5863;932062911;11.458621314311872
sotsioloogi;NOUN;O;1;no;234;5863;932062911;137.13306529697837
Aire;PROPN;O;1;no;1960;5863;932062911;55.29125272702191
Liina;PROPN;O;3;no;1;5863;932062911;512.133975628191
Hallaste;PROPN;O;3;no;184;5863;932062911;428.15975104260315
päevast;NOUN;O;2;no;35763;5863;932062911;8.689983731367457
teie;PRON;O;2;yes;1;5863;932062911;341.75562650576234
olete;AUX;O;4;yes;148316;5863;932062911;4.266902525260546
sotsioloogina;NOUN;O;5;no;46;5863;932062911;813.6497621764316
mitte;ADV;O;16;yes;1;5863;932062911;2727.052514219765
tavakülastajana;NOUN;O;1;no;8;5863;932062911;170.10114902251226
seda;DET;O;12;yes;2;5863;932062911;2043.3491805281326
klubikultuuri;NOUN;O;13;no;168;5863;932062911;1879.520145150244
Eestis;PROPN;O;12;no;1;5863;932062911;2045.5391177300498
uurinud;VERB;O;3;no;20579;5863;932062911;22.214300618184964
millest;PRON;O;3;yes;275052;5863;932062911;1.7314522189483899
selline;DET;O;15;yes;532929;5863;932062911;4.468461936438149
huvi;NOUN;O;2;no;1;5863;932062911;341.75562650576234
