word;upos;ner tag;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount;simpleMathsScore
teiste;PRON;O;1;yes;342399;399;932062911;6.806635303469417
hulgas;ADP;O;1;yes;147342;399;932062911;15.760877443483896
pälvisid;VERB;O;1;no;5274;399;932062911;376.55585628137567
teenetemärgiga;NOUN;O;1;no;1041;399;932062911;1184.4170404091549
kolm;NUM;O;1;no;357415;399;932062911;6.5214133879146585
R;NOUN;O;1;yes;1;399;932062911;2504.5785295260675
töötajat;NOUN;O;1;no;15237;399;932062911;144.53090735381159
Vahur;PROPN;O;1;no;9699;399;932062911;219.82085452336688
Kersna;PROPN;O;1;no;4933;399;932062911;398.4491503415507
,;PUNCT;O;36;no;1;399;932062911;90129.86457380676
Tarmo;PROPN;O;1;no;28631;399;932062911;79.04895851363742
Tiisler;PROPN;O;1;no;1329;399;932062911;1033.5534328649612
ja;CCONJ;O;12;yes;1;399;932062911;30043.954143442854
Piret;PROPN;O;2;no;25447;399;932062911;177.14528450196713
Kriivan;PROPN;O;2;no;494;399;932062911;3276.802564753319
.;PUNCT;O;13;no;1;399;932062911;32547.533744708016
Kadri;PROPN;O;1;no;2;399;932062911;2501.8971485398074
Põlendik;PROPN;O;1;no;367;399;932062911;1798.9346888433274
tegi;VERB;O;1;yes;277360;399;932062911;8.397398435093207
iga;DET;O;2;yes;2;399;932062911;5002.796438263015
intervjuu;NOUN;O;1;no;25623;399;932062911;88.00315560991035
seal;ADV;O;1;yes;1;399;932062911;2504.5785295260675
oskasite;VERB;O;1;no;126;399;932062911;2208.686562294302
oodata;VERB;O;1;no;109716;399;932062911;21.120381795272873
ei;ADV;O;1;yes;13;399;932062911;2472.776474864425
aga;CCONJ;O;4;yes;1;399;932062911;10015.317333321555
ma;PRON;O;8;yes;2;399;932062911;20008.192176602264
olen;AUX;O;3;yes;1162614;399;932062911;6.02376141208016
väga;ADV;O;2;yes;2;399;932062911;5002.796438263015
siiralt;ADV;O;1;no;1;399;932062911;2504.5785295260675
õnnelik;ADJ;O;1;no;52407;399;932062911;43.81271822279712
tänulik;ADJ;O;1;no;30079;399;932062911;75.35792437345819
et;SCONJ;O;10;yes;1;399;932062911;25036.79494091253
minu;PRON;O;2;yes;1;399;932062911;5008.15813079123
tööd;NOUN;O;2;no;1;399;932062911;5008.15813079123
on;AUX;O;6;yes;1;399;932062911;15022.47653585188
tähele;ADV;O;2;no;1;399;932062911;5008.15813079123
pandud;VERB;O;1;no;1;399;932062911;2504.5785295260675
mis;PRON;O;5;yes;1;399;932062911;12518.896934586717
tähendab;VERB;O;1;no;307512;399;932062911;7.576509372663792
ka;ADV;O;6;yes;3;399;932062911;14990.345058153152
tähelepanu;NOUN;O;1;no;219871;399;932062911;10.583772266463747
saadetele;NOUN;O;1;no;280;399;932062911;1928.059436832064
nii;ADV;O;2;yes;1;399;932062911;5008.15813079123
loodan;VERB;O;1;no;103320;399;932062911;22.416144758523664
Eesti;PROPN;O;3;no;1;399;932062911;7511.737732056392
lugu;NOUN;O;1;no;232536;399;932062911;10.009631743415582
keelesaade;NOUN;O;1;no;122;399;932062911;2217.068174204729
saavad;VERB;O;1;yes;358509;399;932062911;6.501564720128627
jälle;ADV;O;1;no;3;399;932062911;2499.22150274196
kuulajaid;NOUN;O;1;no;3078;399;932062911;582.7662521645891
rohkem;ADV;O;1;yes;2;399;932062911;2501.8971485398074
juurde;ADV;O;1;yes;557678;399;932062911;4.183471599866293
Olev;PROPN;O;1;yes;7691;399;932062911;271.0091944947532
