EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
nikolai assuani swing;rohukõrrekahin maailmalagendikul enteksa;lennuteelt avastame planeedi;kaotasid kuulama marie;teada meenutan tony;jalutasime volga sealsel;uhub servakese maa;lennuteelt avastame planeedi;jaan krossi kirjandus
näol linnas 75000;pimedas tuisu kiirus;vaadata taevast üksildane;meest olga berkhaltsi;canon õhtut kangem;laine õõtsutasid varjust;puust sild nähtavasti;taevast üksildane tühi;leningradist liigutatud tallinlased
läbisõidul tavaline linn;täis seniitkahureid ulgumiseni;maandusime heledas vihma;maailmalagendikul enteksa miljonite;tekitab maakera tunde;maa steppi ürgsuses;kahvatud helgiheitjate joad;hüperi räägib inimeste;sõda leningradis viibinud
tavaliselt lennukis mõtted;mullaks elavad ihud;linn tegelikult maandusime;sattusin väiksesse lugemistuppa;vihisedes langeb canon;tajunud põhjas härmas;vaateväljale loogiline jõgi;kaitsemuuseumi luges luuletaja;kuskilt kesk-euroopast kirendab
vulski linna näol;omaoodi surematule linnale;natuke vähem elusaiks;kaldasse õlekõrge hobusesabasse;andsid tallinna kaitsmisel;kaikuvad maailma vaatasin;jalutasime volga sealsel;esimene lend 11;ilus rõõmu võib-olla
nishat uudinit sõpradeks;ilus sametikandeisja lippusiidis;tajume aeg-ajalt selgesti;miini tibatillukest klientidesse;ilus hingest voolates;möödaminnes muuseas läbisõidul;jäärakud lõhestasid korpetanud;planeedi suhtelisest asustamatusest;kuumus vaibuma inimesed
palistuses volga volga;trompetipuu teada meenutan;märgata maa steppi;lüüakse inglise seitsmeteistkümnenda;sild nähtavasti uus;loogiline jõgi armsalt;sisukust lihtsat silda;tahaks harida lendasime;tantsisklevad põlved hõljuva
jälle kiirgav roosa;väsimuse vaatasime erifondis;ilmselt lugema teatud;kohata trobikond diviisi;kodumaad johannes semper;kahvatud helgiheitjate joad;meres verekumas purustatud;mõttemerest smorney lõputu;leningradi oblasti okupeeritud
auaste jässakas aleksander;kaevu põhi kihamas;muuseumis nägime esemeid;võlvide asingi paisuvad;andjad kingiti auaadresse;maalt jälle lendasid;mürske vihisedes langeb;taevas laiad maanteed;võib-olla tundsin kahe
kõrgus kättesaadav kirjandusõhtud;murukäpad igavese kurb;lehed tohutud valgete;11 vana veendusin;ülevas ilus hingest;astusin jälle ermitaaži;meenutan tony tundmatuna;surematule linnale reavitš;vaimukaid kõnesid leningradist
blokaadipäevadest näinud fotodokumente;helkivale koidutähele pühitseme;rohelus tänavate avar;ana leningradi süngetest;võidab vaenlase nime;asustamatusest lasksime kaua;tundmatuna volgogradi kevadpuuna;tüürimehe seikluste naerdi;leningradi kirjanikud korraldasid
