EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
läbielamine alvers;elama mõte;kultuurifoorumine teema;toimetama arhitektuuriteemaline;inimene objekt;kultuurifoorum ettekanne;kultuurifoorum ettekanne;kultuurifoorum märt-mat;projekteerimine hästi
õpetama traditsioon;arhitektuurikomisjon esimees;jääma pikk;terve kvartal;andma abistav;kuulama eriti;muusika päev;arhitektuuriteemaline telesaade;kultuuriministeerium töötav
ajal järjekord;aeg aacoli;kuulama kolmas;niglas moderaator;kast number;2006 eesti;mõttekas kuulama;eetika kultuuriteemaline;varastamine probleem
teema eetikakultuur;kultuuriteemaline tuur;ilu metafüüsiline;puitarhitektuur maha;ortus reegel;tahtma külaline;lõpetama eesti;esimees žürii;lihtsalt kunst
rääkima aru;kultuurifoorum osalema;võimalus kanal;aeg lühem;ilm planeering;meelelahutus sotsiaalne;publik esineja;eesti arhitekt;rekonstrueerimine no
ika kord;industriaalne toode;lõpetama eesti;aktsepteeritav no;kontor vä;muusika päev;eetiline arhitektuurivõistlus;noolemaja valmis;võib-olla piirkond
slait eesti;esindaja härra;industriaalne toode;paarkümmend aasta;asi detail;mari kart;arutelu kutsuma;2006 eesti;20 aasta
linnaruum püüdma;nimelt dokumentaalfilmižanr;investeerima tehas;ehitus objekt;klient maksimaalselt;tagasiside loomeinimene;festival võib-olla;kuulaja alanud;puudutama arhitekt
juhatama kultuurifoorum;käituma kasu;keskkonnaarhitektuur parendamine;määr seoses;subjektiivselt vaatama;2013 festival;piirkond aura;moderaator helilooja;2006 eesti
30 72000;aasta eesti;ootama eetiline;vä lõpuks;vorm no;laul panema;ideoloogia tookord;aprill mustpea;küsimus rääkima
jälle piir;kunstnik egotripp;lill viimane;liige kultuuriministeerium;hing bot;hulganisti artikkel;sydney ooperiteater;projekt võtma;võtma arhitekt
artikkel arhitektuur;omane loomekirg;kaitsma rääkima;natuke kategooria;sadam näiteks;armastama väljendama;olek klassikaline;uus juurdepääsutee;võib-olla meeldima
