EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM-L12_multi;multi_e5;xml_roberta
;Play;Kreekas;tähendab;;Eestisse;Eurovisiooni;tööandjatele
Maarja-Magdaleena;Veterinaar-;Tsipras;emeriitdotsent;andnud;Kreekas;Päevakaja;võib-olla
põllumajandus;vajavad;keelenõude;Eurovisiooni;tähendab;Stockholmis;Eestisse;eesti
murrete;Krieger;Eurovisiooni;Sõjapiirkonda;kell;Eurovisiooni;Kreekas;käigus
väärtustamine;Alati;Stockholmis;Võrumaalt;semi;Belgias;Näiteks;riik
tõsisematel;emeriitdotsent;Kristi;ametisse;homme;Makedoonia;Viljandimaalt;kohalike
läänekaldal;;mesilaste;varem;odav;Jermuki;Vikerhommikule;tööandjatega
Pustam;piisavalt;Peipsi;Veterinaar-;annan;põgenikeagentuuri;läänemeresoomlaste;1994
võib-olla;Idamurdetuumalaks;issi;teatas;last;põgenikeagentuur;Süüria;isikutunnistus
ööpäeva;välgukiirusel;kultuuride;Esmaspäev;aed;välismaalasi;Mulle;varem
ülevaatamist;palgakoefitsienti;Alexis;saadetakse;sadama;Saksa;Välismaalasi;23
lauluvõistlusel;piirile;Mirko;kauplustes;sideme;kuud;Kihnu;lubatud
tähendab;Müügipersonalile;liikmesriikidele;kirdemurre;Need;liikmesriigis;liikmesriigis;vanemad
