EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
;Conor;raadio;lemmikfinaali;;raadio;raadiomaja;raadiomaja;vastutulelikud
maisbysi;App;energiaväli;igavesse;number;uudistetoimetusele;kahetunnises;infoportaali;otse-eetris
pimendiviidon;raadiomaja;Merivoo-Parro;filmidele;;Otsin;Kuulasime;Järgmisena;müüdid
ETV-s;;Google;lõppes;Number;telefonikõnet;Vinüüli;Raadi;eesti
Youtube'i;uueneb;Facebookis;tutvustada;artist;jätkanud;kuskile;hetkeolukorda;filmi
Diohatškajate;juskui;kahetunnises;põhjas;valida;aegruumi;hääled;Egiptusest;töötaks
võimalused;kuuldingu;vanalinnas;isane;head;reisidest;paljud;Tuula;kolmapäeval
tõusta;tööle;kõrvaklapid;klubis;sell;Kuule;uudistetoimetusele;Facebookis;USA
poolnaljatamisi;slängid;Raivo;minuti;talletatud;korduvalt;endiselt;Varahommikul;töötab
Laadigaks;visuaalse;kuskile;oska;andke;rääkisime;televiisor;värskelt;lastekirjanduse
näevad;Google;äpp;arvatud;andnud;jäin;Maarja;playlisti;märtsil
raadivahes;kummardamine;Kuulasime;12-st;andma;kodus;kontsertidel;Eestisse;lõpetasin
