EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
mõte mittelaug;kool nii-öelda;keskkool meeldima;Egiptus üldse;andma element;õppima Tallinn;meeldima eriala;karikakramängusaade rääkima;kuskile lihtsalt
õmblema neoon;nimelt eriala;huvitavam kooliskäimine;klass pääsema;noorem vanem;meeldima eriala;eriala huvitama;tänane karikakramängusaade;põhiline võib-olla
vormik mõte;lõpp vahe;klass huvitav;esiplaan trügima;element kaks;Tallinn kool;kõrgharidus tahtma;kool ütlema;käima hästi
võimalus kõrgharidus;koolne nii-öelda;näiteks kool;põhinema ajakirjandus;test inimene;eriala käima;eriala huvitavam;ütlema tele;lihtsalt rääkima
miim miimika;meeldima eriala;raadio huvitav;üldse meeldima;poiss noorem;pluss eriala;tahtma kool;ütlema kool;lihtsalt võib-olla
õpetaja mõte;tähendama eriti;kuulma raadio;meeldiv muinasjutt;q näiteks;õppima eriala;võimalus kõrgharidus;tele raadiomaja;töö käima
sõber nüanss;eriala tähendama;näiteks ülikool;nädal klassiõde;noorem tüdruk;eriala õppima;eriala hea;klass ütlema;võib-olla vähem
õnnelik rõõmus;asi eriala;raadio žurnalistika;põnevam üritus;noorem käima;eriala huvitama;nimelt eriala;kool võtma;võib-olla natuke
tüdruk õmblema;käima eriline;kool käima;sümpatiseerima klass;vaatama noorem;tore eriala;keskkool eriala;Tallinn kool;õpetaja ütlema
võib-olla kirjandusteadlans;rääkima armastus;klass kool;klass enamusjagu;halline mass;eriala andma;eriala tundma;Aule tänane;inimene õpetama
