EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM-L12_multi;multi_e5;xml_roberta
õelad incad tegelikult;mägisest alast Amazonas;Ja Amazonasest räägime;Sest tegelikult päev;kurb tegelikult hetkel;rääkida veidi Amazonasest;alast Amazonas algab;Lõuna-Ameerika suurimad kassid
plaanis paikadest õnnestus;tegelikult inka tähendabki;Amazonase vapiloom jaaguar;reljeefi See aeg;geen pikema valgema;Amazonase vapiloom jaaguar;Amazonase provints Peruus;nii-öelda kosmilises plaanis
enamasti varemed alad;Lõuna-Ameerika suurimad kassid;veesüsteem võimalik Andidesse;kaitsvad nii-öelda immuunsussüsteemi;alistasid assimileerisime hetkel;ala tegelikult jääb;Jaaguarid Lõuna-Ameerika suurimad;jääb lausa 2000
märkidest pikk fotoseeria;väga-väga näiteks põllukultuure;basseini lausa kutsutaksegi;1500 Hästi jämedates;huvitavad faktid tekitas;loost raamatukaante täna;inimesega Lõuna Ameerikasse;vaielda äärmiselt vähe
leetrite rõugete lihtsalt;mägedesse Ja valgub;tasase madalikuga vesi;kummaline ootamatu Et;uhked chachapoyased teata;salapärane fotogeeniline koht;räägime Chachapoyased paljudest;kindlasti Põhja-Peruust inkad
kutsutaksegi inglise keeles;Ja jätkame kõndimist;kindlasti räägin kohtadest;laiali hävitada assimileerida;nii-öelda Europiidne geen;huvitavam erilisem paik;veidi kõrgemal vihmametsas;chachapoyased ehitasid mäe
turnides Aga pilt;Tounturs kahe jalaga;Ja jätkame kõndimist;ehitatud suure kindlusega;äkki pikad uhked;Et paik tahan;täna räägin mägisest;nii-öelda metsast vaikselt
kuulsam ehitis kindlasti;kosmilises plaanis ehitatud;vesi Aga näiteks;Maran jooni jõukajaali;elamus mugavustsoon unustada;maastikul näiteks elavad;Kui nii-öelda metsast;30 hästi säilinud
tasase madalikuga vesi;tekib nii-öelda terrafirme;põlvini mudas nii-öelda;pikk fotoseeria Kuna;kujutame jõge vett;vihmametsas paremini Ja;Jätkame fotogooliga tänaseks;jätnud väga-väga näiteks
idesse chachapoyased eriliselt;linna lõuna Peruus;vihmametsas paremini Ja;500000 meetrit merepinna;inkad viimase poja;uusi leide seotud;suurimad kassid üleujutatud;alast Amazonas algab
päikese poegasid päikesed;Jätkame fotogooliga tänaseks;nimelt veidi mägist;valgub Amazonase basseini;näiteks põnev näiteks;täna räägin mägisest;lõpuks jõudis chapoyaseni;seeria aset leiab
sisuliselt laps suri;võimalik Andides sajab;kahest tähtsamast jõest;öelda Tounturs kahe;huvitavam erilisem paik;leida jäljed tänaseks;Põhja-Peruu matšubitsuks Ehk;võib-olla huvitavam erilisem
