Keyword;Score
eesti;0.021245771760248087
tunnustus;0.02041604009226616
oskama;0.019737929609579576
film;0.01744570888670399
näitleja;0.016356088934087198
töö;0.016278939352208813
panema;0.01626236177164302
mõte;0.015898926727411774
teadma;0.015871273452006715
rõõm;0.014082611969603403
helilooja;0.012647735874288808
olev;0.012378394757003766
ehmatus;0.011359678848252251
inimene;0.011138245613950555
arvama;0.011062340278084504
tund;0.010862581021861488
andma;0.01080164021211356
tunne;0.010739765383039893
hea;0.010466191617292779
ord;0.01046508811927508
piret;0.009873597389069233
toomas;0.009588793614285433
kriivan;0.00956606450350234
lasmann;0.009256364561622168
pälvima;0.009011730449726706
tähele;0.008450094552169439
münus;0.007652084830789126
ärkamine;0.007624327548653717
vahur;0.007624317185252209
kersna;0.007603124617263425
üritama;0.007545330005221734
töötaja;0.00753437863469895
kandma;0.007532111529186048
mõju;0.007492420509778609
tarmo;0.0074655682747987945
natuke;0.007463556958067843
tegelemine;0.007462248169321256
kõrgaeg;0.007424321800989587
padjake;0.007421152023224816
võimalikult;0.0073753428315221385
looming;0.007336052749642924
kolm;0.007302882424448032
naissoo;0.007290619231445501
enam-vähem;0.007290619231445501
kaheksakümnes;0.007202190167452013
võtma;0.00719815044272829
aeg;0.007182005657311354
tiisler;0.007159935938067733
ilusti;0.007114476542719486
meesnäitleja;0.007080732225677484
üldse;0.007021295161585604
jälle;0.006999157971982118
ütlema;0.006994827656351785
interpreet;0.006975590048474755
tõnu;0.006975590048474755
ugala;0.006944465751386891
tegutsev;0.00691343099612881
tekst;0.006899811578793907
põlendik;0.006889670583795667
teatrietendus;0.0068824044427148005
keelesaade;0.006871396590979345
siiralt;0.006850905330529153
teenetemärk;0.006847725767311267
lugema;0.0068403665005361885
kadri;0.006830135589881204
õnnelik;0.006820406780964343
muusika;0.00680717648908688
kuulaja;0.006795435833348863
tähelepanu;0.00676743415821391
saade;0.0067511237740840845
usutlus;0.006750733460685603
50;0.006724176903800013
õnnitlema;0.0066999479028408675
king;0.006689881056182832
kenk;0.006668661453704381
seisukoht;0.0066479241040711175
meeletu;0.006637778123170715
aasta;0.006633870570889709
tundma;0.006597887405629024
seriaal;0.006595387798083506
paarkümmend;0.006588078503867544
vaatama;0.006573705446023132
kapp;0.0065180509169297214
ootama;0.006499592965658879
tegelema;0.006482292588392539
teater;0.00645934535490191
käima;0.0064425832631522595
aru;0.0064270161724764375
teade;0.0063962058999496325
tänulik;0.00639522384742526
vanim;0.006386785775271762
püha;0.006378484351432622
tähendama;0.006370266568566108
lugu;0.0063687752577768425
absoluutselt;0.006360368125063047
hääl;0.006360368125063047
auväärt;0.006343440379730524
tehtud;0.006331246585713392
telerežissöör;0.006327450137564735
lootma;0.0063176967777276785
intervjuu;0.006298634486101692
vestlema;0.006295929386831611
tore;0.006288178787948631
auta;0.006234143843653521
suur;0.006234042054642082
hiljem;0.006230674198027238
pea;0.006180996720742903
täna;0.006176715306731257
tahtma;0.006094571457374414
juut;0.006091143732871224
aastakümme;0.006086885930113041
riiklik;0.006077969258654992
peeter;0.006066635527406848
jürgens;0.006021256393272673
pealelugemine;0.005945148866992096
televisioon;0.005920241355323992
paar;0.005896286720951857
tekitama;0.005840153305329375
juht;0.005738052955158119
kindlasti;0.005733771541146473
külg;0.005725586731210617
enesekindlus;0.005709259977464532
täielik;0.0044103889909680605
õhi;0.0043254386266442756
mõtlema;0.0035876756245897656
tühi;0.0034967324624760993
