Keyword;Score
muusika;0.01188887864561565
lugu;0.009401897969058007
aafrika;0.007758754425679055
aasta;0.007493625231868961
maa;0.007328546415655082
senegal;0.007007400966761909
muusik;0.006904354502875581
näiteks;0.004879935055259624
kindlasti;0.0045965257217968816
maailm;0.0042553814507386364
kord;0.003958190747417032
esimene;0.003937945946865119
kuulama;0.003792638687968087
tähendama;0.0037634068730590443
asi;0.0037123975169291003
hästi;0.003678140661814587
muusikaline;0.0036641784875574485
kõla;0.0036084280883937757
pärit;0.0034525606992900706
lääne-aafrika;0.003435004344251552
nimelt;0.0034339033781760854
mängima;0.0033823632165621313
aeg;0.003336342474994482
kambja;0.003306851426532676
maal;0.0033053914570924745
paavo;0.0032069597038349557
80-te;0.0030502263972034937
tänane;0.003030019195142327
võtma;0.0030295197840937704
kangesti;0.0030264295780685142
ansambel;0.002926200585560759
kaunis;0.0029026650652898456
laulma;0.002898963267380279
tuur;0.0028692411070155503
arvama;0.002835871400770828
kuuluma;0.0027780437652768822
plaat;0.002721939994109932
inimene;0.0027192508814355477
kuulaja;0.0026719449008693026
skulptuur;0.0024887453908552944
traditsioon;0.002480165425658559
nii-öelda;0.0024578506548252584
suur;0.002412878724459552
poeg;0.002391530475629057
tervik;0.0023561332671172487
album;0.0023505648663043432
noorem;0.002305579826860739
kaks;0.0022955938217056786
külg;0.00228791448443599
artist;0.002279684962445527
rahvamuusika;0.002258823930971864
mees;0.002239412972284136
algus;0.0022363346896454193
rütm;0.0022313491173794405
euroopa;0.002215311909579791
paabomaa;0.002199420758771854
leidma;0.0021614650738747757
rääkima;0.002145609413993702
rahvas;0.0021339240442305495
teadma;0.0020963233605363276
hea;0.002084764493057844
võrdlema;0.0020619684328500062
nimi;0.0020613412860095016
vaba;0.0020105155478532155
enamik;0.001963946154027167
köitev;0.0019359940348983586
klann;0.0019256973185546968
kogukond;0.0019094637674741545
rokkmuusika;0.0018594257760919928
keskpaik;0.0018517686183622062
võrdlemisi;0.0018517656687241876
sekk;0.0018351325767258192
90-te;0.00181873643223904
asjatundja;0.0018163602522327748
eikellegimaa;0.0018126880352800252
õpetaja;0.0018100502623822248
kontsert;0.0017823748803643344
koor;0.0017743388989604695
meloodiline;0.0017705659690786684
elektrooniline;0.00176969359049248
valdavalt;0.001769425665789952
piisavalt;0.0017580322306694144
parem;0.0017519230260441326
sündima;0.0017492364124746336
suurem;0.0017371370187442047
ühtviisi;0.0017348399387748256
väidetav;0.0017319168948606088
leid;0.0017259835475936939
vaikne;0.0017168474625344284
mitmekesisus;0.0016984248076760075
veider;0.0016981495661241366
põhjalik;0.001688987563019411
vana;0.0016845635220749564
äärmiselt;0.0016838101698234086
professioon;0.0016826016739997936
juhtuma;0.0016806374651223686
veidi;0.001680161023484557
produtsent;0.0016771913803179566
lugema;0.0016759506858604184
liikuma;0.0016736851629880823
pikk;0.0016729479687317816
eriline;0.0016687924869165079
uus;0.001665941054223137
tund;0.0016655655582450257
kõnelema;0.0016625922555151618
valima;0.0016615926978950546
pariis;0.0016607018139667884
loomulikult;0.00165744219851961
kunst;0.0016518413887459376
järeltulija;0.0016464613471989123
võimalik;0.0016428515905500098
jutt;0.0016371697466747053
tihe;0.0016294748072858728
kõlama;0.0016191106214366853
juht;0.0016105188469368661
tegelane;0.0016094098031317746
kaasmaalane;0.0016055599653050326
põnev;0.0016002667051884718
arust;0.0015970001984224606
tava;0.0015967921611205584
põhi;0.0015914235334989015
keel;0.001591390736141049
kaasa;0.0015892734194832313
oskus;0.001585139621150731
raad;0.0015813359303373646
muuhulgas;0.0015794125869903872
no;0.0015713144874157023
enam-vähem;0.0015710324649638014
avaldatud;0.0015693809039336536
kultuur;0.0015678329010801746
järgnev;0.0015657576512973315
õnnestumine;0.0015633679773535594
traditsiooniline;0.0015610205006625893
pealegi;0.0015540497577848996
maali;0.0015394494825218964
iseäranis;0.001534571759537998
nimetama;0.0015192750907153134
vabamaa;0.0015186147512651488
sünnikoht;0.0015176583717202354
küsimus;0.0015163586577584738
tegelikult;0.001514441313444517
esindaja;0.0015040815255208371
kahtlemata;0.0014933055995086405
mandingo;0.0014884081937882468
pakkuma;0.0014859587747359183
valitseja;0.001473106442118945
terve;0.0014723851515544531
täna;0.0014722248915975628
ilmselt;0.001471919075139703
lisa;0.0014556206147918517
laul;0.0014445141243475692
saade;0.0014398038146017768
mall;0.001435352010736646
kullakallis;0.001434862281246287
pala;0.0014333472076612246
mure;0.0014059273269813805
jälle;0.0013981168050519821
popmuusika;0.0013957558892065882
üheksas;0.0013559113283093274
haile;0.001351437957195771
raadio;0.001333134575552544
1994;0.0013015026676721248
kümnend;0.001280036876835512
suurepärane;0.0012455957438873026
seniks;0.0012301323416542955
papa;0.0012117215835525438
poiss;0.0012114806241638205
paljulapseline;0.0012050555070508237
waba;0.0012041062704331452
siginema;0.0012036131592926777
maalilaul;0.0011982764901686787
süda;0.0011977439293932878
prantslane;0.0011924250593100692
paraku;0.0011920369189460326
perekonnapea;0.00118799865730253
paistma;0.001185507718952044
tõepoolest;0.0011834414330802125
sada;0.0011803998660993174
toetus;0.0011787644676717441
kunagine;0.0011764760140135124
