keyphrase;score
erafirma kujunema;0.9578
mees kergesti;0.9545
lootsilaev ilmselt;0.9529
näitama dia;0.9503
järsult maksimaalpööre;0.95
abi tegelikult;0.9492
kiiresti piritas;0.9484
suutma distsipliin;0.9483
nägema ilusti;0.947
kägelg digipalk;0.9465
õigemini mäletama;0.9462
teinekord laupäev-pühapäev;0.9461
40 sõlm;0.9449
ilmetsin ministeerium;0.9436
meeskond 24;0.9424
moodsam eesti;0.942
sõitma siia-sinna;0.942
reisisadam suurem;0.942
soome turismipaat;0.9413
kujunema päevaaeg;0.9399
viima minaavart;0.9396
õlitõrjeoperatsioon viima;0.9392
reidi korrapidaja;0.9391
põhiline liiklus;0.9391
no seitse;0.9388
side sõitma;0.9382
merehariduskeskus hea;0.938
konstantin mooser;0.9378
konsool laevaliiklus;0.9376
kursus tutvustama;0.9373
laev tiib;0.937
tähendama patrull-laev;0.937
amet rannavalveteenistus;0.9364
juhus reisilaev;0.9361
mooser teater;0.936
meremees aus;0.9347
pöörduma 2600;0.9346
205 meeldiv;0.9343
annabel lülitama;0.9334
ühesõnaga radarine;0.9329
mees tamgema;0.9321
jeen haavaev;0.9316
poleerima kaks;0.9316
amet eesti;0.9309
välislaev vastav;0.9301
härra distsiplineerima;0.93
rääkima imi;0.9297
suur maailm;0.9293
sõitma täis;0.9284
lagi uuesti;0.9283
vool suvi;0.9269
ametisadam seisma;0.9269
jalg andma;0.9267
laevakere laev;0.9265
tähtis operatsioon;0.9261
hüdrodünaamika nähtavasti;0.926
kahjuks si-us;0.9254
võidusõit laevakere;0.9252
gps globaalnavi;0.9251
tegu inimelu;0.9249
üldse laev;0.9248
teadma täpsus;0.9246
kontrollima laev;0.924
otstarbeline laev;0.9237
sõitma endine;0.9237
reguleerima vastavalt;0.9233
määr näitama;0.9231
aus issand;0.923
näiteks laevavind;0.9224
osutama treening;0.9218
importija kaadeegaat;0.9211
nii-öelda piipar;0.921
kaater eeva;0.9207
härra jüri;0.9202
raadiotelefonijutt suund;0.9202
valmis võimeline;0.9198
punkt tekkima;0.9193
a3 mees;0.9185
kaks keel;0.918
ant balti;0.918
seitse jalg;0.9178
pisikene paadikene;0.9174
treening mees;0.9174
juhtuma sageli;0.9172
jälgima valbaystama;0.9166
aasta aastakümme;0.9162
laupäev-pühapäev lausa;0.9153
kindlasti niux;0.9151
viide patrullkaater;0.9143
17 tallinn;0.9141
vene vägi;0.9125
hilja 15;0.9123
tehniline andmed;0.9121
sageli proovima;0.911
laev tuul;0.9101
vahetus a3;0.9101
ahoma süda;0.9098
eesti rand;0.9093
sputnik 10;0.9093
istuma rannavalvetalitus;0.9089
hoidma tänav;0.9086
asjaarmastaja inimene;0.9083
automaatne telefon;0.9081
suvekorter jää;0.9071
laev mölder;0.9066
tset jalgegsus;0.9048
lülitama ploter;0.9047
rin näit;0.9043
raskus meri;0.9035
miil sõidetud;0.903
meri öölangis;0.9024
staadion räime;0.9018
vaatama kaart;0.9009
aeg kaasa;0.9001
loots õige;0.9
mill rannavalvetööpõld;0.8998
jaa importija;0.8987
asi käsitsivõitlus;0.8981
endine kinnine;0.8976
20 minut;0.8975
töö põhiliselt;0.8969
florida rajoon;0.8962
norra proua;0.8951
kolm sõlm;0.8942
albiaatoritud meri;0.8938
trikkel härra;0.8913
käima näiteks;0.8906
funktsioon laev;0.8903
rahvusvaheliselt traffic;0.8899
paar mure;0.8895
viimane detail;0.8886
kapten härra;0.8874
kaks mootor;0.8873
igalüht erifunktsioon;0.8841
mõjuma no;0.8824
hea sellegipoolest;0.8823
varustus vahest;0.8819
rajatelefon gps;0.8817
rannavalve inglise;0.8816
rannavalvetalitus patrullosakond;0.8808
süda meri;0.8805
ministeerium kantsler;0.8797
era erafirma;0.8796
aeg kolmas;0.8785
talv staadion;0.8782
ladre vaimur;0.8756
hea side;0.8751
eeva 206;0.8751
laev relv;0.8748
purjelaevamees konstantin;0.8745
ametivend andma;0.8731
plassmass metall;0.8714
proua lõõgama;0.8688
loots no;0.8686
laev piloot;0.8683
eesti 12;0.8679
käsitsivõitlus no;0.866
soovitav absoluutselt;0.866
tubli inimene;0.8616
kurss err;0.8584
armeenima sd;0.858
aeg pirita;0.8572
10 meeter;0.8571
muutma jon;0.8558
territoriaalvesi toimuma;0.8554
härra rein;0.855
spetsiaalne otstarbeline;0.8542
meresaade meresaade;0.85
pull kallas;0.8487
asukoht moment;0.8465
kiirus sportlane;0.8454
inglise keel;0.845
no mees;0.8448
patrullosakond juhataja;0.8439
205 no;0.8373
kott lamp;0.8361
näiteks plastmasskorpus;0.8354
järjekord number;0.8314
17 kutsuma;0.8314
205 kapten;0.8279
eva 203;0.8264
mulje 20;0.8199
jälle jälle;0.817
inimene näiteks;0.804
vene mall;0.8024
eestlane rumal;0.7915
ups viga;0.7847
meri andma;0.7775
bornholm mull;0.7746
kallas laev;0.7644
taar kura;0.7464
moment näiteks;0.7242
tanker side;0.6966
pensionär pensionär;0.6938
15 20;0.6774
held rin;0.648
moment teadma;0.6377
nina maha;0.6101
kutsuma no;0.4637
ploter radar;0.2366
