keyphrase;score
raha andma ütlema;0.439
oskama rääkima kolmas;0.4133
oskama ütlema maa;0.3908
rääkima käsi kena;0.387
lugema käsi teadma;0.3838
ütlema tainstja käsi;0.3818
inimene istuma muru;0.3741
võib-olla 41 aasta;0.3734
vene keel rääkima;0.3692
parkus jooksma vajadus;0.3663
jalutama tütarlaps 40;0.3636
veoauto mõtlema sõitma;0.3628
usumis rääkima tahtma;0.3616
oskama saksa keel;0.3611
ettenägelik vesi andma;0.3596
inimene Kadriorg lauluväljak;0.3569
rääkima vare raudtee;0.3568
suvi kuum ilm;0.3558
käsi vaatama käima;0.3544
rinne võib-olla sattuma;0.3538
inimene sugulane teatama;0.3521
kirjutama raamat 12;0.3501
inimene tahtma table;0.3494
säilitama külm veri;0.3491
viima naine saatma;0.3484
sakslane eestlane ütlema;0.346
saksa auto seisma;0.3446
võib-olla Ukraina söekaevandus;0.3443
venelane lugema käsi;0.3442
rääkima istuli küsima;0.3423
kuulma kirjutama teatama;0.3419
ütlema võtma talveriie;0.3414
käsi kaasama vagun;0.3412
viimane kirjutamine vahend;0.341
toimuma nägema 40;0.3393
inimene võtma vabadus;0.3391
nägema surnud maas;0.3388
linn rääkima vare;0.3384
mees ilmuma uks;0.3379
tsirkus toimuma nägema;0.3375
vagun jätkuma inimene;0.337
tahtma rubla teenema;0.3357
vana asi käsi;0.3341
tänane moto inimene;0.3335
esimene sekretär Karl;0.3326
liialt 400 kilomeeter;0.3325
toode Kadriorg jalutama;0.3321
natukene rääkima jätma;0.331
võtma kaasa kirjutusvahend;0.3292
võimalik laskuma panema;0.3283
aasta varakeva Kadriorg;0.3259
jõudma 20 juuni;0.3248
näitama nõukogu võimeline;0.3222
järgnevalt kuulma kirjutamata;0.3218
proua kopermann kirjutama;0.3213
punaarmee munder rääkima;0.3212
vene inimene hall;0.3194
kaugemale võib-olla Soome;0.319
ilmuma uks neljateistkümnes;0.3179
sese mõtlema võib-olla;0.3178
kaubajaam teadma võimalik;0.3165
mees selg suur;0.3157
nägema ükskord naisterahvas;0.3155
tegelikult rahulikult kõndima;0.3134
number tore inimene;0.3106
