EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
;okas;installin;tähendab;;lauluväljakule;laululavaesisel;jaaniõhtul;eestis
õllesõber;heakvaliteediline;kesk-eestis;nais-mees-;head;eesti;kuulsime;tänaseid;jaanipäev
esidki;mehe;ootav;keelpilliorkester;land;küla;rahvatraditsioonidest;ehitasime;algusel
kordaläinud;sõnajalaõielood;kuulsite;täitis;kann;sügisel;saabunutele;kuulajad;töörõõmu
466000;tallinna;pidulikult;radadelt;nurmed;kuulake;küla;järvest;veebruarikuu
sl-is;kaalu;jaanipäevapidamist;polkast;nooremaist;hääled;kemadi;lauluväljaku;kaunimaid
lyotatakse;;;kesvamärjukest;visa;tuule;templites;kevadtööd;süttiski
põlispuudepaistvate;rahvarõivais;maailmas;kongressi;installin;heast;järgijad;linnamägedel;eesti
toomkirik;nais-mees-;tänaseid;esimeste;tähendab;seisavad;sügisel;saarlased;soovijaid
linnasejahu;jalga;töötanud;algaski;sl-is;metsade;lõhnavaid;nais-mees-;toidukasv
elurõõmust;juhtmete;minevikus;pandakse;kell;homsesse;rahvapilliorkester;rahvarõivais;laagri
sündmustest;maade;115000;otsida;anna;soones;kuulajad;kindlasti;linnamägedel
heakvaliteediline;jaanipeo;tõmmised;elatusalale;otsustades;täna;looduse;sajandit;öelda
keldrid;naisrahvatantsurühmad;lillepärjad;seinte;punktil;sajandi;joakaelaga;avaakordid;466000
ülepäeviti;tõrvatünni;taotluste;võtta;asi;land;vabariigis;kommentaar;jaaniõhtu
asi;energilise;kongressi;hästi;mere;kaunimaid;arvas;eestimaa;ilm
nii-ütelda;keelpilliorkester;noorsoofestival;asjaga;edu;villa;esivanemad;suveseltsimehed;õllesõber
koduteed;2000;kogunenud;sündmustest;inimene;lugenud;linnamägedel;rongkäigul;aasta
kõriseb;haljasrüüsse;tugev;piiril;tohib;ööl;eestis;valmis;teada
suure-jaani;märgid;sündmus;esinevad;toob;koju;põlluradu;rahvapilliorkester;lillepärjad
õhtupäike;aasta;vabariigikeskustes;lugenud;soones;kuulsime;sümbolsõna;ajast;hästi
voli;viljaõnne;mängijatega;algupära;koju;kõikjal;senine;põhjust;noorsoosaartel
vainud;vabariigikeskustes;leida;templites;toreduse;trepimägedest;sündima;jalge;kolmas
hoolitseppi;jaanisaunastusetavate;sajandist;töötanud;eile;tornist;püsti;alkoholivaenulikule;ööl
kõrgemaid;süütavad;visklex;linnastele;mehed;käia;kõikjal;veebruarikuu;saku
mekkisin;kolhoosis;nõukogude;metsade;toime;viis;festivali;üksin;parmupilli
rahvahulga;runzale;sl-is;juhataja;uus;kultuuriosakonna;kuningas;õllemeistritele;kutsuvad
2000;ühtsoodu;jaanuariks;igivanasse;tollal;ratsahobusel;lendabki;lõunasse;heast
rongkäigul;pluusinimedas;kirjelduste;kindlasti;vennad;kann;jaanikuu;kirjandusmuuseumis;juhi
tõekspidamine;rahvaste;kahtlemata;vabariigikeskustes;kaks;linnas;tänapäeval;vallatut;maailmas
tolleaegne;eestis;räägitakse;materjalidest;muistsest;kujutelmadega;haljasrüüsse;mälestuse;suur
jaanipäevapidamist;väravast;viljakasvatus;lilled;voli;paelu;ajalukku;juhataja;puhti
rahvatraditsioonidest;tööd;kaunimaid;teinegi;kindlalt;soovime;üleöö;sõidavad;karja
vägevust;karjale;sügisel;lõpuks;soe;pühapäeval;lõunasse;nägu;rahvast
taotlesid;360;tallinna;no;manas;sümbolsõna;moskvas;haljasrüüsse;talgute
laiemal;kirjandusmuuseumis;yhes;avatakse;toimub;vabariigi;aastaga;rahu;õlle
segakoorid;kallastel;järjekordse;haljasrüüsse;auk;noorsoofestival;munamäeni;rajooni;nii-ütelda
suvekeskne;kemadi;oskab;lipp;kommentaar;suveviljad;toomeorus;virumaast;kommunistliku
surm;rahvapillide;gaasikud;minuti;esmalt;jaanikombed;runzale;kuningas;lõhnavaid
jooma;järve;lasnamäe;valssi;no;kava;kalja;tõrvatünnid;möödunud
kesvamärjukest;saabunutele;etnograaf;tutvust;niigi;aega;naeru;ülemaailmse;loori
suveviljad;jaanuariks;õlletegemisega;põhjust;aeg;tuntud;tarkus;sümbolsõna;lood
seisnenud;etnograaf;järve;mürtsub;vaja;mäletate;rõivais;kabelaselevi;küla
majaperemehel;tänaseid;abinõudega;aastal;reporterid;loori;tohib;ootav;
ringvaadet;jooma;saarlased;isetegevusliku;seisavad;tutvustada;nais-mees-;põlluserval;tähendus
veebruarikuu;elanikele;rahvapillide;püha;ilm;martus;etnograaf;lõhnavaid;looma
muistsetel;väljakul;vanarahva;kombel;sündmus;suus;pühapäeval;kuuenda;algupära
mererajooni;tuleval;runzale;veebruarikuu;surm;hea;teadmata;lahjaks;jõngesin
nais-mees-;käib;jääks;tervest;orgu;ajama;rahu;proovitud;martus
alkoholivaenulikule;linnasejahu;elu;mälestuse;ki;esivanemad;pikali;ringvaadet;lõpeb
