keyphrase;score
number arvuti;0.8235
Pangakonto number;0.8175
deme andmete;0.8163
andmesubjekt andmed;0.8143
arvuti IP;0.8127
andmeid kasutava;0.8108
Nooremate vanem;0.8073
isikute andmed;0.8051
eurot valides;0.8041
andmesubjekti tuvastada;0.8038
andmekaitse direktiiv;0.8037
andmete lekkimise;0.8035
nõndanimetatud andmesubjekt;0.8033
andmed tähendab;0.8026
saadaval Klientidelt;0.8021
intrigeeriv infopala;0.8008
eetris portaal;0.8003
Näiteks hetkel;0.8
abstraktsete ohtude;0.7999
IP aadress;0.7998
teatamatult saadaval;0.7997
iseseisev andmeid;0.7994
asuvad andmeid;0.799
andmete haldajale;0.7984
andmete väärtustamises;0.798
teada tallele;0.7971
andmed paljudes;0.7965
andmeid ümbritsevat;0.7956
seegi intrigeeriv;0.7954
unustab Muutus;0.7952
võimaldavad andmesubjekti;0.7952
andmeid säilitada;0.795
kommentaari esitab;0.7937
vaja andmeid;0.7929
mäluseadmetesse talletub;0.7926
vastava tegevusskulptuuri;0.7925
andmete traalimisest;0.7921
peeglisse vaatamisel;0.7919
andmed võimaldavad;0.7919
vähendama andmete;0.7918
looma vastava;0.7916
andmete kuhjumine;0.7914
eemaldama isikute;0.7914
arvestama uute;0.7907
õigus andmeid;0.7904
kuluda maksimaalselt;0.7901
kehtima uus;0.79
andmeid koguvatelt;0.7898
andmesubjekti puudutavaid;0.7897
korraga arvestama;0.7897
andmeid koguva;0.7896
haldajale esitada;0.7896
andmete Olgu;0.7895
andmeid peata;0.7895
tuvastada kuuluvat;0.7893
sõna- eristus;0.7892
andmeid koguda;0.789
personaalsete andmete;0.7888
teenuse pakkumine;0.7887
informeeritud deme;0.7883
isiku käivate;0.788
haldamine vasta;0.7879
võimaluse olemasolule;0.7879
enamus harvad;0.7872
uus kord;0.7866
uus isikuandmete;0.7863
eeldati andmete;0.7855
eristus Varem;0.7854
soosis andmeid;0.7853
mõju eeldatakse;0.7853
uute reeglitega;0.7852
olulisuselt sündmusena;0.7848
kuuluvat personaalsete;0.7847
vanem andmetega;0.7845
pakkumine keelatud;0.7844
vaielda andmete;0.7844
muutumas isiku;0.7842
info olemasolust;0.7841
haldamise kord;0.7841
peata uue;0.784
andmeid koguvate;0.784
Aega tohib;0.7839
kodanik harjuma;0.7835
asukoha infot;0.7832
reegli rikkumisel;0.7831
rikkumisel andmete;0.7828
iseloomustatakse interneti;0.7826
vabadus soosis;0.7826
andmetega arvestamisest;0.7825
isu Näiteks;0.7825
Kui direktiiv;0.7824
esitada trahv;0.7824
valides Eestis;0.7822
huvilist informeerima;0.7821
muretseda abstraktsete;0.782
kliente informeeritud;0.7819
käivate andmetega;0.7814
regulatsiooni iseloomustatakse;0.7813
vasta nõuetele;0.781
päringu esitanu;0.7809
seadetega andmeid;0.7809
kasutava teenuse;0.7808
küsivat informeerima;0.7807
esmalt põhjendama;0.7805
direktiiv suunis;0.7805
ülevaatest eemaldama;0.7805
tallele pandud;0.7804
koostamisele kuluda;0.7803
Uut regulatsiooni;0.7802
tohib ülevaate;0.7799
tavakodanik unustab;0.7797
liidus andmekaitse;0.7797
regulaarsele peeglisse;0.7797
oodata kvaliteedihüpet;0.7794
iseloomustusi küsivat;0.7794
arusaadavalt informeerima;0.7791
kogumise isu;0.779
käibest kahe;0.779
tegemist regulatsiooniga;0.7789
Näiteks Andmete;0.7788
arvestama Uuendus;0.7788
interneti tekke;0.7787
olemasolule huvilist;0.7787
töötavaks tunnuseks;0.7785
uue korraga;0.7785
ettevõtetelt teada;0.7785
infopala tavakodanik;0.7784
väärtustamises oodata;0.7783
andmevarguse mõju;0.7779
informeerima nõusolekuta;0.7777
talletub Euroopa;0.7776
kujuneda sarnast;0.7772
eeldab kodanikelt;0.7771
õigus Nooremate;0.777
arvestamisest kujuneda;0.777
väiksema käibest;0.777
tegevusskulptuuri arvestama;0.7769
edastada päringu;0.7767
seadustega liikuma;0.7767
tekke olulisuselt;0.7766
seadus nõuab;0.7766
Andmete haldamine;0.7765
Näiteks tööandja;0.7765
andmetega Viimase;0.7764
Liidu andmesubjekti;0.7762
pääseda väiksema;0.7758
kord Uut;0.7758
neli protsenti;0.7756
aadress töös;0.7756
säilitada esmalt;0.7755
koguva ettevõtte;0.7755
protsendi suuruse;0.7754
Seega uus;0.7753
isikuandmete haldamise;0.7753
andmete kogumisest;0.7753
sõnumeid andmeid;0.7752
ülevaate koostamisele;0.7751
ümbritsevat kultuuri;0.775
tohi vaikimisi;0.775
kord vähendama;0.775
kogunevad andmed;0.7749
Nüüd tegemist;0.7748
halva vigade;0.7748
nõuetele kliente;0.7747
aastastele iseseisev;0.7747
vabakogunemine asendub;0.7746
ettevõtte huve;0.7744
käsitlenud isikut;0.7743
tegevuselt maailmale;0.7742
juhuks võimaluse;0.7742
ajal tohi;0.7741
direktiiv Nüüd;0.774
liikmete andmete;0.774
andmete kogumise;0.7738
asendub kauplemisega;0.7738
sarnast regulaarsele;0.7737
kahe halva;0.7737
Uus seadus;0.7736
siduv seadus;0.7734
tunnuseks andmete;0.7734
halbadest tegudest;0.7734
tähendab hüppelist;0.7731
paljudes ettevõtetes;0.773
portaal tehnolooga;0.7728
Muutus elus;0.7728
Iga kodanik;0.7727
Infoajastu töötavaks;0.7727
vanas vaimus;0.7726
aktiivsust nõustuma;0.7726
bürokraatlik sõna-;0.7725
andmetega Kui;0.7722
väärib bürokraatlik;0.7721
kahjustada huve;0.772
töökoormuse kasvu;0.7718
Edaspidi inimliku;0.7716
trahv neli;0.7714
seadus Kui;0.7713
harjutatakse On;0.7708
maksimaalselt 30;0.7705
huve Ja;0.7643
