EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
hillary clintonit;rahvuslik koguprodukt;kogumissüsteem jäätmete;päevakaja stuudios;usa-s new;eesti riikide;olukorda eesti;eesti raadiouudiste;väga-väga paljudel
olli rehn;jutule sõjaajaloomuuseum;jäätmekäitlejate liidu;kolmerti valitsusse;esikohal oleva;eestis toimima;eesti võrreldes;konkurentsivõime aastaraamatut;vaatajatele nädala
boris goldmann;konkurentsivõime aastaraamatut;aasta filmiajakirjanikutseremoonial;2004 üllatusena;last aedade;eesti televisioonis;eesti raadiouudiste;200 maailma;serbiaga lepingu
sageli diaga;nii-öelda lisarühmi;vaatajatele nädala;mccain võistlejat;oleva usa;räägib eesti;üheksandalt eesti;2007 vahendab;inimesed üldse
paljud võrdlused;terav jäätmekäitlejate;puudulik pakendiorganisatsioonide;räägib filmiajakirjanike;arvates idee;eesti 2007;optimistlik eesti;cnn-ile antud;vabadussõjaga seotud
vabadussõjaga seotud;näitab edumudeleid;organisatsioon eesti;tuba eraldi;serbia andnud;eesti 90;eesti televisioonis;eesti 90;täna hetkel
imetoredad mängukoridorid;teaduslik infrastruktuur;laidoneri näitus;lausanne'i juhtimisinstituudi;taas uus;ühismõõtsustatud riigid;ruutmeetrilt eestis;välisministritele ajakirjanikele;püüamegi natuke
probleemne pakendurnitsioonid;positsioonides tervishoid;linastunud eesti;3 protsendini;objektiivselt laske;majandusseisundit arvestades;õhtust eesti;riikidest parimad;võib-olla paari
rehn ütles;arhitektuuriline välisilme;eestist keskkonnaministeeriumi;bosnia sõjaaegsete;andnud ratko;euroopa liidu;eesti suuruse;päevakaja stuudios;langenud nii-öelda
singapur hongkong;no arvan;oodata väljatõstmine;116-le lapsele;näiteks tallinna;näitaja rahvuslik;eesti 2007;kuulsite päevakaja;normaalselt võib-olla
sisulised rahukõnelused;võrreldes aastaga;päevakaja stuudios;filmiajakirjanikutseremoonial käis;momente tegelikult;optimistlik eesti;sloveenia teatas;teatas valmis;aasta septembris-oktoobris
toetused jäävad;kasutatakse tagastatud;arutelu jäätmekäitlejate;valmis vabariigi;probleem terav;lausanne'i juhtimisinstituudi;räägime euroopa;ühendriikidest eesti;riigi oluline
jäätmekäitlejate liit;kandidaadile edumaa;eesti sõjamuuseumis;tõsielufilm jonathan;kaksikuid new;kandidaadile edumaa;eesti 90;liidus 19;veebruari-märtsi piirkondlikul
aastaraamat 80;konkurentsivõimet edetabelis;suhteid venemaaga;venemaa presidendivalimisi;vahendab uku;liidus 10;raadio uudistele;liidu eesistujamaa;olulisemaks võib-olla
missioon teatas;toetab assotsiatsioonileppe;eestlase elust;likvideerida 2013;arutama usa-s;sloveenia välisministritele;liidu riikidest;esile arhiivideebeedikutest;jäävad jätkuvad
üleriigiline kogumissüsteem;peetreekilt arutelu;jäätmekäitluse koolides;edetabelis 22;olulisel näiteks;konkurentsivõime tõusnud;piirkondlikul tasemel;räägime euroopa;2007 eesti
siim-valmar kiisler;tõenäoline võitja;lootust venemaa;majandusministeeriumi abiministri;intensiivset tööd;jõukama riigi;rahvusvahelise konkurentsivõime;eestis tüürnike;nimelt nähtav
pidulik lindilõikamine;venemaa presidendivalimisi;venekeelses trükiajakirjanduses;lasteaed lasteaedadele;nii-öelda seaduse;portugal tšehhi;pakendiorganisatsioonide huvipuuduse;riik ägab;inimeste ilmselt
lihtsalt lükatud;arvamusküsitluste põhjal;alahinnata muuseumi;kergemini sündmusi;alusel reiting;venemaaga cnn-ile;protsendini räägime;kohtadest 2001;2007 vahendab
eesistujamaa sloveenia;suhted piiri;hoidlate väljaehitamine;aaviksoo ütles;serbia andma;euroopa julgeoleku;üksnes ungari;2004 üllatusena;üllatusena väga-väga
ida-eesti lääne-eestis;märksõnadeks välisinvesteeringud;laidoneri seotud;laine oodata;tulemust eleme;luksemburg tõusnud;üleriigiline kogumissüsteem;80 lehekülge;aastat nii-öelda
analüüsil konjunktuuriinstituudi;pariteedi alusel;asju maailma;cnn-ile antud;otsustavust hetkel;oluline näitaja;infrastruktuur euroopa;jõuda majandusministeeriumi;nii-öelda seaduse
edelatuul õhutemperatuur;kohad majandusseisundit;filmidest vaatab;sõjamuuseumis avati;tasemel eraldi;konjunktuuriinstituudi juhtivteadur;oodatakse bosnia;viis 10;kavandatud veebruari-märtsi
tuntud õunpuu;ruutmeetrilt eestis;tagastatud majade;10 põhjarannikul;annab raamatule;seisuga maailma;ungari portugal;jaanuaris laienemisvolinik;eesti 10
remondis töös;teenetemärkide kollektsioon;aastaks probleem;tööd varem;kuum annab;tänasel kohtumisel;küsitluste maakondlike;juhib usa;ida-eesti lääne-eestis
baseerub lausanne'i;ostujõu pariteedi;ameerika ühendriikidest;käitlemist uku;inimesi iseennast;omavalitsuste hinnang;suuruse riigile;likvideerida 2013;15 krooni
dokumentaal film;noore riigina;lasteaiapuudega loodetakse;eesistujamaa sloveenia;no momente;eluasemeprobleemidega toime;liidus 10;10 põhjarannikul;sõlmimine takerdunud
usa-s new;jaanuaris laienemisvolinik;täna avatud;filmiauhinna neitsi;sündmuseks objektiivselt;stabilisatsiooni assotsiatsioonileppe;euroopa julgeoleku;ruutmeetrilt eestis;jätkuvad siim-valmar
lapsevanemad tartus;eesti 90;leiduda laidoneril;abbas leppisid;hillary clintonit;üksnes ungari;eestist keskkonnaministeeriumi;-ks aastaks;väike riik
riigid võrreldatud;suureneb majandusministeeriumi;tribunali euroopa;80 lehekülge;kaugeks abstraktseks;samm euroopa;konkurentsivõime tõusnud;lasteaiakohta 2400;13 aastat
tagastatud maja;eesti konjunktuuriinstituudi;liidu laienemisvolinik;meeritakse uhke;nurgas elavatest;tribunali euroopa;eelvalimistel arvamusküsitluste;maailma avarustes;võib-olla headel
vambola paavo;eentalu kuulmiseni;ilmselt eluasemeprobleemidega;sloveenia teatas;tagastada tagatud;riigi kaasatud;baseerub lausanne'i;22 kuuerühmalist;mõeldud 116-le
teaduslik infrastruktuur;vaja nii-ütelda;arhiivideebeedikutest eraisikute;veenda serbiaga;aedade nii-öelda;oluliselt maailmaturu;tribunali euroopa;antud intervjuus;74 3
pakendites näeb;2013 -ks;eesistujamaa sloveenia;tõenäoline võitja;eleme noore;koostööorganisatsiooni vaatlejate;riikidest parimad;tahtsin suisa;sõlmimist serbiaga
tulemust eleme;tagastatud majade;hea jaapanist;siim-valmar kiisleri;meenuvad näiteks;riigina 200;tšehhi leev;edumaa eelvalimistel;nii-öelda lisarühmi
lasteaedadele rääkisime;meediaõpetuse tuba;jäätmekes ettevõtet;trükiajakirjanduses töötava;taas algatada;lootust venemaa;ähvardanud valitsusliidust;ajakirjanike ühingu;eesti 2007
jätkab lotte;lapsele jätkab;vabariigi aastapäeva;kella seitsmest;lahendamiseks näiteks;kolleegid venekeelses;annaks kandidaadile;konjunktuuriinstituudi juhtivteadur;näiteks skp-le
meediaõpetuse tuba;uurimine olulisemaks;konteinereid laos;2007 vahendab;no arvan;serbiaga lepingu;oluliselt maailmaturu;ida-eesti lääne-eestis;12 meetrit
takerdunud serbia;muutumas konkurentsi;lindilõikamine lottes;4000 leibkonda;autiitli saanu;usa-s new;serbiaga lepingu;avas kaitseminister;pinna saamiseks
mõnelgi elutingimused;new hampshire'is;joonatan austraaliast;samaaegselt muuseumi;viive vellemaal;võrreldes aastaga;organitsioonil loomulikult;tõusnud esikohal;lasteaia viive
vaja nii-ütelda;hoogu aasta;inimestele ekspositsioon;vaatamas vambola;seisus ongi;teatas toetab;puudulik paljud;900 avaldust;austraaliast aasta
nädalal seotud;abiministri siim-valmar;eraldi kunstituba;maailma avarustes;endiselt no;liidu eesistujamaa;koostööorganisatsiooni vaatlejate;uue jäätmeseadusega;taani luksemburg
juudi asunduste;väljaehitamine hoone;meenutamise sündmustega;infrastruktuur euroopa;ekspositsioon nii-öelda;ümarate valikukriteeriumite;gruusia presidendivalimiste;pinnal 2006;olukorra hiljuti
sõjamuuseumis avati;üksnes ungari;raadiouudiste toimetus;200 maailma;toimima jätkame;arvamusküsitluste põhjal;liit mures;endiselt no;arhitektuurne lahendus
lasteaed lasteaedadele;aastaraamat 80;kuulsite päevakaja;kindral laidoneri;paranenud arvan;väike riik;puhub edelast;sõnumitega välismaalt;2001 2007
aasta lõpus;lasteaed lotte;2007 vahendab;riikidest parimad;vaatame ütlema;efektiivsuse valdkonnas;ühingu aastaauhind;vabadussõjamuuseumilt võetud;2006 aasta
lotte juhataja;toimus pidulik;taaskasutuse kohustus;kindrali teenetemärkide;kaks miinus;gruusia opositsiooni;aastaks probleem;nädala kolmapärast;idee üldse
kolleegid venekeelses;maali laureaadid;reiting koondatud;palestiinlaste president;avatuks homme;heanaaberlikud suhted;luksemburg tõusnud;uudistele tartust;ekspositsioon nii-öelda
suureneb majandusministeeriumi;teatas toetab;kohtadest 2001;serbiaga jaanuaris;kuu intensiivset;ähvardanud valitsusliidust;probleemne pakendurnitsioonid;hiinalinnas valmis;20 aasta
laos tellige;19 ulatuses;teenetemärkide kollektsioon;sportlastele kõrge;idee üldse;mures uue;lootust venemaa;laidoneri näitus;serbiaga jaanuaris
