keyphrase;score
väga-väga meeldib;0.999
10 märtsil;0.9989
õhtune vöönd;0.9989
18 veebruaril;0.9989
kell 19;0.9988
unistuste koostöö;0.9988
otse-eetris väikese;0.9988
armastab printsi;0.9988
lõpetasin vestluse;0.9987
päeva käinud;0.9987
suurema kontserdi;0.9987
täita Kogu;0.9987
50 viimane;0.9987
Esietendus 20;0.9987
Ta ütles;0.9987
Mina Olen;0.9987
Sellel laupäeval;0.9987
pääsküla gümnaasiumi;0.9986
artist meeldib;0.9986
vanu meeldib;0.9986
avanevad toimub;0.9986
Et esinevad;0.9986
esinema 10;0.9986
algus kell;0.9986
vahva vahva;0.9985
18 minutit;0.9985
muutunud kaheksa;0.9985
muutmise lükkamise;0.9985
Jeesus Kristus;0.9984
loosiga Kaidor;0.9984
märtsil toimub;0.9984
üheksa 18;0.9984
viitsigi vaadata;0.9984
kooli mees;0.9984
viijaga Telefoni;0.9984
McGregor Shani;0.9984
Ameerika Ühendriikides;0.9984
suurem kaks;0.9984
eesti fänne;0.9984
Üldiselt album;0.9984
Merivoo-Parro juhin;0.9984
abituriendid 30;0.9984
Tabra puuga;0.9984
lugu ühises;0.9983
Conor McGregor;0.9983
vaata tundub;0.9983
öine aeg;0.9983
Mõte anda;0.9983
17 Felti;0.9983
2015 Ei;0.9983
Google Play;0.9983
kodulehelt R2;0.9983
kodus Iiri;0.9983
2015 Parimad;0.9983
kuulsaks Nüüd;0.9983
17 klassi;0.9982
karjääri suurema;0.9982
korbis Otsin;0.9982
Kino käib;0.9982
ärkvel hõivan;0.9982
väljundi maisbysi;0.9982
T-särk plakateid;0.9982
lood Ja;0.9982
Varahommikul metroos;0.9982
filmimaailma Kino;0.9982
Enne elli;0.9981
ETV-s Improteater;0.9981
jätta Superman;0.9981
vanast uksest;0.9981
köögilaual uued;0.9981
ring rahvusringhäälingu;0.9981
10 suurepärases;0.9981
tore rõõmu;0.9981
Koit Raudsepp;0.9981
silmad kinni;0.998
filmi T-särk;0.998
2015 auhinnapidu;0.998
Merivoo-Parro Maarja;0.998
Ma Mina;0.998
kuulata Samuti;0.998
Reinold 18;0.998
neli gaseeritu;0.998
toimub suur;0.998
ligime vaatame;0.998
bana ehtlesid;0.9979
esmaspäevast neljapäevani;0.9979
suur suur;0.9979
Luige lina;0.9979
Hommikust kell;0.9979
viskas poolnaljatamisi;0.9979
netis Kenad;0.9979
kahetunnises Rännak;0.9979
arvan Paarikümne;0.9978
Egiptusest Ei;0.9978
neljaviljapuder pimendiviidon;0.9978
püüdži värskemat;0.9978
null null;0.9978
koidusaade Aga;0.9978
kontserdist esitusele;0.9978
tööle vajanud;0.9978
naisi vahetame;0.9978
Ära kiirusta;0.9978
Reedel 19;0.9977
näinud Ma;0.9977
Merivoo-Parro kella;0.9977
tahtsin öelda;0.9977
R2 RÜE;0.9977
lood kyll;0.9977
Väga hea;0.9977
vaata selja;0.9977
arvatud hüüts;0.9977
kätt Nii;0.9977
Järgmisena tahan;0.9977
Kaidor Indreku;0.9976
Konkurss konkurss;0.9976
Elektriga Rahade;0.9976
lasen orjastada;0.9976
Mis aasta;0.9976
peita relv;0.9976
õhtu tegelikult;0.9976
Fufaytersi nimilugu;0.9976
armastatuim lastekirjanik;0.9976
Jaan Jaago;0.9976
kell seitse;0.9975
raadio äpp;0.9975
Tseemspondonsioon Connery;0.9975
kaldkriips ärgakse;0.9975
Kakao nopi;0.9975
Mikk Marvi;0.9975
Ja Et;0.9975
draivi saade;0.9975
tehagi klassikokkutuleku;0.9975
kodune tunne;0.9975
reisidest soojad;0.9975
35 ETV-s;0.9974
kuuldavus kuuldavus;0.9974
Käisin tervenisti;0.9974
vahehommik Hommikust;0.9974
suure venna;0.9974
Felti 17;0.9973
teab ainuke;0.9973
klassi tahtsid;0.9973
limusiini tugiloorid;0.9973
huvitab tegelikult;0.9972
Eestis käinud;0.9972
lahutab hoidsi;0.9972
kaks plaati;0.9972
paistab toru;0.9972
Merivoo Nonii;0.9972
Aeg Aeg;0.9971
Playst Võiatoorist;0.9971
Ja tegelikult;0.9971
televiisorist televiisor;0.9971
tõstad püsti;0.9971
RÜE hea;0.9971
astuvad Lemi;0.9971
ümbritsevale tähelepanu;0.997
päeva täielikult;0.997
ukse Aga;0.997
suuluud naisi;0.997
seened töötle;0.9969
kaubanduskeskuste uksed;0.9969
suures pildis;0.9969
poolenisti monotoonsus;0.9968
ansambel hüüts;0.9968
harjumist harjutamist;0.9968
õhku Mõte;0.9968
stiišees keeesseerin;0.9967
korraga singleid;0.9967
raadiuma räpp;0.9967
nimega Ärgaks;0.9967
vaadada tahavaateklaasi;0.9965
palav Jüri;0.9965
Paia laul;0.9965
fänne bänd;0.9964
kodu tuul;0.9964
klassipildi teemal;0.9963
õieti rännakut;0.9963
Caesar tundub;0.9961
esitusele vanad;0.9961
eetris kella;0.9958
21 35;0.9958
19 info;0.9954
saabutilli mängi;0.9953
meeste valitud;0.995
näiteks Ja;0.9943
tutvustada 10;0.9938
tundub tundub;0.9896
jäänud tegelikult;0.989
inimestele tundub;0.989
otsustajatel keeruline;0.9881
käib korda;0.9873
rahva tähelepanu;0.9848
keel natuke;0.9836
sõbrad raadio;0.9761
inimesed toimunud;0.9748
show tegemist;0.9607
Kristus mees;0.9597
mõju aega;0.9586
keeruline armastus;0.9423
