keyphrase;score
asi ellosioon;0.8861
aju gümnastika;0.8708
malaton kõne;0.8683
kim järelikultaly;0.8679
snaiper värk;0.859
käima konspiratiiv;0.8573
ülikool õppejõud;0.857
ažeerimine eesliin;0.857
nädal meskane;0.8567
näedsuma lähedvokaator;0.8561
mõttelaad tähtsus;0.8548
tõusma tõusma;0.851
gümnastika mõtlemistehnoloogia;0.8467
engels kirjavahetus;0.8465
tähendama hüpotees;0.8446
tippklass näedsuma;0.8442
füüsika korss;0.8436
küla lähikond;0.8427
ellosioon tore;0.8426
sümmeetriline universum;0.8412
mõtlemine võrdlemisi;0.8403
vestoma füüsikaõpetaja;0.8402
sõna fašism;0.8401
püstolipära moment;0.8393
õpetama vennashaus;0.8379
äranägemine nimi;0.8371
dialektilisus vastuolulisus;0.8368
kalassaarne tähtsus;0.8355
kirjandus teatmekirjandus;0.8345
jälle ala;0.8331
köödes ülikool;0.8323
thin nägema;0.8322
ülesanne peamine;0.8317
kool füüsika;0.8302
võimalik kujutama;0.83
küberneetika lõhn;0.83
mõttelaad teatud;0.8298
eesti pravintsiaalne;0.8293
ütlema eeltask;0.8289
seis kateeder;0.8285
maakonnakomitee organiseerimisinsteeerimine;0.8284
aut mängima;0.828
kultuurne kultuurne;0.8279
antiaine ruum;0.8261
aine enam-vähem;0.8261
andma mainimisväärne;0.8253
rattaline ažeerimine;0.8251
ettevalmistamine füüsik;0.8249
ühesõnaga masohhistlik;0.8243
õppima väljavaade;0.8238
figuur dekaan;0.8231
jällegi lähedus;0.8225
elu mõtlemine;0.8221
kirjandus võib-olla;0.821
aeg maakonnakomitee;0.8187
artikkel aut;0.8184
vennashaus teisiti;0.8178
sõna elustrateegia;0.8177
lõiguke plahvatav;0.8172
keerutus leningrad;0.8172
variant lihtsalt;0.8164
lõpp logesiliseb;0.816
gustav agannevitš;0.8158
aeg mõtlema;0.8156
häde koda;0.8155
sünnikoht vladivostok;0.8139
nägema aeg;0.8135
laskesport ühiskondlik;0.8135
elukool ägedam;0.8129
suurem mõju;0.8115
pestitatama probleem;0.8114
snaiper kool;0.8111
vast nädal;0.8107
aeg lühike;0.8096
ütlema menutegevus;0.8094
füüsik nii-öelda;0.8092
partisaniliikumine staap;0.808
töö algos;0.8079
vana-ema võimalus;0.8075
moment infarmatiivsem;0.8073
jälle snaiper;0.8068
hästi olukord;0.8068
nii-öelda komandeering;0.8056
nähtus valdkond;0.8055
stuudio gustav;0.8053
hästi populaarteaduslik;0.8049
saksamaa ootamatu;0.8049
nii-öelda hukkumine;0.8043
põus püstolipära;0.8042
pärnu linn;0.8041
hend operatiivosakond;0.8037
hea mälestus;0.8032
kontroll jälle;0.8026
mõte kasvaja;0.8023
põlvkond kord;0.8018
mõte plahvatus;0.8005
1001 artikkel;0.7999
asse isolil;0.7998
lahti tänapäev;0.7996
lihtsalt ragin;0.7994
viimane kohken;0.7993
hüppama lihtsalt;0.7989
ründama hommiku-söök;0.7988
lugu entsüklopeedia;0.7978
saka raadio;0.7977
tähtsus oluline;0.796
originaalselt figuur;0.7959
moment natukene;0.7957
kõne 39;0.7929
liivi küla;0.7928
andmed päev;0.7927
kummutama hüpotees;0.7926
lihtsalt nahhaalselt;0.7913
roodukomandör 100;0.7895
karjumine käima;0.7888
lähedvokaator spetsialist;0.7882
snaiper kolm;0.7878
haigla ilm;0.7875
päev laupäev;0.7875
observatoorium meloodia;0.7871
teadma õppimine;0.7866
tõravere observatoorium;0.7864
muutumine nsv;0.7858
nädal pidevalt;0.7857
sealhulgas hästi;0.7851
muutma köödes;0.7848
põhimõte lihtne;0.7848
probleem põhjalikult;0.7838
seotud lokaalne;0.7833
ani natsionaalsotsialism;0.7823
klass poiss;0.7821
allaime lahing;0.7819
teadus eesti;0.7814
kriitilisem päev;0.7808
füüsikaõpetaja ukrainlane;0.7799
ilus päev;0.7784
kateeder juhataja;0.778
õnnestuma elu;0.7778
traditsiooniliselt teadus;0.7757
leksikon tähendama;0.7738
meta haigla;0.7728
natukene lükkama;0.7714
vastutama 142000;0.771
informatiivne tulevik;0.7708
lihtsalt antiaine;0.77
sundima mõtlema;0.7693
tähtis naine;0.7692
sellesam paberitükk;0.7688
pahupidi aeg;0.768
elu meki;0.768
kuskilt varsti;0.7678
relvaliik ala;0.7677
seesmine ühendav;0.7669
sattuma kirjandus;0.7654
elustrateegia peamine;0.7645
suurem osa;0.7642
näiteks 100;0.7634
tähendama teadvus;0.763
fundamentaalne pööre;0.7628
võetud koht;0.7613
fašp kaduma;0.7579
ajalugu võrdlemisi;0.7577
ene andmed;0.7568
aasta 1951;0.7565
väeti küla;0.7558
jooksev poodne;0.7556
tookord seisev;0.7535
kirjutamata memuaare;0.7524
aasta mõttetegevus;0.7518
tegelema laskesport;0.7483
vahest vahe;0.7477
väike koosseis;0.7476
hiljem sõjastatistika;0.7454
traagilisem moment;0.7419
järjekord tähendama;0.7404
õppus vaja;0.7404
sõjakomissar allkiri;0.7387
-st aasta;0.738
1951 64;0.7379
jäme rikkumine;0.7337
varem variant;0.7326
hiljem teadus;0.7275
medal tookord;0.7256
suur entusiasm;0.7251
õppejõud professor;0.7226
kord laskespordiinstruktor;0.7225
leningrad formeerima;0.7211
1000 lastud;0.7177
alevis kool;0.7137
vabastama sisseastumiseksam;0.7131
kujutama koht;0.7094
aasta lähem;0.7057
lisa lihtsalt;0.705
aeg ruum;0.7047
60 juubel;0.6992
isa nimepidi;0.6839
sedasam lemmik;0.674
lõuna muutuma;0.656
formuleeritama sära;0.6249
algama intensiivne;0.5514
