keyphrase;score
eeposes I know;0.816
punkt kell terve;0.7998
meenutab lossistuva ammu;0.791
standardite peas Hamiltoni;0.7888
istun bastioni restoranis;0.7874
vaim väidab näiteks;0.7863
asetati Westminster Abbey;0.7859
ämblik jälle visalt;0.7857
omistatud väitega viitab;0.7848
kindlus lass Noore;0.7837
kauge ajalugu ongi;0.7833
isal 10000 See;0.7832
antakse lubasin pulmi;0.7832
isekas paindumatu rüütlisugu;0.7832
teada viimane lahing;0.7832
kõlab päev punkt;0.7829
aeg Legendi aeg;0.7825
istung Ajaloolased arvavad;0.7824
ekstsentrilise usega värve;0.7823
ajastu stiilile vastavalt;0.7821
meetrit merepinnast ideaalne;0.782
aeg-ajalt antakse lubasin;0.782
võimu peamine kants;0.7819
merepinnast ideaalne koht;0.7816
lossi vett juhtida;0.781
näiteks kolmekorruseline ruum;0.7808
suure kindluse rajamiseks;0.7805
hirmuäratavam edenbergi kindlus;0.7804
vägev keeruline kompleks;0.7804
seisab valvel tore;0.7803
kolmest pojast tulevikus;0.7801
ameti lugege See;0.7799
vastavalt Suure halli;0.7798
kaotas viimase suure;0.7798
naeratamas näinud haige;0.7797
Selleks protseduuriks valib;0.7796
kolme kilomeetri kaugusel;0.7796
kaugele sisemaale ulatub;0.7795
otseses mõttes kaotas;0.7793
perekonna erakabeliks ehitada;0.7792
annus sõrm lainis;0.7791
kabel vanem ehitus;0.7791
vett juhtida kindluse;0.779
abielust väljastpooltki hulk;0.779
kompleks Uhke keeruline;0.7789
takse eideni kindlust;0.7789
kindlust On teada;0.7785
konservatiivses poliitilisse ellu;0.7785
parlamendi esimene istung;0.7785
kummaline kaugele jäänud;0.7785
esialgse vajaduse kaotanud;0.7785
iidses eeposes I;0.7779
vaja ühist isandat;0.7779
ehitiseks Võib-olla kummaline;0.7778
kilomeetri kaugusel Umbes;0.7777
Aga istun bastioni;0.7777
kama tohutu vägeva;0.7775
teada huvitava loo;0.7774
rajati pikka piiramist;0.7774
sotima vanemaks ehitiseks;0.7774
uue olevikuga tegemist;0.7772
talvel Robert Prius;0.7771
krahvičeimz Ethaniga abiellus;0.777
viibis üpris harva;0.777
üpris keeruliseks Enim;0.7769
andnud surivoodil käsu;0.7769
Legendi aeg Legendi;0.7767
asja elus mõistame;0.7767
igatses seisva lossiplatsilt;0.7766
lossi ainsa kaevu;0.7765
kuues viibis üpris;0.7765
asuva rähvlini saare;0.7764
onu anglosaksi soost;0.7762
juhtida kindluse piiramise;0.7761
sünge ebamugav paik;0.776
nõustuvad krooniga standardite;0.7757
teada eeposes toimunud;0.7757
Erilaid Millal uhked;0.7755
uhkemaid Šoti parlament;0.7755
alle Edinburghi noos;0.7754
nor Robert esimene;0.7753
I know tõudin;0.7752
Legendi aeg kard;0.7752
mäest paremale iidsete;0.7751
emale viima Et;0.775
osa purustustest taastati;0.775
kompleks Kuninglik palee;0.7749
restoranis Ja taas;0.7748
taas vestlus kusagile;0.7746
Paukama esialgse vajaduse;0.7746
kandideerib parlamenti tuues;0.7745
kanali seina ehtival;0.7743
loss tohutuselepärane kivine;0.7741
kindlus kõrgel künkal;0.7741
On lesk abiellumine;0.774
Ikka jälle meenutab;0.7739
metsik ohjeldama himur;0.7737
üha täiendati teada;0.7737
paik Sain aru;0.7736
Robert Prius William;0.7733
aeg kard külmal;0.773
noos Hamptoni lepingule;0.7729
ehitus Edinburghi kindluslossis;0.7729
sõnastatud alanduse hinnaga;0.7728
palee esimesel korrusel;0.7728
uhked šotlased marssima;0.7727
ammustest aegadest algatatud;0.7727
prioussi keha puhkab;0.7726
Šoti parlament käis;0.7726
teadma 14 -ks;0.7725
kaob Kuigi tollase;0.7725
kard külmal talvel;0.7725
lammaste Jens viiendal;0.7724
aknaga toa voodi;0.7724
mahutada Kui katoliiklik;0.7724
ellu Tubli rabi;0.7723
iidsetel kividel igivanas;0.7723
Suur osa purustustest;0.7723
korraks valitsev monarh;0.7722
aset Šoti parlamendi;0.7721
piiramise ajal elu;0.772
peitma põgenema Legendi;0.7718
kindluse rajamiseks Seda;0.7717
kell paugu EEG;0.7716
osa viidi kivi;0.7716
tappa loomi tunne;0.7714
paremale iidsete 16;0.7712
ujuvad mustad luiged;0.7712
Darliga sünge ebamugav;0.771
rajatud unustada Ta;0.7709
Dylan Aga istun;0.7709
1296 inglise kuningas;0.7707
tohutu kirjutab Stefan;0.7707
vähem usaldad usaldatavamad;0.7706
kuuenda regent Inglismaa;0.7705
10000 See tervede;0.7702
mahu Kabeli seisab;0.7701
poliitilisse ellu Tubli;0.7701
algus kirjutab Stephens;0.77
tunda Edinburghi loss;0.7697
pealegi vaene maa;0.7697
Ungaris Tema onu;0.7694
suudaks kinni maksta;0.7694
unustada Ta lasta;0.7693
vägev puutaladest lagi;0.7692
avastustest Lühidalt asi;0.7691
kindluse Edinburgh Manime;0.769
kuningas Sheimskuues Seda;0.769
vanduma Suur osa;0.7689
See Stefan Zweigi;0.7688
inglise kuningas Edward;0.7688
abi küsis Abi;0.7687
pikliku aknaga toa;0.7687
mõju tohutu hirmuäratavam;0.7687
seaduslikuks lapseks tunnistanud;0.7686
valged pilved Mu;0.7684
Stefan Sway raamatus;0.768
kividel igivanas eesti;0.7679
vahimees Ja aasta;0.7678
olevikuga tegemist minevik;0.7678
alanduse hinnaga Stephens;0.7676
tugev morn metsik;0.7675
hall ehitati 1513;0.767
putuka tegutsemises Kui;0.7668
kuningas Charles IC;0.7667
Enim Vergi tekkelugu;0.7661
Edward kolmas alle;0.7654
tütar ilmale Ungaris;0.7654
palee 15 -st;0.7653
kusagile vii Iga;0.7653
IC Edinburghi lossi;0.7649
aega aastast 1929;0.7649
tuues tsiteerinud ekstsentrilise;0.7649
ulatub Iidne Edinburgh;0.7648
parlament käis 1639;0.7647
aidanud Marie Stewart;0.7644
suurt mahugi Ja;0.7642
lossi uuemas osas;0.7637
Oma aja tohutu;0.7633
palee kuninganna Marie;0.7629
paindumatu rüütlisugu Olles;0.7625
1386 ehitada Robert;0.7623
taastati ehitati uusi;0.7619
Maria Stuarti ainus;0.7614
saared See roobi;0.7614
know tõudin Kui;0.7607
ehitati 1888 Sissepääsu;0.7606
lossi Kuueteistkümnendal Islandil;0.7604
lossis tuletab Ta;0.7602
kuningas Henry taanly;0.7602
üpris raske Ligi;0.7602
Bob Dylan Aga;0.7601
kants edenberg Siin;0.7595
1093 poeg Edmond;0.759
kuningat maha suruda;0.7589
ahvatlevam Niimoodi Malcolmi;0.7562
kuningas Edward esimene;0.7518
inimesed seotud inimesed;0.7494
Volter Stewarti Ning;0.7452
Henry VII Maria;0.7261
