EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM-L12_multi;multi_e5;xml_roberta
polegi jõulud tegelikult;jõulukaartide saatmine Sest;meeldetuletused jõulud rahuaeg;pühadeootusega kaasnevad kingituste;kingituste hankimine kodu;jõulud tegelikult rahuaeg;Maarja Jõulud rahuaeg;aasta kokkuvõtmine jääb
ennist mainitud jõulurõõmud;kaasnevad kingituste planeerimine;jõulud tegelikult rahuaeg;Just inimeste heaolu;lisada armsad ennist;probleem jõuludega seoses;Jõulud rahuaeg Nii;reaktsioone organisatsioone vedada
Maarja Maarja Jõulud;jaanuarini sündmustevaene kyll;pidevad meeldetuletused jõulud;potentsiaali moel tähendaks;asjasse segatud pangaülekanded;maailma probleem jõuludega;jõulud rahuaeg suurepärane;tegelikult lähedaste lihtsalt
rahuaeg suurepärane võimalus;Selliseid heategevusi tahaksid;probleem jõuludega seoses;Kogu süsteem seatud;armsad ennist mainitud;ennist mainitud jõulurõõmud;jõulud tegelikult rahuaeg;näiteks juhtumisi hetkel
tavaliselt Ja võrreldes;Selle isetu tegevuse;kaunistamine jõulukaartide saatmine;polegi jõulud tegelikult;aktsepteeritav jätta sebida;võimalik tänavusel jõuluajal;maailma probleem jõuludega;tegelikult hästi inimene
palgatasemetega inimesed võtnud;Ma silmas lisatoiminguid;mainitud jõulurõõmud kingi;lähedaste lihtsalt Teine;vaba aega näiteks;jõuludega seoses inimesel;probleem jõuludega seoses;kõrgematel tuuridel Ja
Päriselt andke teada;kokkuvõtmine jääb aega;võimalik tänavusel jõuluajal;vedada Just inimeste;kiirem keerulisem aeg;meeldetuletused jõulud rahuaeg;meeldetuletused jõulud rahuaeg;probleem jõuludega seoses
Jaanus Kelm jaanuarini;polegi jõulud tegelikult;jõulurõõmud kingi otsimine;No aktsepteeritav jätta;tegelikult hästi inimene;pidevad meeldetuletused jõulud;tänavusel jõuluajal heategevusena;palgatasemetega inimesed võtnud
kahjuks Kogu süsteem;igapäevaelu osa Ja;Ja polegi jõulud;elus kahjuks Kogu;näiteks juhtumisi hetkel;jõuluajal heategevusena asjasse;Ja polegi jõulud;kena päeva No
vägagi isekalt õnnetunnet;kinkida Ja imeline;tänavusel jõuluajal heategevusena;kinnitavad Ometi paljude;võimalus elus kahjuks;Ja polegi jõulud;polegi jõulud tegelikult;detsembri alguses tegusid
