EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM-L12_multi;multi_e5;xml_roberta
kõrts vanasti ollu;sõnadega seletada Kuidas;mängisite Lõuna-Eesti lood;mängitud rida kandis;sellekohane riietus esinete;lood mängisite Lõuna-Eesti;mängisite Lõuna-Eesti lood;Need Lõuna-Eesti lood
mängisite Lõuna-Eesti lood;talus Ja vanasti;kuulsite mängima vanad;pulkade singli Volka;ollu piljon vahetatud;pillimehed mänginud pikki;Seda Lääne-Eesti pillimehed;pilli mängida mäki
sõnadega seletada Kuidas;maailmasõjaaegne tants Vaata;näidata vanu tantse;Siis noored viga;mängima unustasin Paarkümmend;kandis kaugemal mängitud;Millal pillimäng alguse;Lõuna-Eesti lood Need
hüppavad paaris hüppavad;huvitatud mängimise õppimisega;vanad laulud Aga;Ja tantsukäike raske;tuletan lood meelde;Need lood mängisite;Need lood mängisite;külal vallal vähe
esinemine Ja mõte;Lääne-Eesti pillimehed mänginud;Need lood mängisite;Millal pillimäng alguse;alguse Ma seitsme;mängu selgeks õppisin;Lõuna-Eesti lood Need;Seda Lääne-Eesti pillimehed
vanad vanad uuesti;Vanasti tantsiti poisid;oligi noortel meelelahutus;unustasin Paarkümmend aastat;bajaani mängima unustasin;mängimise õppimisega akordioni;teistmoodi Millal pillimäng;lood Need Lõuna-Eesti
pikki mere mereäärne;osteti esimene lõõtspill;Lõuna-Eesti lood Need;teenisin otsisin paremaid;mängu selgeks õppisin;mängijal külal vallal;mängitud kuulnud Kõrtsi;lood mängisite Lõuna-Eesti
Volka rüütelkond imelal;polkavat päritolu tea;tantse märgid oligi;See minioon miljon;teenisin otsisin paremaid;teistmoodi Millal pillimäng;mängima vanad laulud;Lõuna-Eesti lood kuulnud
levinud mängitud rida;naised naisi Vanasti;mees laulu neiust;Ja hiljem mängu;vanad vanad uuesti;Mitu pilli mänginud;lina pilli mängida;grupis paar paar-kolm
ajal kolijusi akordionipalavik;tantsiti poisid No;Lääne-Eesti pillimehed mänginud;Vaat vanasti tantsud;Nüüd vanad vanad;kuulsid kuulsite mängima;Aga vaata laulusõnadest;vanasti ollu kõrtsi
