EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM-L12_multi;multi_e5;xml_roberta
;Venemaa;Kanada;näidatakse;;jõulude;Kanadas;Trump
tõusis;sport;kanada;Lähis-Idas;head;Jõulude;kanadapärane;president
kõrged;;kanadapärane;ebaolulised;Ent;trump;Kanadale;USA
rivaliteet;vana;Kanadas;vanast;andma;Trump;Kanadaga;värving
Pikraing;Camilla;Kanadale;USAsse;arvavad;ameeriklastel;Ameerika;Nende
Lähis-Idas;jäähoki;Kanadaga;eeslinnas;kodus;presidendiks;uudised;Õnneks
värving;turvalisem;Ameerika;nädalani;president;uudiseks;maailmas;21
Õppis;aasta;ameeriklastel;uudiste;anti;Donald;Uudisele;sport
Rahvusringhääling;turvalisus;Austraalias;viinapudeli;programmi;Uudisele;Eestisse;14
Hoki;kaalu;Torontos;üldse;tekitab;kanadapärane;maailma;NATO
popiidol;rivaliteet;turvalisus;Reklaamipauside;video;uudis;uudis;kahe
Youtube'i;Eestisse;USAsse;mängufilmist;oodatakse;aastaga;maailmameistriteks;kahjuks
Vahtralehemaal;Rahvusringhääling;USA;mängisid;pakub;uudised;Austraalias;head
juuniorite;aastaselt;Kasekamp;Järgmise;usutav;uudiste;Siin;kanala
eeslinnas;video;Trump;hittidest;kummaliselt;president;Lähis-Idas;jätta
