EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM-L12_multi;multi_e5;xml_roberta
;Kui;Birgitte;tähendab;;Birgit;Aitäh;tõeliselt
arrygoivunen;koostööd;Birgit;Piirisest;even;Birgitte;Eurovisioonilt;natukese
house'i;Midagi;aastatel;Superstaarisaade;pull;üllatuslikult;Õigemeelele;seotud
VIP-looži;Oled;aastahitti;superstaarisaade;andsime;üllatunud;Kuidas;võib-olla
jõuluajal;viitsinud;balloonide;meeldib;valida;lemmiklugu;Eurovisiooni;müüdud
talupojamõistus;Kas;esimesel;meeldis;head;esitasin;Kuigi;vaadata
võimalik;lisa;alguses;teadsin;spirit;ütlesin;Õigemeel;kahe
põhimõtteliselt;pealkirjaga;aastal;üksjagu;persoon;kirjutanud;eurovisioonil;kahjuks
jõulukontsert;langes;seltskonnaüritused;raamideks;vale;kommenteerida;pealkirjaga;mõelda
Enam-vähem;Meie;üritustel;provotseerib;kodu;ütles;Vaata;kujutanud
võidab;Sõbrad;üritustele;Eurovisioonilt;pinged;pealkirjaga;Üle;annan
drillalletrullellale;sihi;üritusi;naisartiste;tähendab;rääkinud;Tegelikult;Eestis
volüüm;kannab;esinemistel;pealkiri;kell;mõtlesid;ütleb;tüüpi
üllatunud;inimene;raadio;stuudiosse;olemisele;võitjana;hästi;meeldib
läbisaamine;suudab;talvel;kreisiraadiot;kodus;lausa;Viimasel;nii-öelda
