EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
hästi rõõmsameelne coop;pilves selgimistega sajab;üldiselt euroopas tolmandajatele;seitsmeteistkümnes euroopa liidu;annan maksimumi jätkame;eesti kodanikega kehtib;ellen niit eesti;vikerhommikule eurovisiooni lauluvõistlust;13000 migranti eestis
andres lember ütles;ütles ametisse pürgijatele;ööbib telkides euroopa;pluss viie kraadini;kindlasti annan maksimumi;tuua välismaalt eestisse;eestis euroopa riikides;ütles täna kreeka;jäänud 13000 migranti
stig rästa fred;euroopa põgenikeagentuuri teatel;eestis vaja meemesilasi;põhjapiirile päädib humanitaarkriisiga;igav jännet sideme;eestis euroopa riikides;eestis olukord koha;eurovisiooni lauluvõistlusel jüri;võimalus suurem ida-eestis
tsipras saksa kantsler;põgenike majutustingimusi riik;arvatud eestis tolmeldamist;maarja-magdaleena äksi kihelkonna;kasutamine taas lubatud;eurovisiooni lauluvõistlusel eesti;tuua välismaalt eestisse;esindab lauluga eestit;raie veterinaar- toiduametist
eesti põllumajandus eestis;koostas 1994 aastal;migranti eestis tööjõupuuduse;90 protsenti maailmaõistaimede;ootab võimalust astuda;olukord kiita eestis;päädib humanitaarkriisiga eestisse;2016 eesti laulu;veterinaar- toiduametist suremus
näete tänasin andrus;puutunud kehtivad keelenõuded;tulemusi kahjuks eestis;räägib tark ülikooli;tallist noort last;euroopa tegelikult eestis;teemadel kreeka valitsus;kevadel stockholmis eurovisiooni;ületada makedoonia valitsuse
instituut valmis murdesõnastike;makedoonia kaido piiripunkti;euroopa tegelikult eestis;vaatasin samamoodi muusikasaateid;näiteks näitena näiteks;eestit esindab mais;kevadel stockholmis eurovisiooni;humanitaarkriisiga eestisse töötukassa;kauplustes erandeid müügipersonalile
suurim kaubanduskett coop;kavatseb homsel euroopa;kevadel stockholmis eurovisiooni;võisteldi kiiruse hobuse;angela merkel ütles;tulemusi kahjuks eestis;kavatseb homsel euroopa;täna kreeka välgukiirusel;võib-olla omapärane leidu
arusaadav võib-olla murdejooned;ühisotsuseid teatas peaminister;vikerhommikule eurovisiooni lauluvõistlust;14 aastane maie;tavaline ilm homme;päädib humanitaarkriisiga eestisse;põgenike kogunemine kreeka;kuuenda märtsi päevakaja;märksõnaks ilmastumine kasutatakse
pustam eesti keel;suvel hästi rakendivõistlusi;euroopa kõrge tolmeldajate;nõutakse keeleoskust coopi;võimalust astuda vaatasin;ütles vikerhommikule eurovisiooni;liidult abi kreeka;kristi sobak eestit;maarja-magdaleena äksi kihelkonna
