EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
abdulli gold;nädala edetabelit;esimene singel;mängima rokkraadio;number ;nädala kehtiva;nimetaksime nädala;uus singel;11 nädalat
suurem müügiartikkel;the black;augusti edetabelis;õigemini andres;if no;augusti edetabelis;edetabelilõpp homme;edetabelilõpp homme;12 kolmeteistkümnendat
fon tööna;vaatleb euroopa;toimub muusikaajakirja;esimest singlit;mainisin simply;täna mängime;räägiksin juulikuus;tippkümnesse üheksandal;california esimesel
the black;aastasel bellami;nädal ansamblil;edetabelis eelnevates;number noomiva;vabalt septembrikuus;täna lihtsam;muusikaajakirja vaatleb;number 13
tõusu edetabelis;sadat singlite;täisnädala reedel;jääb lugu;nädala number;katkestada kord;stuudios täna;mängima rokkraadio;nädalal 12
noor lootustandev;esimesel eurovisioonist;29 juulil;heronilis 12;29 number;stuudios täna;kiiresti katkestada;täisnädala reedel;neli aastat
alguses mängitud;raketti cherry;vabalt septembrikuus;joissa singel;reedia if;edetabeleid järgida;rosetid lukk;pätte plaadi;18 möödunudnädalane
inglist jäänud;10 vakset;singlite edetabelit;neli aastat;tips inglist;vara täpselt;vabalt septembrikuus;lugu teada;mängisime täna
võib-olla kord;number vaatame;nimed näiteks;14 teooria;power piks;selgeks asja;kerkinud vara;10 nädalat;võib-olla kord
leia hansa;filmist tuntud;laulud tervelt;randebu nonii;lugu power;sammukese kerkinud;nädalal beachis;19 märgiksin;tõusnud 18
euroopa toimunud;teooria esstefaanilt;nimelt edetabel;vabalt septembrikuus;one nädalasse;täna lihtsam;edetabel lõpetab;belgias esimesel;kolme kaks
mängiv ansambel;tähendab raadiojaamade;13 edetabelites;aasta albumi;olevaks sättide;öelda tööna;aeg pressib;nädalal beachis;antud special
nimelt edetabel;edetabelis edetabelis;täna natukene;ameerikas number;number seitse;räägiksin juulikuus;võib-olla kord;märgiksin muuseas;15 juuliga
suurem osa;number neljandal;tundub ameerika;edetabeleid music;simply reedia;üllatus vähem;seitsmendal jäänud;laulja kim;20 seitsmeteistkümnendalt
johnsoni jaamiv;kehtiva edetabelilõpp;albumi autoff;rosetid lukk;prints batmani;aeg pressib;hallyday mera;viie viiendal;nädala kehtiva
lukk amneesia;jäänud läinudnädalane;edetabelilõpp homme;15-st tips;hollandi number;oligi möödunud;võtame natukene;jätkab tõusu;täpselt 20
natukene koordi;hubble'i hitiga;rootsi grupp;palaga andata;noomen tael;võib-olla kord;järgida selgeks;septembris täna;29 juulil
kerkinud vara;mustanahaline duett;sammukese kõrgemale;lõkke rocco;päästju life;viie viiendal;14 koha;20 seitsmeteistkümnendalt;13 nädal
nimega one;suurem esimesed;jaamiv asi;tatari nimetatud;beachis power;aasta albumi;22 -lt;mänginud 13;michael jacksoni
lihtsalt puhtfüüsiliselt;drest kaasaegses;asi raketti;73 singel;motze hubble'i;jään huviga;huviga ootama;rootsi grupp;11 nädalal
itena lai;ekspressi mängib;lihtsalt puhtfüüsiliselt;paar paleras;suuremat new;granada šansse;märgiksin muuseas;tähendab kahtekümmend;üheksa 13
nädalaga jõudnud;kahtekümmend kuumemat;tähendab raadiojaamade;joratsiooning paar;antud special;16-st kohtel;bängurs igavene;tutvustamist taanis;tuntud lugu
vast raadiojaamad;vabalt septembrikuus;kolme märgitud;singli number;kuu man's;tänast saadet;kolmandal sammukese;vast raadiojaamad;lions kiru
villalaat soomes;filmist nahkhiiretantsuga;mängisime õigemini;jan hanteri;gold haatid;kolm uus;edetabeleid jälgida;juulil lõppenud;nii-öelda suurem
saksa liitvabariigis;albumi nimilugu;seegi jääb;kolm korda;the black;jõudsime tippkümnesse;saadet alustab;number saksamaalt;number kolme
noomiva näo;toimub muusikaajakirja;lugu kiiresti;kuu man's;tael ants;tutvustamist taanis;neli aastat;täitsa vabalt;hotell california
aastat kõrgemale;duett nimega;euroopa edetabeleid;esimesel michael;nimed näiteks;edetabeleid music;ettevaatlikum vana;hotsate müüt;langes 11
singlina lõkke;18 möödunudnädalane;rokkraadio stuudios;käri maitia;soul pala;tõusnud 19;number viis;play tähendab;puhtfüüsiliselt võimalik
püüdsin kõrgem;vans dubais;tütarlaste ansambel;suuremat new;tapmine loving;autoff kond;juhib edetabelit;suurem müügiartikkel;eurokset 15
pi rakkimigajas;prints batmani;meelde käsitleme;leoreed jõudsime;lugu vast;singel jori;mängisime täna;eurovisioonist tuttav;73 singel
granada aiadega;-ks beebi;viimaks portugali;14 koha;ootama kolmas;finja kännibasi;tipus uus;braun ootab;saksa liitvabariigis
anis siirduda;power pik;hollandi poiss;lae saavutanud;tiina liked;plaadi slaidil;-le langes;võib-olla kord;seitsme nädalaga
pikemalt räägiksin;jäänud 15;edetabelis kahe;lök madonna;ansambel bon;endine broadcast;päevi heronilis;suur üllatus;number 10
ekspass lugude;number soni;kuri kahtlus;eurokset 15;saavutamine võttis;merja 29;öelda tööna;singel 14;14 koha
10 vakset;edetabelis kõrgemal;rakers joissa;singel rathy;play tähendab;broadcast laulja;15-st tips;esstefaanilt toonduv;10 uus
nädala tipp;rosetid lukk;laulja kim;seitse ansambel;sky kolme;esimesel bändi;lukk amneesia;narkootikumide lugema;merja 29
kuri kahtlus;mängima nädala;-lt leiame;juulikuus üldse;suurem osa;stewart saavutas;10 uus;albumi autoff;number martikaia
öeldakse kehtivuse;california esimesel;lihtsam edetabeleid;braun ootab;you šveitsis;laika billboardi;öelda suuremat;poiss joratsiooning;the black
sõualajev mängima;pik play;alustab möödunud;tuletan meelde;toomas koosleri;neli aastat;haatid külaline;14 teooria;sidujad kreisi
drest kaasaegses;länhalm muistanud;seitsmendana anis;simply reedia;special nimed;-le langes;vait noor;nimed näiteks;13 edetabelites
kütame pingeid;hanteri motze;narkootikumide lugema;vara täpselt;saajand uus;kirjutab laulud;kõrgemal positsioonil;rakkimigajas sõbrad;gibson muuseas
jõudsime tippkümnesse;täna lihtsam;saksa liitvabariigis;vans dubais;you saksa;natukene koordi;kuulsite loomulikult;ameerika roki;seitsmeteistkümnendale mängi
seeria bobi;mosseupli hitt;you šveitsis;hatsate püüt;pik play;mänginud 13;stewart saavutas;kond soul;lugema taani
tiina liked;29 juulil;antud special;lõpetab öeldakse;anal luuseum;meest rock;üldse juhtunud;charlingi nõmarbaleras;esimesel bändi
number 13;15 leiame;no näe;ekspress fon;kännibasi good;kärin jätkab;plaadi slaidil;mera toorteisel;nadi lions
müüt singel;kütame pingeid;ansamblilt suur;viie viiendal;aeg pressib;raadiojaamad mängivad;koordi edetabeliga;hammast produtsent;10 vakset
asume ameerika;teada kaks;edetabeleid järgida;korra peksa;kond soul;kuulsite loomulikult;number noomiva;kiiresti katkestada;kuulsam mees
läbilöövat singel;ansambli hammast;michael jacksoni;eelnevates sky;tipp 10;esimesel aastasel;pidis 73;tüüpilist ameerika;vara täpselt
kolme märgitud;10 lugu;black tõusnud;toonduv anal;-ks beebi;seitse ansambel;jõudsime tippkümnesse;tütarlaste ansambel;bobi braun
15-st tips;heronilis 12;pidis 73;kolmeteistkümnendat nädalat;tantsu souli;seitsmeteistkümnendalt leiame;tõusnud 18;stewart saavutas;möödunud nädala
