EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM-L12_multi;multi_e5;xml_roberta
;Warriors;Petseris;tähendab;;Eestisse;Täna;e-kaubanduse
väikeettevõtete;koostööd;Eesti-Läti-Vene;Rääkides;argument;Kalevi;Viimased;Kesk-Euroopast
Küsitlus;Politsei;Kalev;rahvusstaadioniks;number;Leedu;Pärnusse;sõjalis-tehnilise
Swedbank;McLareni;lootust;üheksandas;operaator;Poola;spordiuudised;ühisgümnaasiumis
võimalikud;Joachim;Hepner;pilvisus;test;Venemaaga;Meie;jätkama
kõrgetasemelisel;küberrünnak;kultuurisündmus;korvpalli;business;Baltimaade;Kuulsite;võib-olla
kaardimaksetes;kirjutuslaudade;Estonia;Baltimaade;arvasime;spordistaadioni;Hiiumaa;ettevõtmine
Kaljurand;monitooring;epits;majas;andma;Porošenko;Kalevikesksust;president
khatimaksepäringud;Läti;Pärt;Kaubandus-Tööstuskoja;maile;tulevikus;Eesti-Läti-Vene;ongi
mobiliseeritud;füüsilistesse;Kesk-Euroopast;tegutsesid;vastavalt;võistkonnas;vikerraadio;probleemi
