keyphrase;score
tool istuma;0.8272
omama vastav;0.8168
suutma kodu;0.816
noorem vend;0.8137
unistus ideaal;0.8096
action vana;0.8084
kontroll inimene;0.8073
programm nii-öelda;0.8052
punkt julgelt;0.8043
asi kontroll;0.8016
otsima näiteks;0.8014
kodu rajama;0.8001
suurem klient;0.8001
jääma noorem;0.8
esitama asi;0.7995
vaatama inimene;0.7993
kaart tasku;0.7992
kursus idee;0.7982
vastama vastama;0.7979
hea vorm;0.7979
kodu kant;0.7979
kindlalt istuma;0.7969
sobiv hulk;0.796
uus koht;0.7958
inimene kurjus;0.7957
süsteem andma;0.7954
inimene vanem;0.7949
korrigeerima eksisteerima;0.7942
intervjuu eile;0.7939
pidevalt vaatama;0.7937
homme suhteliselt;0.7936
tool istunud;0.7935
võimalik no;0.7935
võimalik võimalik;0.7933
istuma kristlik;0.7931
tore elama;0.7923
kodu jaa;0.7923
andma emotsionaalselt;0.792
saavutama meelerahu;0.7917
vigioon tell;0.7915
detail hästi;0.7912
programeen programmeerija;0.7911
eile tunduma;0.791
üdi aus;0.7908
maa punkt;0.7907
kursus hind;0.7907
asi suutma;0.7905
ütlema tahtma;0.7904
sattuma otsima;0.7903
soe uus;0.7901
otsima aeg;0.7901
tell terve;0.7901
kord istuma;0.79
selge kindlasti;0.7899
suhtuma asi;0.7893
roll ema;0.7892
hind 5000;0.7888
käiv asi;0.7886
suurem osa;0.7885
nädal arvatud;0.7884
energia elu;0.7878
eri nurk;0.7876
no kindlasti;0.7875
otsustama ostma;0.7874
istuma mugavalt;0.7867
enamus pisar;0.7864
panema alus;0.7862
kindlasti nostalgia;0.7861
laps no;0.7857
ammu kroon;0.7855
mõte kontroll;0.7855
taust lubama;0.7854
aitama aitama;0.7846
uus tuttav;0.7842
parem jutt;0.784
äärmiselt äärmiselt;0.7838
sise sisekujundus;0.7836
pekk andunult;0.7834
ammu surema;0.783
istuma Concordia;0.783
kaem no;0.7828
hetk akadeemiline;0.7828
tunduma Eeva;0.7825
omama las;0.7825
saade võib-olla;0.7825
suhteliselt problemaatiline;0.7824
unetu öi;0.7824
harrastus look;0.7824
vastama 100;0.7823
auto ajal;0.7821
seadmine juhtimine;0.7817
ööbima miinimum;0.7816
vanem vanavanem;0.7813
inimene vastutav;0.7811
hea meel;0.7808
sorry isa;0.7806
tegelikult praegult;0.7806
inimene silm;0.7802
aus möödunud;0.7802
katastroofiline inimene;0.7799
mugavus dett;0.7799
optimism positiivne;0.7798
kirg PA;0.7797
aeg tundma;0.7793
tervis energia;0.7791
algama AFP;0.7788
statsionaarselt no;0.7788
ajal probleem;0.7787
PA harrastus;0.7786
otsima kell;0.7785
tagama tasu;0.7781
üürimine süsteem;0.778
kannatama rikkam;0.7779
andma talv;0.7778
vaatama kanal;0.7778
asi ametinimetus;0.7778
vanavanem maa;0.7778
astuma hea;0.7777
täna homme;0.7777
kord proovima;0.7776
no asi;0.7775
kadedus uss;0.7771
ehitama elama;0.7761
asi natukene;0.7757
asutus töötav;0.7757
aduma jaa;0.7755
hektar kaasomand;0.7754
look ostma;0.7753
Tallinn kodu;0.775
bankett vastuvõtt;0.7747
kujunema park;0.7745
võib-olla 10;0.7741
kinni ilusti;0.774
advokaat amet;0.7739
advokatuur kindlalt;0.7735
plaan paistma;0.7733
aru algama;0.7732
tellis pandud;0.7722
kaks kilomeeter;0.772
täna saade;0.7719
hea laeng;0.7715
aru neiu;0.7711
jalg jalg;0.7705
Petit kindlasti;0.7705
inglise keel;0.77
areng Öelgem;0.7699
kandma Mart;0.7696
süda armas;0.7693
100 hektar;0.7692
Café eduv;0.7679
mõis Eesti;0.7678
roll Bella;0.766
maa niigi;0.7656
no kulum;0.7656
partei kaks;0.7641
liige vandeadvokaat;0.7639
sild õnn;0.7638
rektor rektor;0.7636
kasutama torn;0.7633
5000 inimene;0.7632
oskama hindama;0.7631
teadma teadma;0.7629
käima vä;0.7624
raha vajama;0.7624
maol asi;0.7621
35 klassikomplekt;0.7618
kaks vend;0.7611
küsima küsima;0.7603
kvalifikatsioon tore;0.7598
surema no;0.7597
Belarus peadirektor;0.7595
viima Norra;0.7594
asi tõesti-tõesti;0.759
minut 11;0.7576
50 sattuma;0.7568
hea hea;0.7567
sport raske;0.755
33 aasta;0.7545
Neste Oil;0.7542
pulm pulm;0.7536
esimene eriinternaatkool;0.7536
jurist Eesti;0.7523
Rutkaja Beck;0.7518
Ruhnus Ruhnu;0.7516
27 jaanuar;0.7512
30 35;0.7507
Valgevene Neste;0.7505
Eestimaa eri;0.75
sealtsam küla;0.7496
100 kilomeeter;0.7492
Järvamaa siduma;0.7492
miljon Eesti;0.7491
Helsingi Helsingi;0.7489
Oil Belarus;0.7461
linnas linn;0.7454
Euroopa Ameerika;0.7414
Kalev Petit;0.7381
Pirgu Pirgu;0.7327
Tartu Ülikool;0.7305
Järvamaa Järvamaa;0.7139
