keyphrase;score
hirmus mereröövel Silver;0.4626
silver kadriann parim;0.4466
Silver Ükssilm muretsema;0.4441
Silver Ükssilm hirmsam;0.4417
admiral käsi Silver;0.4391
Silver Ükssilm kartmatu;0.4349
Silver hoiatama Kadri-Ann;0.421
otsima Silver Ükssilm;0.411
Silver Ükssilm kolmas;0.4075
hirmus admiral tundma;0.4068
mereröövel Silver Ükssilm;0.4048
rööv silver kadriann;0.3952
põnd kutsuma Adrian;0.3875
soov hobune Silver;0.3859
kartmatu Kadri-Ann nõudma;0.3855
tähtsus esinema Silver;0.3851
käsi Silver Ükssilm;0.3834
tahtma admiral käsi;0.3813
verivaenlane hirmus admiral;0.3807
Andres osa Silver;0.3802
mõte admiral ütlema;0.3801
leppima Silver Ükssilm;0.3738
muretsema Kadri üldse;0.3707
kuuldemäng Silver Ükssilm;0.3703
tahtma Kadri-Ann juhataja;0.3696
magama tahtma Kadri-Ann;0.3682
Kadri-Ann verivaenlane hirmus;0.3603
Kadri leppima Silver;0.3582
hirmsam hirmus mereröövel;0.3547
hoidma Kadri-Ann nägema;0.3544
pakk Silver hoiatama;0.3517
tütar kartmatu Kadri-Ann;0.3506
kaubalaev rööv silver;0.3477
Silver Ükssilm äkki;0.347
hirmus mereröövel tundma;0.3392
selsland hirmus mereröövel;0.3392
kümnevane ratas Silver;0.3374
hirmus mereröövel aine;0.3365
põli mõte admiral;0.3314
Ükssilm muretsema Kadri;0.3298
üldse admiral üldse;0.3293
Väli raamat Silver;0.3283
osa selsland hirmus;0.3165
Kadri-Ann nõudma mariann;0.3122
esinema Silver Reek;0.3112
Silver pakkuma hobune;0.3096
admiral tundma kaugelt;0.3086
mängima admiral ammu;0.3083
mööbel otsima Silver;0.3062
Ükssilm hirmsam mereröövel;0.3029
vajuma julgem meremees;0.3019
tekkima soov hobune;0.2969
kadriann parim suks;0.2959
võib-olla pantvang tõepoolest;0.2929
Silver Ükssilm Felsland;0.2925
tüdruk võib-olla pantvang;0.2915
hirm hirmsam hirmus;0.2864
saapasäär varjama vaarial;0.2843
mereröövel tütar kartmatu;0.2807
Mikk pakk Silver;0.2762
otsima kindel lääs;0.2676
osa Silver Mihkel;0.2644
Silver eksilm aardekaart;0.2615
nõudma mariann lunaraha;0.2615
mõte põli mõte;0.2585
salu õuevärava võimalik;0.2577
meremehekirstus leidma kümnevane;0.2551
aine osa selsland;0.2516
õuevärava võimalik küsima;0.2499
välksilm hirmus mõte;0.2488
mereröövel aine osa;0.2479
Kadri-Ann Kaisa Selde;0.247
juhataja tüdruk aitama;0.2458
meremees vapper süda;0.2441
kindel papagoi Kadri;0.2414
küsimine ähkimine tahtma;0.2413
piiluma odraiva nägema;0.241
kindel lääs lõppema;0.2399
mürmagoonia meri hirm;0.2383
leidma kümnevane ratas;0.2369
hääl ütlema mereröövel;0.2328
ütlema mereröövel tütar;0.2324
Adrian ustav hobune;0.23
lunaraha riisipirukas Kadri;0.2285
otsima aardekaart aardekaart;0.2249
hobune viskaja kindel;0.2228
võimalik küsima au;0.2228
Ükssilm Felsland hirmus;0.2212
puu hobune nimi;0.2209
kass kass paraku;0.2203
ait magama tahtma;0.2154
sugugi nimelt kuulma;0.2134
lampja tšak Andres;0.2115
varjama vaarial teepirukas;0.2103
ann tekkima soov;0.2102
Ükssilm kolmas osa;0.2098
pantvang tõepoolest Väike;0.2087
Nyyd Silveltsin nimi;0.2085
kolmas osa Heino;0.2039
kannatama loom karvavõrdki;0.2022
aitama näitama trepp;0.2022
valgevatsas isand valge;0.2008
lunamaks võtma riisipirukas;0.1983
pealegi tähtsus esinema;0.1976
jätma pere-naine kannatama;0.1974
meri maaisand valgema;0.1964
mees kass sugugi;0.1962
au Nyyd Silveltsin;0.1926
Mihkel tikkerpalu Kadri-Ann;0.1918
kirdetalu tooma lubama;0.1902
kuulma isand kinnitama;0.189
lavastama Karl Sagrits;0.186
Sagrits helirežissöör Andres;0.1829
süda välgukiirus saapasäär;0.1818
armastama riisipirukas lunamaks;0.1816
jalgsi äkksea kirevane;0.1815
valgem tuul reisiseltskond;0.1811
natukene vaatama tase;0.1792
äkksea kirevane miil;0.1773
teadma kaks tüdruk;0.1773
liigutama mööbel otsima;0.1771
tütar tõepoolest lampja;0.1742
dramatiseer lavastama Karl;0.1739
tore hüüdma valgem;0.1734
reisiseltskond kirdetalu tooma;0.1722
kinnitama loom koer;0.1721
teadma juht silm;0.1719
kirevane miil kaugusel;0.1708
tõepoolest Väike reisiseltskond;0.1692
Kadri ann tekkima;0.1687
kõnnak laps teadma;0.1681
jällegi esinema incognito;0.1674
jalg parem meeldima;0.1667
magama saade eriline;0.1664
reisiseltskond johutama salu;0.1654
saade eriline kodu;0.1643
valge vats nimi;0.1643
koer pealegi tähtsus;0.1631
pööning tooma otsima;0.1615
armastama riigipirukas natukene;0.1607
nimi ühesõnaga maskeeritult;0.1601
trepp kass kass;0.1593
kostuma kaugus küsimine;0.159
röövretk mürmagoonia kaubalaev;0.1569
vats nimi põnev;0.1569
küsima au Nyyd;0.1569
lubama pärima inkognito;0.1544
kodu kodu tüdruk;0.1539
lääs lõppema kuuldemäng;0.1531
kaugelt valjugesimine järgima;0.1525
välgukiirus saapasäär varjama;0.1522
ammu nägema teadma;0.1483
habe kõnnak laps;0.1473
paraku õu jätma;0.1472
tundma vana lampjalg;0.1464
hobune nimi Mikk;0.1457
mereröövel tundma Jack;0.1457
näitama magama saade;0.1444
tase ilus kõva;0.1427
põne jällegi esinema;0.1427
tüdruk ait magama;0.1402
viis jalg puu;0.1358
aardekaart nojah meremehekirstus;0.1333
aine dramatiseer lavastama;0.1296
Ükssilm äkki otsima;0.1292
silm lahti hoidma;0.1292
lumm tähendama ruum;0.1279
Andres Roosileht ;0.1268
mariann lunaraha riisipirukas;0.1248
teene põnnine põll;0.1223
valgema lampja tšak;0.1219
Heino Väli raamat;0.1215
aken piiluma odraiva;0.121
üldse moodi lamp;0.115
Kristiine Getter meri;0.108
Kaisa Selde preili;0.1069
tavaline känd nöör;0.1048
põnev Aa välksilm;0.1035
teepirukas külaline lampia;0.1026
valjugesimine järgima kostuma;0.0982
Getter meri maaisand;0.0974
känd nöör Araabia;0.0942
Tana hobune tavaline;0.0896
ütlema Inga ino;0.0877
incognito Christine teene;0.0872
maskeeritult põne jällegi;0.0862
tšak mürmagoonia meri;0.0854
Reek luurama isand;0.0827
põnnine põll lihtsalt;0.0792
ino hinganito mängima;0.0724
Aa välksilm hirmus;0.0722
rumm armastama riigipirukas;0.069
Laura Kukk neiu;0.0597
Inga ino hinganito;0.0311
Jack möirgama tuub;0.0304
tuub jaapargood vajuma;0.026
Jaja lumm tähendama;0.021
riisipirukas Puerto Rico;0.0094
hobune Tana hobune;0.0045
inkognito Jaja lumm;-0.0372
