EstBERT,est-roberta,LaBSE,bertMulti,distilbertMulti,MiniLM_multi,MiniLM-L12_multi,multi_e5,xml_roberta,expected_amount,words
4,3,3,2,1,3,3,3,3,15,nobeli; väärtussüsteemid; atatürk; euroopa-mõjuline; kirjanduspreemia; islam; türgi
4,3,3,2,1,3,3,3,3,15,nobeli; väärtussüsteemid; atatürk; euroopa-mõjuline; kirjanduspreemia; islam; türgi
4,3,3,2,1,3,3,3,3,15,nobeli; väärtussüsteemid; atatürk; euroopa-mõjuline; kirjanduspreemia; islam; türgi
4,3,3,2,1,3,3,3,3,15,nobeli; väärtussüsteemid; atatürk; euroopa-mõjuline; kirjanduspreemia; islam; türgi
5,3,3,2,1,3,3,3,3,15,nobeli; väärtussüsteemid; kirjanduspreemia; atatürk; euroopa-mõjuline; islam; türgi
7,3,5,2,1,3,3,3,3,15,seppel; liis; nobeli; ehin; väärtussüsteemid; atatürk; andres; euroopa-mõjuline; kirjanduspreemia; islam; türgi
3,3,3,3,1,4,3,3,3,15,liis; nobeli; atatürk; andres; euroopa-mõjuline; kirjanduspreemia; islam; türgi
2,4,3,5,2,3,4,5,3,15,keeleuuendusliikumine; nobeli; ehin; atatürk; andres; euroopa-mõjuline; kirjanduspreemia; türgi
3,3,4,4,5,3,6,5,3,15,seppel; keeleuuendusliikumine; pamuk; liis; nobeli; ehin; atatürk; andres; euroopa-mõjuline; kirjanduspreemia; islam; türgi
2,3,5,5,2,5,6,6,2,15,keeleuuendusliikumine; pamuk; nobeli; ehin; atatürk; andres; euroopa-mõjuline; kirjanduspreemia; islam; türgi
2,5,4,5,4,5,5,3,3,15,keeleuuendusliikumine; liis; nobeli; ehin; väärtussüsteemid; atatürk; andres; euroopa-mõjuline; kirjanduspreemia; islam; türgi
