EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
jevgeni sissov;tunduma kostervastan;lugeja tõlkija;trükitud hiigeltiraaž;kompleks muutus;lugeja romaan;lugema raamat;vikerraadio lugemissoovitus;huvitav elu
pedžiigin sisekosmos;pedžiigin moskva;ootama lugeja;peategelane pedžiiginud;suurus kompleks;lugema raamat;raamat ootama;lugemissoovitus jupp;luulekogu moskva
pedžiigin moskva;postsovetlik riik;lugeja mõistma;tõlkija külastama;aus parem;raamat lugema;lugeja romaan;sissov romaan;õige aeg
mõistma luule;tõlge reaalsus;raamat lugema;otsima asendustegevus;aeg kontekst;muutus romaan;raamat lugema;romaan tõlge;nii-öelda keskpärane
tänane karantiiniaeg;hea kodu;lugeja romaan;peategelane kolleeg;viibima aus;romaan mõnu;ootama lugeja;raamat lugema;monograafia petsiik
väljapääsmatus olukord;tundma haavatav;raamat ootama;veidi kehvasti;reaalsus aru;vikerraadio lugemissoovitus;raamat ilmuma;punane raamat;elu kaasaeg
ajalehekiosk ohumärk;romaan tõlge;otsima lugeja;jaburus ülisuurune;kompleks tunduma;tasuma lugema;sissov romaan;raamat ootama;asendustegevus tundma
hiigeltiraaž koht;reisima pedžiigin;lugema raamat;ülisuurune rääkima;nukker olek;sisekosmos romaan;muutus romaan;chissov romaan;kirjutama ilmuma
seis väljapääsmatus;tõlkimine elu;kontekst lugema;kehvasti luulekogu;tund hull;lugemine soovitama;lugemissoovitus jupp;lugemine soovitama;osa vähendama
monograafia petsiik;jagabetsiigin julgema;raamat sari;kirjeldama isikukultus;reaalsus lugu;näiline lugemine;romaan mõnu;lugema raamat;riik suurem
keskpärane võib-olla;egoistlik elujaatav;lugema luuletaja;vähendama kannatus;suurem intensiivsus;lugemissoovitus jupp;näiline lugemine;lugeja romaan;otsima lugeja
tõsi kesk-aasia;peategelane pedžiiginud;raamat ilmuma;keskpärane autor;hea kodu;romaan tõlge;sisekosmos romaan;parem raamat;riik külastama
lõunama kuurord;raamat sari;loema hetk;põrand segamini;tekitama veidi;raamat ootama;reaalsus raamat;raamat peategelane;tõlge reaalsus
ülisuurune rääkima;kohalik moskva;raamat inimene;aasta pitsiigen;otsima asendustegevus;eriti lugema;lugeja mõistma;luulekogu läbilugemine;tõlkimine elu
sisekosmos romaan;raamat inimene;kõnetama lugeja;lõunama kuurord;olukord tekitama;lugema selge;raamat tegelane;muutus romaan;ilmuma tänapäev
