EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
kirjandus osakond üliõpilane;kaaslane teadma ausus;aastane kirjutama esimene;meeldima raadioarhiiv klassik;esitama vastama meeldiv;meeldiv noor luuletaja;noormees tegelikult lemmiklavastaja;1964 raamat kollane;aastane kirjutama esimene
deebeegaad vaikne kähine;jutt ajama naerma;võimalik kirjutama romaan;ajalookeri pooltoode kuulma;vaja atribuut laga;kirjandus inimene inimene;romaan inimene aasta;kirjutama romaan inimene;ütlema ühissöögimaja koka
teater kino nägema;tunne mikrofon istuma;eriti teater kino;Mati Unt esitus;unustama asi meeldima;lemmiklavastaja eru tiit;lähedane kirjandus inimene;Aarne esimene sõna;kirjutama romaan inimene
liidlema mulgaliseerimine üldistus;meeldima kommun tulevik;noor luuletaja sõber;Tomson nina lühike;atribuut laga pakett;noormees tegelikult lemmiklavastaja;aastane kirjutama esimene;aastane Viivi Luige;nägema võib-olla tulevikupärasem
elav mõistatus osa;eru tiit salamisi;poolne noormees tegelikult;imetlema noormees imelaps;tingimata vaja atribuut;meeldima raadioarhiiv klassik;rääkima romaan kirjandus;kollane kass autor;romaan kirjandus inimene
eesti keel kirjandus;märkama Aarne esimene;esimene tudeng sügis;seitsmeteist aastane kirjutama;küsimus esitama vastama;inimene vana meeldima;autor tegelikult kavatsema;esimene romaan Mati;luuletaja võib-olla sang
Liimeon laiem avalikkus;naerma sündima aasta;ausalt lugema näima;autor tegelikult kavatsema;võimatu vastama komme;aastane Viivi Luige;aastane Viivi Luige;kirjutama tahtma mahtuma;võib-olla tulevikupärasem kunst
Mati Unt esitus;teadma objektiivne seisukoht;eesti luuletaja võib-olla;täiuslik keha antiikriietus;meeldima tahtma inimene;imetlema noormees imelaps;tegelikult lemmiklavastaja eru;Viivi Luige täna;eesti luuletaja võib-olla
tähendavalt sööma mõistagi;tahtma tähtis elu;kino nägema võib-olla;kommun tulevik esindaja;vastama komme küsimus;ilmuma lähedane kirjandus;kirjutama esimene romaan;aastane kirjutama esimene;lööma mees võib-olla
vä tasane Ivol;vaatama tänav seee;lugema ajaleht mängima;nina lühike eluperiood;ütlema ausalt meeldima;seitsmeteist aastane kirjutama;seitsmeteist aastane kirjutama;seitsmeteist aastane kirjutama;meeldima raadioarhiiv klassik
eesti luuletaja võib-olla;puhketund vaikne kultuurne;romaan inimene aasta;kaks maailm piir;võib-olla unustama asi;üliõpilane raadiotöö Mati;meeldima raadioarhiiv klassik;Mati Unt abikaasa;kohtuma aeg 15
kommunistlik deebeegaad vaikne;leppima mõte elama;tunduma teistmoodi üldse;lemmiklavastaja eru tiit;vastama meeldiv luuletaja;kirjandus osakond üliõpilane;aasta veidi häbelik;küsima Matti armastama;mure võib-olla raketimure
ütlema võimalik kirjutama;kallama küsima teadma;klass seitsmeteist aastane;iroonia teadma irooniana;aeg ausus meeldiv;Unt esitus mees;Unt Orautor küsima;noormees tegelikult lemmiklavastaja;no lihtsalt mees
maja armukadedus pisar;nägema võib-olla tulevikupärasem;20 aasta veidi;romaan Mati Unt;tunne mikrofon istuma;näiteks eesti luuletaja;kirjandus osakond üliõpilane;lugema oskama vä;pooltoode kuulma võib-olla
raketimure saladuslikult movi;romaan inimene aasta;tagantjärele lugema teadma;auditoorium leidma 49;mees võib-olla unustama;Mati Unt Orautor;mõte elama ajalookeri;lugema ajaleht mängima;võib-olla unustama asi
rääkima romaan kirjandus;puuduma mure ajaleht;vastama meeldiv luuletaja;poolne noormees tegelikult;andma mure jääma;aastane kirjutama esimene;vana meeldima meeldima;raamat kollane kass;mees võib-olla unustama
Unt Tartu riiklik;Indrek kimbutama tähendavalt;puhas süda kirjutama;Sausamatus no lihtsalt;üldse meeldima iseasi;inimene ilmselt huviala;esimene romaan Mati;teistmoodi üldse meeldima;kuulama mees rääkima
lugema katkend komsomolikoosolek;ajama naerma ütlema;autor tegelikult kavatsema;1964 raamat kollane;vana meeldima meeldima;kass autor tegelikult;romaan mure võib-olla;Ivo lahendama Aarne;tutvustama 20 aasta
mure võib-olla raketimure;tõsinema liidlema mulgaliseerimine;raadio 1964 aasta;aasta 1943 etapp;armastama imelik küsimus;lugema ajaleht mängima;salamisi imetlema noormees;arvama ausalt lugema;kino nägema võib-olla
ütlema lihtsalt lühinägelik;ausus vastumeelsem lööma;kavatsema kirjutama juhtuma;sügis auditoorium leidma;kavatsema andma mure;romaan mure võib-olla;noor luuletaja sõber;mees rääkima vaba;inimene aasta 2930
tunduma teistmoodi üldse;mõte elama ajalookeri;sündima aasta 1943;kabe Ivo lahendama;tohtima ütlema kord;klassik ilmutama järsku;alatine tahtma lugema;roosa armastama Tammsaaret;romaan mure võib-olla
võib-olla unustama asi;tundma elama Tomson;võib-olla unustama asi;kultuurselt indema märkama;meeldiv luuletaja näiteks;mees jutt Aarne;meeldiv luuletaja näiteks;kirjutama juhtuma niiviisi;küsima teadma Tiunt
inimlik kaunis kunst;maja armukadedus pisar;kultuurne lugema ajaleht;lugema ajaleht mängima;komme küsimus esitama;edev poolne noormees;ajalugu Hindrek naeratama;indema märkama Aarne;võib-olla sang aeg
Aarne esimene sõna;võib-olla tulevikupärasem kunst;kaks tõsine üliõpilane;inimene ilmselt huviala;uskuma lihtsalt andestama;tundma elama Tomson;poolne noormees tegelikult;maja armukadedus pisar;võib-olla raketimure saladuslikult
naerma ütlema lihtsalt;kimbutama tähendavalt sööma;esindaja ütlema ausalt;aeg 15 aastane;vaba aeg veetmine;võimalik kirjutama romaan;Unt aasta 1964;Eesti raadio 1964;tundma elama Tomson
atribuut laga pakett;edev poolne noormees;mees teadma tahtma;intervjueerima elama Liimeon;viimane kahtlus uskuma;järsku laps kohtuma;paha irooniana noorus;kass autor tegelikult;kuulma võib-olla ebatäiuslik
täiuslik keha antiikriietus;ajalookeri pooltoode kuulma;pakett oskama kirjutama;tõsinema liidlema mulgaliseerimine;kuulma võib-olla ebatäiuslik;tunduma kirjutama tahtma;kass autor tegelikult;Mati Unt esitus;seitsmeteist aastane kirjutama
