EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
olulisus õigesti;tänavune tantsupidu;esimene laulupidu;tants jooksma;emme kodu;ütlema tantsupidu;algama tantsupidu;tantsupeoprogramm ehitama;mõte hästi
mängima Inbol;tantsupidu jääma;muusika tantsupidu;kaunis rahvariie;seitse king;kauaoodatud päev;tantsupidu alustama;tantsupidu tantsupidu;korraga 1536
männimets männiriisikas;arm isetegemine;võimalus tantsima;teadma teemaplokk;andma juhend;võtma tantsupidu;tantsupidu kava;tantsupidu jääma;eesti muusik
mõte mõte;tantsupidu kava;tants nimi;mõte Eestimaa;ütlema vorm;tantsupidu kava;tantsupidu publikkus;ütlema tantsupidu;30 aasta
nägema päristantsupidu;hoidma tantsupidu;eesti tants;mängima Inbol;aeg soos;tantsupidu tantsupidu;ütlema tants;laul tantsupidu;võib-olla tekkima
tähistamine pärisorjus;julgema tantsus;algama tantsupidu;uuesti jalg;vorm laul;tantsupidu publikkus;kuulaja täna;tantsupidu tegu;aasta 30
mõtlema mõte;teadma armukoht;algama laul;Agu lavastaja;kindlasti hein;publik jõudma;tantsupidu oskama;tantsima eesti;võib-olla meel
hästi mitmeplaaniline;tantsupidu kodu;muusika kuulama;mees saatus;võimalus tantsima;tantsupidu jääma;laul tantsupidu;võtma tantsupidu;arvama arvama
metsamaa Soomaa;inimene pale;mees tants;Eestimaa kauaks-kaus;roll ulatama;mahtuma tantsupidu;tantsupidu tegu;mahtuma tantsupidu;väljak võib-olla
metsamaa tütar;muusika tantsupidu;tants tantsija;nägema päristantsupidu;eelistama armas;kuulaja täna;saamine tants;tantsupidu alustama;metsamaa tütar
päiksesoopuu Hendrik;pidu tarve;eesti muusik;vaatajate-kuulaja otsustama;seisma kaitsma;tantsupidu alustama;tantsupidu tantsupidu;tantsupidu oskama;jääma vaatajate-kuulaja
Lepo Sumera;tantsupidu tegu;tänavune tantsupidu;mõte Soomaa;proov armsam;tants kummardus;võimalus tantsima;Tallinn tantsupidu;võib-olla kallistama
männ kõrge;tantsupidu hästi;aastapäev esimene;tants kummardus;tunne soos;pala kõlama;ütlema tantsupidu;tänavune tantsupidu;võib-olla vaataja
erinev mõte;nägema päristantsupidu;aastapäev tähistamine;kallistama kaaslane;hulk inimene;tänavune tantsupidu;muusika tantsupidu;tantsupidu kodu;kuskilt eestimaa
etendus ühendus;tants panema;pidu inimene;lavastaja tants;andma pärand;tantsupidu peaproov;tantsija arvama;tantsupidu kava;võib-olla mees
soov mõtlema;ettemängimine eelviimane;tantsupidu kodu;eesti tants;kirjeldama palve;laul tantsupidu;mõte tants;tantsupidu hästi;juhatama võib-olla
teemaplokk Soomaa;rahvariie tänutunne;eelviimane tants;üksinda liikuma;aitama soos;tantsupidu väljak;heinamaa tänane;sõltuma tantsupeoprogramm;võib-olla ütlema
Sumera pikseloits;ütlema tants;tantsupidu väljak;tantsija 10;ütlema arm;valmis hetk;tants õigemini;laulupidu 50;kaasa panema
mets männiriisikas;lugu maa;vorm laul;sõltuma tantsupeoprogramm;mees saatus;kuulama äsja;tänavune tantsupidu;tantsupidu pealavastaja;nimelt Triinu
reliikvia pärit;päristantsupidu lõpp;hingamine väljak;jõudma Eestimaa;roll soos;võimalus tantsima;tantsupidu hästi;Eestimaa valmis;mõtlema kaunis
valajas vägi;maa proov;avatants pidu;sügis männimets;inimene pale;panustama tantsupidu;muusika tants;päristantsupidu lõpp;mees käsi
Eestimaa võimalus;küsima arm;metsamaa tants;kauaoodatud päev;isetegemine tegu;täna käsi;saatja tantsija;tantsupidu peaproov;publik jõudma
muusika tantsupidu;maa hing;tantsupidu kava;viimne reliikvia;vaatama võib-olla;tänane kõlama;tantsupidu peaproov;nägema päristantsupidu;Eestimaa S7
andma pärand;peaproov osaleja;ametlik etendus;Sumera pikseloits;ametlik etendus;julgema tantsus;tantsupidu väljak;eelviimane tants;sõna panema
tantsuõpetaja tantsurühm;jääma teadma;mõte tants;võimalus tantsima;võib-olla kallistama;päristantsupidu lõpp;kauaoodatud päev;50 aastapäev;raske aeg
metsamaa tants;naine päiksesoopuu;tantsus naine;tantsurühm saatja;edu hea;tantsupidu pealavastaja;tantsija emme;julgema tantsus;aastapäev esimene
mõte soos;võtma tantsupidu;suur pidu;võim meestetantsus;vaba saamine;seekordne pidu;tänane kõlama;laul ütlema;laulupidu 50
