EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
pacem part;pillimees aeg;aasta tähendama;miljonilinn tegelikult;Uno loop;laul siduma;värvima tänapäev;mees eesti;arvama põhjus
nördimus Saksamaa;paluma proov;muusika jõudma;nii-öelda järelkasvuklubi;noorem ütlema;Laulasmaa laul;tänapäev hajuma;Eesti võtma;võib-olla viimane
sõna Ööveeger;elama teadjameeskvartett;ettevalmistus sügis;aastakümme harrastama;A punkt;aru laulumees;laul siduma;rääkima Uno;vaatama no
tõusma ida;nii-öelda ajalooline;oktoober kontsert;auväärne Eesti;aeg hull;laulma laulma;päev roosakas;rääkima eesti;habe rääkima
tsival multikultuurne;esimene asi;aasta lõpupoole;müügimees lootma;noorem vaja;helis seön;nagunii viima;parem eesti;hästi liikuma
õppima sving;suvi jama;teadma meedia;mängima džässmuusika;punkt A;laul söötma;värv nägema;Jaajaa rääkima;jätkuma aeg
päike tõusma;linn sõitma;hääl nägema;täpsemalt Laulasmaa;küllap resultaat;nali eestlane;no helesinine;Eesti 80;una ütlema
tšikk pacem;nahk tõmbama;võib-olla hilisem;käituma Eesti;näiteks vaja;nojah suvine;mõtlema suvila;vaatama 60;värvima tänapäev
küla auväärne;vana maja;näiteks Austraalia;ütlema austraallane;punkt B;laul G-korpus;aru laulumees;vaatama sein;tekitama suur
Fringsa Frank;nagunii viima;musikaalsus muusik;ütlema Uno;loop Uno;kuu abitu;koosseis nägema;ütlema 40;ütlema vahva
Hollywood pupe;tegija järelkasv;ütlema austraallane;Saksamaa kuulutama;vanem habeme;una ütlema;kuulma nägema;Loop ütlema;inimene süüdistama
vaheleht arter;kord miinisadam;ajakirjanik ilmselt;sümpatiseerima meel;nägema noorem;jube otstarbekalt;värv ema;jälle jälle;riik riik
Peis Horkestraak;aasta tähendama;nägema noorem;põhimõtteliselt lõbune;vorm no;kummuli õhtu;kuu nii-öelda;jõudma Uno;nii-öelda ajakirjandus
lõug kõrgemal;vanem habeme;džässmuusika aeg;nägema kontees;andmed tegelikult;saateraam paluma;ilmselt kõpitsema;Kaarel naasema;lihtsalt mõtlema
primitiivne pillikäsitlus;talv jaajaa;tahtma laulma;meeldiv üllatus;üldse vorm;vana elurajoon;nägema hommik;jääma jääma;70 aasta
tütar nüanss;osa jääma;vorm ütlema;kuulama Hotzeevee;old Uno;kandma õu;Mustamäe päev;eestlane muutuma;naine võib-olla
kontees autogramm;kirjastus viga;esinema põhikoosseis;esinema ööklubi;moment aeg;eestlane no;suvi sügis;viis-kuus magama;nii-öelda järelkasvuklubi
võrdlus tühermaa;hästi suur;mängima suvi;käima Hollywood;autogramm plaat;no helesinine;käima saun;vaja laulma;sõitma no
kõrge miljonilinn;mees 80;tunduma kohalik;pruukima üldse;tooma kodu;nimi rääkima;muusika viimane;kuu nii-öelda;nii-öelda ajalooline
elulooraamat Uno;nii-öelda külmalaine;Brasiilia muusika;ajakiri ajakirjamaiguline;kontees autogramm;tunduma artišok;no igavene;ütlema vaja;looma nii-öelda
käimasolev globaliseerumine;natuke muusika;multikultuurne festival;lehekülg üldine;pension no;kuu nii-öelda;vaide päike;ema laul;arvama võib-olla
nördimus suurem;linnamees mässma;aasta Nummert;tugev meeldima;tabel andma;rikkuma päev;pilt tuttav;maaletooga jajajaad;võib-olla mahtuma
out Frank;suurem teadma;mäletama keskkool;no helesinine;konspekt uus;sõit ütlema;üldse arvama;esinema Jaajaa;võib-olla poiss
mõistetav mõistma;õppima internet;austraalia mulje;üldse sõbralik;eriline näiteks;kuklapool kenasti;tänane poiss;ütlema nope;võib-olla kokkuvõte
natuke külmavõitu;aastane nõukogu;teater nii-öelda;vaevalt teisiti;aeg tabel;tähendama etet;kummuli õhtu;mees tahtma;võib-olla valik
nägema võib-olla;julgema soovitama;praktiliselt vana;sagedamini ajama;plaat kodu;juuni juus;natuke külmavõitu;naasema Leeder;mitukümmend miljon
playboy lihtsalt;jutt materjal;kolm-kaks-kolm aasta;ajakirjanik ilmselt;test kasvatama;ütlema ilu;mõtlema pagana;Eesti Maja;nõu 20
artišok moodi;ütlema muusika;laul G-korpus;eksmees käima;ütlema fakt;teadjameeskvartett tänane;nägema võib-olla;ütlema 120;käima kontsert
pillikäsitlus õpitus;tahtma lugu;eestlane muutuma;yldiselt trükkima;korralik arv;eestlane meeldiv;läksima kujunema;siiamaani kirjutama;7000 korralik
Brasiilia muusika;rikkuma päev;päev roosakas;aeg-ajalt võimlema;lugema näiteks;kuulama sving;rääkima täna;mees nagunii;naine moodi
Benson maailmaklass;pension no;riik elanik;õppima siiamaani;hea vorm;pillimees aeg;rääkima Aino;parem nii-öelda;esinema teadma
nägema värv;abielluma nii-öelda;vana põlvkond;lugema yldiselt;habe ajama;jalatald soe;lausa huvitav;eestlane no;talv lihtsalt
