EstBERT,est-roberta,LaBSE,bertMulti,distilbertMulti,MiniLM_multi,MiniLM-L12_multi,multi_e5,xml_roberta,expected_amount,words
2,4,4,3,1,3,2,3,3,15,rootsi; jahimees; murdmine; kutsikas; ilmar; hunt; kari; looduskaitseala; alam-pedja; marko; alfa
2,4,5,3,1,3,3,4,3,15,rootsi; jahimees; murdmine; kutsikas; ilmar; hunt; kari; looduskaitseala; alam-pedja; marko; alfa
2,5,4,3,1,4,4,3,4,15,rootsi; jahimees; territoorium; murdmine; kutsikas; ilmar; hunt; kari; looduskaitseala; alam-pedja; marko; alfa
2,5,6,3,2,5,4,4,4,15,rootsi; jahimees; murdmine; marko; kutsikas; ilmar; hunt; kari; looduskaitseala; alam-pedja; territoorium; alfa
2,5,6,4,2,6,4,4,4,15,rootsi; jahimees; murdmine; marko; kutsikas; ilmar; hunt; kari; looduskaitseala; alam-pedja; territoorium; alfa
2,4,7,4,2,4,5,4,3,15,rootsi; jahimees; murdmine; marko; kutsikas; ilmar; hunt; kari; looduskaitseala; alam-pedja; territoorium; alfa
1,2,6,3,2,3,4,5,3,15,rootsi; jahimees; territoorium; murdmine; kutsikas; ilmar; hunt; kari; looduskaitseala; alam-pedja; marko; alfa
1,1,4,3,4,4,4,6,3,15,rootsi; jahimees; murdmine; marko; kutsikas; ilmar; hunt; looduskaitseala; alam-pedja; territoorium; alfa
1,0,5,4,2,3,5,5,4,15,rootsi; jahimees; murdmine; marko; ilmar; hunt; looduskaitseala; alam-pedja; territoorium; alfa
0,1,5,4,6,3,2,5,2,15,rootsi; jahimees; territoorium; murdmine; ilmar; hunt; ulg; looduskaitseala; alam-pedja; marko; alfa
0,1,5,4,7,2,3,5,2,15,rootsi; jahimees; territoorium; murdmine; kutsikas; ilmar; ulg; hunt; looduskaitseala; alam-pedja; marko; alfa
