keyphrase;score
kultuur seminar;0.6446
ühing kultuuriseminar;0.635
kultuuriseminar osa;0.6313
jääma väliseestlane;0.6232
väliseestlane kultuuriside;0.6188
kontakt kultuuriinimene;0.6066
kultuurielu toimetama;0.6062
sissevaade kultuurielu;0.6036
tunne eesti;0.5813
kultuuriinimene nüüdki;0.5801
kultuurisektor eesti;0.5782
kultuuritead võimalik;0.5689
seminar väliseesti;0.5641
kultuuriside arendamine;0.5554
eesti kohtama;0.5531
tänavune kultuur;0.5409
kõndima eestimaa;0.5407
tutvumine mulje;0.5391
ennemalt eesti;0.5375
tunnetama seminar;0.5275
oluline eesti;0.5237
esivanem kultuuritead;0.519
elu eesti;0.5181
eestimaa eile;0.5171
päev kultuurisektor;0.5145
eesti keel;0.5072
eesti intensiivne;0.5022
kultuurisektor eelviimane;0.4966
väike eesti;0.482
valitsema kultuur;0.4767
seminar omavaheline;0.476
võrdlema reis;0.4696
keeleteadlane arvama;0.4694
kultuur mate;0.4608
mõte seminar;0.4521
keel esitama;0.4495
kaasa elama;0.4443
vaatama teisiti;0.4425
tunduma muutuma;0.4422
seminar eesmärk;0.4401
seminar kidu;0.4386
peksa seminar;0.437
mulje asuma;0.43
arvama huvitama;0.4217
kohtama tutvuma;0.4215
tartu vaatama;0.4188
mõtlema uurima;0.416
ateljee kohtama;0.4157
huvitav aeg;0.4068
harjuma mõte;0.4038
küsima tunnetama;0.4003
vaatama diaatika;0.3976
uus isiklikult;0.3926
vaatama mäletama;0.3918
reis fantaasia;0.3896
muutuma suhe;0.3861
esmakordselt mõtlema;0.386
erinev tunne;0.3828
sünnilinn tartu;0.3818
kidu sugulaste-tuttav;0.3814
aspekt rahvalaul;0.3809
sattuma ürgsus;0.3764
hotell seminar;0.3759
muutuma aeg;0.3727
omavaheline erinevus;0.3726
reis fantastiline;0.3718
isiklikult konnaseminar;0.371
kord küsima;0.3706
esimene seminar;0.3702
vaatama jälle;0.3696
rahvakunst teema;0.3695
võtma rexa;0.3659
saar sõit;0.3658
puhkekoht meeleolu;0.3627
muutuma aasta;0.3613
teater new;0.3606
meeleolu nimetama;0.3597
maailm erinev;0.3586
kahtlemata elamus;0.3584
arvama kontakt;0.3581
vaatlema klassik;0.3554
asuma kodutee;0.3508
osa-võtja ümbritsema;0.3495
inimene teadlik;0.3475
keel kirjandus;0.3442
pakkuma teadmine;0.3409
ühing ettevõtmine;0.3407
võib-olla võrdlema;0.3403
kihnu saar;0.3373
erinev igapäevane;0.3345
kaks arvama;0.3325
kontakteerumine käima;0.3324
jääma ennemalt;0.332
tänavu valitsema;0.3319
kohtama kunst;0.3313
aeg kasvama;0.3289
võtma osa;0.3288
selg jääma;0.3275
käima vaja;0.3234
esile tõstma;0.3213
tunne kõndima;0.3199
arraku ateljee;0.317
teater vaatlema;0.3136
teisiti saanu;0.313
komponeerima keel;0.3123
aasta programm;0.312
elama fantaasia;0.3118
noor lõppev;0.3116
koht maailm;0.3025
valitsema tallina;0.2989
tunne saviby;0.2976
elu pakkuma;0.2951
kaasatõmbav dünaamika;0.294
teema juur;0.292
rahvamäng arvama;0.2899
käima hästi;0.2893
jälle objektiivselt;0.289
intensiivne sissevaade;0.2882
purjeregat ajal;0.2881
eriti tujuline;0.2856
leegaius tuttav;0.2854
york võtma;0.2853
mäletama kaks;0.285
aeg aktiivne;0.2843
jõgi new;0.2842
puhkusepaik puhkama;0.2831
hästi new;0.2817
elama hotell;0.2811
nädal kasutama;0.2804
juur lähemale;0.276
pakkuma igand;0.2747
õige mõte;0.2735
rahvalaul rahvatants;0.2733
päritolu teatud;0.2729
üldse aktiivselt;0.2713
kiri oluline;0.2697
kaks aasta;0.2667
täna päev;0.2654
tartus sündima;0.2641
elama ;0.2633
jõul aeg;0.26
kunstnik jüri;0.2597
tuttav haimis;0.2591
eesmärk viima;0.2588
laulma regilaul;0.2571
imeline võimalus;0.2568
tunnetama tartu;0.2563
linn kõndima;0.2554
arendamine ühing;0.251
juur jon;0.2495
protsess inimene;0.2487
intensiivsem loeng;0.2486
inimene jüri;0.2463
diana üldse;0.2451
silm vaatamine;0.2434
tegutsemine juur;0.2424
ala esimene;0.2419
haruldane inimene;0.2404
suur pluss;0.2393
filter tunne;0.2386
new york;0.2357
teatud rada;0.2336
kirjandus olulisem;0.2334
loomulik üritus;0.233
lihtsalt vaatama;0.2328
jüri arraku;0.2326
tundmatu asi;0.2284
kolmas kord;0.2223
haimis valitsema;0.2216
täitsa ehmunud;0.2182
fantaasia masin;0.2179
olümpia purjeregat;0.2154
otsekohe sattuma;0.2142
õhtu tuba;0.2121
ilus läikiv;0.212
asi üldse;0.2117
teadmine tantsima;0.2096
ürgsus vend;0.2067
kõndima inimene;0.203
päev jalg;0.197
tallinn liikuma;0.1942
ettevõtja väsimatu;0.1889
york lugema;0.1853
seem käigus;0.1787
loeng kava;0.1783
kaheksa loeng;0.1736
programm pakkuma;0.1733
niiet väike;0.1706
inimene laulma;0.167
läikiv terve;0.1596
lecordes seem;0.1473
otsing aspekt;0.1462
rada aktiivne;0.1387
sügavam sügav;0.1299
liivi jõgi;0.1286
olümpiavõistleja sport;0.1104
dünaamiline seee;0.0991
teave filter;0.093
sõit otse;0.0638
muld laskmine;0.0602
