word;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount;simpleMathsScore
raha;5;no;1;668;932046280;7478.006726158584
kiiresti;3;no;1;668;932046280;4487.20360699187
näiteks;3;no;1;668;932046280;4487.20360699187
lihtsalt;2;no;1;668;932046280;2991.802047408514
vanemad;2;no;1;668;932046280;2991.802047408514
port;2;no;1;668;932046280;2991.802047408514
inimesed;2;no;2;668;932046280;2988.598991937421
informatsiooni;2;no;2;668;932046280;2988.598991937421
2019.;1;no;1;668;932046280;1496.400487825158
õigust;1;no;1;668;932046280;1496.400487825158
puudub;1;no;1;668;932046280;1496.400487825158
pannes;1;no;1;668;932046280;1496.400487825158
kiirus;1;no;1;668;932046280;1496.400487825158
liigub;1;no;1;668;932046280;1496.400487825158
inimestel;1;no;1;668;932046280;1496.400487825158
olukorras;1;no;1;668;932046280;1496.400487825158
anna;1;no;1;668;932046280;1496.400487825158
oluliselt;1;no;1;668;932046280;1496.400487825158
osa;1;no;1;668;932046280;1496.400487825158
riigist;1;no;1;668;932046280;1496.400487825158
suur;1;no;1;668;932046280;1496.400487825158
õige;1;no;1;668;932046280;1496.400487825158
andmejärvedes;1;no;1;668;932046280;1496.400487825158
infomägedes;1;no;1;668;932046280;1496.400487825158
sideteedel;1;no;1;668;932046280;1496.400487825158
fda;1;no;1;668;932046280;1496.400487825158
usu;1;no;1;668;932046280;1496.400487825158
näiteks;1;no;1;668;932046280;1496.400487825158
kaheportaal;1;no;1;668;932046280;1496.400487825158
kuuekümneaastastel;1;no;1;668;932046280;1496.400487825158
käitumist;1;no;1;668;932046280;1496.400487825158
r2;1;no;1;668;932046280;1496.400487825158
aitab;1;no;1;668;932046280;1496.400487825158
pilguga;1;no;1;668;932046280;1496.400487825158
ohtri;1;no;1;668;932046280;1496.400487825158
libakorjandusi;1;no;1;668;932046280;1496.400487825158
sokutadades;1;no;1;668;932046280;1496.400487825158
headust;1;no;1;668;932046280;1496.400487825158
anda;1;no;1;668;932046280;1496.400487825158
andmed;1;no;1;668;932046280;1496.400487825158
riigi;1;no;1;668;932046280;1496.400487825158
lubatakse;1;no;1;668;932046280;1496.400487825158
vajutavates;1;no;1;668;932046280;1496.400487825158
lahti;1;no;1;668;932046280;1496.400487825158
rääkida;1;no;1;668;932046280;1496.400487825158
hea;1;no;1;668;932046280;1496.400487825158
pakutakse;1;no;1;668;932046280;1496.400487825158
uudised;1;no;1;668;932046280;1496.400487825158
paistab;1;no;1;668;932046280;1496.400487825158
hetkel;1;no;1;668;932046280;1496.400487825158
sotsiaalmeediarobotite;1;no;1;668;932046280;1496.400487825158
lihtne;1;no;1;668;932046280;1496.400487825158
uus;1;no;1;668;932046280;1496.400487825158
l2.;1;no;1;668;932046280;1496.400487825158
mõtte;1;no;1;668;932046280;1496.400487825158
reaalne;1;no;1;668;932046280;1496.400487825158
paljudest;1;no;1;668;932046280;1496.400487825158
inimese;1;no;1;668;932046280;1496.400487825158
veendunud;1;no;2;668;932046280;1494.7984253579482
maailmast;1;no;2;668;932046280;1494.7984253579482
sisuliselt;1;no;2;668;932046280;1494.7984253579482
eriti;1;no;3;668;932046280;1493.1997895927132
kindlasti;1;no;4;668;932046280;1491.6045695469772
salavarudest;1;no;4;668;932046280;1491.6045695469772
vaja;1;no;5;668;932046280;1490.0127542851449
aadressirida;1;no;7;668;932046280;1486.839294603722
internetikeskkondadesse;1;no;9;668;932046280;1483.679323991854
röövlina;1;no;9;668;932046280;1483.679323991854
kapitalipaigutus;1;no;14;668;932046280;1475.8378507185178
infoplatvormi;1;no;18;668;932046280;1469.6240993180345
ärakasutava;1;no;20;668;932046280;1466.5368038153033
tehnolooga;1;no;23;668;932046280;1461.9301051624946
petturil;1;no;36;668;932046280;1442.2976849365602
valvsusega;1;no;40;668;932046280;1436.36258610593
pealiskaudsemalt;1;no;54;668;932046280;1415.9689427107307
petmiste;1;no;57;668;932046280;1411.67399017511
kriisivalmiduse;1;no;62;668;932046280;1404.5733449708691
ettekirjutised;1;no;73;668;932046280;1389.2006132846432
lihtsameelsetele;1;no;112;668;932046280;1337.3074884721098
suureliselt;1;no;117;668;932046280;1330.933568112409
varitsenud;1;no;121;668;932046280;1325.8780122706946
tempude;1;no;124;668;932046280;1322.111478443397
sfääriga;1;no;129;668;932046280;1315.881253130117
allegoorilise;1;no;130;668;932046280;1314.642247563307
aeglustumisest;1;no;134;668;932046280;1309.709470169953
ahnusele;1;no;140;668;932046280;1302.3793231719894
hoiatavaks;1;no;160;668;932046280;1278.527232889296
pöördumatuks;1;no;164;668;932046280;1273.8612721311815
ähvardava;2;no;1264;668;932046280;1271.1434163540937
kaasapandud;1;no;187;668;932046280;1247.6793261449825
petturitele;1;no;194;668;932046280;1239.9232015183686
ohvritelt;1;no;205;668;932046280;1227.9279507914569
üleskutsetega;1;no;208;668;932046280;1224.6966926250127
petise;1;no;208;668;932046280;1224.6966926250127
