word;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount;simpleMathsScore
esimese;7;no;1;3615;932046280;1935.2998113985857
näiteks;7;no;1;3615;932046280;1935.2998113985857
fantan;5;no;1;3615;932046280;1382.642416210933
esimene;5;no;1;3615;932046280;1382.642416210933
henry;5;no;1;3615;932046280;1382.642416210933
suur;5;no;1;3615;932046280;1382.642416210933
elu;5;no;1;3615;932046280;1382.642416210933
jälle;5;no;4;3615;932046280;1378.211089109636
ruumid;4;no;1;3615;932046280;1106.3137186171068
16.;4;no;1;3615;932046280;1106.3137186171068
ajal;4;no;1;3615;932046280;1106.3137186171068
ajal;4;no;1;3615;932046280;1106.3137186171068
ajalugu;4;no;1;3615;932046280;1106.3137186171068
ruum;4;no;2;3615;932046280;1105.1292872433028
aasta;4;no;2;3615;932046280;1105.1292872433028
monogramm;4;no;100;3615;932046280;1000.1895454423402
timeditši;3;no;1;3615;932046280;829.9850210232805
15.;3;no;1;3615;932046280;829.9850210232805
osa;3;no;1;3615;932046280;829.9850210232805
tahtis;3;no;2;3615;932046280;829.0964301270959
fresko;4;no;410;3615;932046280;769.1552184539108
jahiloss;3;no;83;3615;932046280;762.9351011674993
napoleon;9;no;2460;3615;932046280;684.3595354496405
renessanss;4;no;588;3615;932046280;679.0858365632514
lossid;4;no;709;3615;932046280;629.0144965738921
francois;5;no;1184;3615;932046280;609.6602778535747
taas;2;no;1;3615;932046280;553.6563234294542
õige;2;no;1;3615;932046280;553.6563234294542
korda;2;no;1;3615;932046280;553.6563234294542
aeg;2;no;1;3615;932046280;553.6563234294542
abikaasa;2;no;1;3615;932046280;553.6563234294542
aega;2;no;1;3615;932046280;553.6563234294542
14.;2;no;1;3615;932046280;553.6563234294542
varem;2;no;1;3615;932046280;553.6563234294542
13.;2;no;1;3615;932046280;553.6563234294542
maha;2;no;1;3615;932046280;553.6563234294542
anna;2;no;1;3615;932046280;553.6563234294542
tarle;2;no;1;3615;932046280;553.6563234294542
pidu;2;no;1;3615;932046280;553.6563234294542
otse;2;no;1;3615;932046280;553.6563234294542
lihtne;2;no;1;3615;932046280;553.6563234294542
isa;2;no;1;3615;932046280;553.6563234294542
tööd;2;no;1;3615;932046280;553.6563234294542
valmis;2;no;1;3615;932046280;553.6563234294542
vana;2;no;1;3615;932046280;553.6563234294542
põhjal;2;no;1;3615;932046280;553.6563234294542
veidi;2;no;1;3615;932046280;553.6563234294542
poidzee;2;no;1;3615;932046280;553.6563234294542
terve;2;no;1;3615;932046280;553.6563234294542
fundhamblös;2;no;1;3615;932046280;553.6563234294542
1814.;2;no;1;3615;932046280;553.6563234294542
sid;2;no;2;3615;932046280;553.063573010889
inimesed;2;no;2;3615;932046280;553.063573010889
eriti;2;no;3;3615;932046280;552.4720904449019
kindlasti;2;no;4;3615;932046280;551.8818716680645
hiin;2;no;14;3615;932046280;546.0483106326776
hobuserauakujulise;2;no;28;3615;932046280;538.0854899769303
õukonnaelu;2;no;48;3615;932046280;527.1046720103147
õukond;3;no;564;3615;932046280;517.6406951270877
raudvoodi;2;no;78;3615;932046280;511.4488149734378
tõllad;2;no;97;3615;932046280;502.005578383053
päikesekuninga;2;no;97;3615;932046280;502.005578383053
kroonlühtrid;2;no;97;3615;932046280;502.005578383053
françois;6;no;2172;3615;932046280;498.67066619992136
kuningate;7;no;2720;3615;932046280;494.4417872246
ballisaalis;2;no;118;3615;932046280;491.9659093257577
kuningad;6;no;2235;3615;932046280;488.7509336816472
madaam;2;no;128;3615;932046280;487.3249241290948
neljateistkümnenda;2;no;136;3615;932046280;483.6747083415984
salamander;2;no;184;3615;932046280;462.87235774338063
lossides;2;no;205;3615;932046280;454.3236120295202
napoleoni;6;no;2542;3615;932046280;445.5602204478944
lossis;12;no;6054;3615;932046280;443.0061700716325
kuningannad;2;no;266;3615;932046280;431.191166483426
tornidega;2;no;278;3615;932046280;426.9150540046528
põrandani;2;no;354;3615;932046280;401.68614536510233
favoriidid;4;no;1652;3615;932046280;399.4672648311308
phantom;4;no;1670;3615;932046280;396.7038970838975
elba;2;no;402;3615;932046280;387.2331722811964
bonaparte;2;no;419;3615;932046280;382.36067899489655
ornamendid;2;no;425;3615;932046280;380.6701220052194
kuldseid;3;no;1331;3615;932046280;342.19999969311
taldrikute;2;no;664;3615;932046280;323.6666627075057
kuningannat;2;no;675;3615;932046280;321.4512110841818
renessansi;2;no;689;3615;932046280;318.6750306563296
luksuslikud;3;no;1556;3615;932046280;311.2540319473052
torne;2;no;739;3615;932046280;309.13983601598943
kuninglike;2;no;747;3615;932046280;307.66690539008204
filipp;2;no;790;3615;932046280;299.9843726466684
monarh;2;no;808;3615;932046280;296.88116857117683
troonist;2;no;812;3615;932046280;296.2002665286664
laskis;9;no;7023;3615;932046280;291.8121573020542
eluruumid;3;no;1729;3615;932046280;291.01877789269184
keiser;10;no;7975;3615;932046280;289.5692464900548
lossi;22;no;19029;3615;932046280;284.21036454395824
õukonnas;2;no;892;3615;932046280;283.2093563844933
kuninglik;6;no;4551;3615;932046280;282.3059932959361
lugematute;2;no;915;3615;932046280;279.6827445895558
algus;1;no;1;3615;932046280;277.32762583562794
ongi;1;no;1;3615;932046280;277.32762583562794
antoneti;1;no;1;3615;932046280;277.32762583562794
poidzee;1;no;1;3615;932046280;277.32762583562794
kostüümiajalooalbumis;1;no;1;3615;932046280;277.32762583562794
näeb;1;no;1;3615;932046280;277.32762583562794
patistati;1;no;1;3615;932046280;277.32762583562794
hübriidstiilid;1;no;1;3615;932046280;277.32762583562794
moes;1;no;1;3615;932046280;277.32762583562794
lühikesi;1;no;1;3615;932046280;277.32762583562794
tekkisid;1;no;1;3615;932046280;277.32762583562794
krinaliinega;1;no;1;3615;932046280;277.32762583562794
