word;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount;simpleMathsScore
kaasa;10;no;1;4536;932046280;2203.221683536515
tea;10;no;1;4536;932046280;2203.221683536515
eesti;8;no;1;4536;932046280;1762.7771324775724
maha;7;no;1;4536;932046280;1542.5548569481011
ajal;5;no;1;4536;932046280;1102.1103058891583
mees;5;no;1;4536;932046280;1102.1103058891583
kinni;5;no;2;4536;932046280;1100.93037473426
lahti;4;no;1;4536;932046280;881.888030359687
kaugel;4;no;1;4536;932046280;881.888030359687
elu;4;no;1;4536;932046280;881.888030359687
no;4;no;1;4536;932046280;881.888030359687
suur;4;no;1;4536;932046280;881.888030359687
nägin;4;no;1;4536;932046280;881.888030359687
jälle;4;no;4;4536;932046280;879.061605910803
vagunist;5;no;449;4536;932046280;744.5948307101927
vanaisa;3;no;1;4536;932046280;661.6657548302157
20.;3;no;1;4536;932046280;661.6657548302157
esimene;3;no;1;4536;932046280;661.6657548302157
hästi;3;no;1;4536;932046280;661.6657548302157
tore;3;no;1;4536;932046280;661.6657548302157
varsti;3;no;1;4536;932046280;661.6657548302157
isa;3;no;1;4536;932046280;661.6657548302157
inimesed;3;no;2;4536;932046280;660.957368351946
informatsiooni;3;no;2;4536;932046280;660.957368351946
vagunisse;5;no;690;4536;932046280;633.9645999863466
niukse;3;no;49;4536;932046280;629.2921992912759
vagunite;5;no;857;4536;932046280;574.7866517234766
torgati;3;no;375;4536;932046280;472.3358159496272
sinimustvalged;3;no;448;4536;932046280;447.350773734722
vagunid;4;no;913;4536;932046280;445.9738246260322
teada;2;no;1;4536;932046280;441.44347930074434
rääkida;2;no;1;4536;932046280;441.44347930074434
eesti;2;no;1;4536;932046280;441.44347930074434
võetud;2;no;1;4536;932046280;441.44347930074434
tartu;2;no;1;4536;932046280;441.44347930074434
40.;2;no;1;4536;932046280;441.44347930074434
sünnipäev;2;no;1;4536;932046280;441.44347930074434
päev;2;no;1;4536;932046280;441.44347930074434
41.;2;no;1;4536;932046280;441.44347930074434
toodud;2;no;1;4536;932046280;441.44347930074434
sakslased;2;no;1;4536;932046280;441.44347930074434
lihtsalt;2;no;1;4536;932046280;441.44347930074434
hiljem;2;no;1;4536;932046280;441.44347930074434
18.;2;no;1;4536;932046280;441.44347930074434
inimest;2;no;1;4536;932046280;441.44347930074434
venelasi;2;no;1;4536;932046280;441.44347930074434
ükskord;2;no;1;4536;932046280;441.44347930074434
näinud;2;no;1;4536;932046280;441.44347930074434
terve;2;no;1;4536;932046280;441.44347930074434
15.;2;no;1;4536;932046280;441.44347930074434
nimi;2;no;1;4536;932046280;441.44347930074434
üldse;2;no;2;4536;932046280;440.970865160789
raske;2;no;2;4536;932046280;440.970865160789
viimane;2;no;2;4536;932046280;440.970865160789
aasta;2;no;2;4536;932046280;440.970865160789
vaadata;2;no;2;4536;932046280;440.970865160789
asju;2;no;2;4536;932046280;440.970865160789
võimalik;2;no;2;4536;932046280;440.970865160789
toode;2;no;2;4536;932046280;440.970865160789
sundasumisele;2;no;68;4536;932046280;411.8681349345318
uulu;4;no;1174;4536;932046280;390.70477886346976
soolakala;2;no;141;4536;932046280;383.84849178342665
barakid;2;no;176;4536;932046280;371.7238202287152
sakslast;4;no;1287;4536;932046280;370.8090063374582
jaamades;3;no;784;4536;932046280;359.7599775384408
vagunitesse;2;no;224;4536;932046280;356.2895390241786
vagunis;3;no;1037;4536;932046280;313.53492166152887
talveriided;2;no;415;4536;932046280;305.7706348380373
oskanud;2;no;433;4536;932046280;301.7386313025347
vaguni;3;no;1232;4536;932046280;285.282610105605
kaugematesse;2;no;635;4536;932046280;262.84303242902087
lätlastega;2;no;723;4536;932046280;248.8674795195555
läbiotsimine;2;no;883;4536;932046280;226.92930793578253
madrus;2;no;911;4536;932046280;223.48174360104323
sõna;1;no;1;4536;932046280;221.22120377127305
unilt;1;no;1;4536;932046280;221.22120377127305
loodame;1;no;1;4536;932046280;221.22120377127305
martsinguadjana;1;no;1;4536;932046280;221.22120377127305
hoituitsioon;1;no;1;4536;932046280;221.22120377127305
kasutada;1;no;1;4536;932046280;221.22120377127305
sakkes;1;no;1;4536;932046280;221.22120377127305
jordiks;1;no;1;4536;932046280;221.22120377127305
jooniku;1;no;1;4536;932046280;221.22120377127305
alguses;1;no;1;4536;932046280;221.22120377127305
pandud;1;no;1;4536;932046280;221.22120377127305
sukelpeatus;1;no;1;4536;932046280;221.22120377127305
lihtvaba;1;no;1;4536;932046280;221.22120377127305
pikk;1;no;1;4536;932046280;221.22120377127305
ühtegi;1;no;1;4536;932046280;221.22120377127305
keerisi;1;no;1;4536;932046280;221.22120377127305
tikudoosiga;1;no;1;4536;932046280;221.22120377127305
belamult;1;no;1;4536;932046280;221.22120377127305
kuusin;1;no;1;4536;932046280;221.22120377127305
lüüta;1;no;1;4536;932046280;221.22120377127305
kritserdasin;1;no;1;4536;932046280;221.22120377127305
hea;1;no;1;4536;932046280;221.22120377127305
võtsid;1;no;1;4536;932046280;221.22120377127305
natukene;1;no;1;4536;932046280;221.22120377127305
minumeelseid;1;no;1;4536;932046280;221.22120377127305
vaguninumbri;1;no;1;4536;932046280;221.22120377127305
jal;1;no;1;4536;932046280;221.22120377127305
