word;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount;simpleMathsScore
korda;15;no;1;6807;932046280;2202.251113789801
lihtsalt;13;no;1;6807;932046280;1908.7508223834009
näiteks;12;no;1;6807;932046280;1762.0006766802012
no;10;no;1;6807;932046280;1468.5003852738012
hästi;9;no;1;6807;932046280;1321.7502395706013
tegelikult;9;no;1;6807;932046280;1321.7502395706013
natukene;9;no;1;6807;932046280;1321.7502395706013
lugeda;9;no;1;6807;932046280;1321.7502395706013
tea;9;no;1;6807;932046280;1321.7502395706013
oluline;8;no;1;6807;932046280;1175.0000938674011
eriti;8;no;3;6807;932046280;1172.4868490815552
jälle;8;no;4;6807;932046280;1171.234254125373
oidipuse;9;no;249;6807;932046280;1044.2047572601969
ongi;7;no;1;6807;932046280;1028.2499481642012
mees;7;no;1;6807;932046280;1028.2499481642012
kindlasti;7;no;4;6807;932046280;1024.9544381980782
mai;7;no;7;6807;932046280;1021.6799847658212
tundub;6;no;1;6807;932046280;881.4998024610014
kaasa;6;no;1;6807;932046280;881.4998024610014
asju;6;no;2;6807;932046280;880.5560592853839
oska;5;no;1;6807;932046280;734.7496567578014
asi;5;no;1;6807;932046280;734.7496567578014
panna;5;no;1;6807;932046280;734.7496567578014
osa;5;no;1;6807;932046280;734.7496567578014
teatud;5;no;1;6807;932046280;734.7496567578014
lahti;5;no;1;6807;932046280;734.7496567578014
kirjutada;5;no;1;6807;932046280;734.7496567578014
eesti;5;no;1;6807;932046280;734.7496567578014
aru;5;no;1;6807;932046280;734.7496567578014
tõsi;5;no;1;6807;932046280;734.7496567578014
aeg;4;no;1;6807;932046280;587.9995110546014
natuke;4;no;1;6807;932046280;587.9995110546014
ajal;4;no;1;6807;932046280;587.9995110546014
muusika;4;no;1;6807;932046280;587.9995110546014
suur;4;no;1;6807;932046280;587.9995110546014
number;4;no;1;6807;932046280;587.9995110546014
üldse;4;no;2;6807;932046280;587.3699924497475
tavaliselt;3;no;1;6807;932046280;441.2493653514016
