EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
;kirjanik;raamatukogu;näide;;kaotama;mõte;võtma;riik
malcolm;raamatukauplus;raamatukudu;kahekesi;number;säkisinuma;meel;heinaniidutalk;ühistöövorm
nädalalõpp;pood;raamatukauplus;sõbralik;isend;eestlane;kivikott;vaatama;kuskilt
hambrinojess;mäng;raamat;delikaatne;una;eesti;mõtlema;rääkima;eesti
üksindus;sõber;inimene;võistvalgary;diskreetne;nentama;ruhnu;raamatumaa;kujutama
võimalik;muusika;raamatumaa;põgenema;autogramm;kivikott;kujutama;niiviisi;kaunis
kivikott;õigus;koguma;üldse;diskreetse;sajand;hoopiski;rahvakirjanik;töötama
nädalalõpupidu;maa;küla;lõppema;intel;võtma;ütlema;raamatukudu;viis
kõikvõimalik;tark;koguja;tegelikult;andma;panema;soind;kusagile;valmis
võistlus;koht;kirjanik;konkreetne;voor;targutav;näima;täheleraamat;muusika
toede;tundma;rahvakirjanik;meeldima;vale;minek;väljamõeldud;kirjutama;lõpetama
sotsialism;tsaariaeg;mann;autorijäri;vorm;huvitama;vääriliselt;lõpuks;lahku
maailmakirjandus;aed;ait;tarbematerjal;kodu;pieteet;tunduma;raamatukauplus;hästi
kodanikukalduvus;töö;mõtlema;lausemünt;nisu;käesolev;tähendama;näima;mõtlema
tardubine;lisa;sõber;muinasjutt;mark;kaaga;sõnapüünis;külaline;käsk
lausemünt;aasta;hing;üldistama;probleem;vistlik;muinasjutt;näiteks;öö
väärtuslikum;lapselaps;andersson;nähtus;idee;igasatt;oluline;kuskilt;käigus
nüüdisaeg;osa;ruum;ääretult;art;niisamuti;loominguline;sedamoodi;aeg
impulss;rahvaseadus;huvitav;väljavõte;usuline;arust;näiteks;armastama;ajal
läänerannik;eeskuju;isiklik;peegelduma;odavam;pakkuma;kõikvõimalik;inimene;pisut-pisu
salutus;kogus;isik;eksliitrine;seoses;märksa;targutav;sõna;püüdma
täheleraamat;waverly;mees;mõtlema;neede;meeldima;ohver;kogumiskiri;võimalik
sõudma;märk;rahvas;raadio;võimalik;käigus;käesolev;koguja;õigus
rehkema;muinasjutt;doos;nädalalõpp;sadam;sõnama;väljenduma;näide;põhjalikum
puulõhkumine;ostma;kirjandus;viitsütik;näiteks;ait;jõukam;tsitaat;una
kuusnem;töötama;kirjutama;sõits;son;asutama;kirjeldama;sõnama;üldse
desdemona;hea;ootama;võrdlema;asi;viikiant;säkisinuma;sisu;algusaeg
tartu;onu;leidma;saaremaaolu;aed;vara;sõnama;tegelikult;läänerannik
ruhnu;dostojevski;august;sõitma;auto;tuttav;geenius;sõnapüünis;kogumiskiri
kümnendikku;auster;kirjandusteooria;läikiv;sein;saamahimus;paramees;ütlema;tutvumine
rahvaseadus;hoog;grupp;näitama;reaalsus;vaja;arvama;koguma;tundma
advus;mark;vesi;saareotsija;evald;leiduma;seletama;rahvas;esimene
käekiri;suund;koht;täitsa;komme;käradlane;huvitama;kogutud;mees
saaravad;1901;kogumiskiri;heinaniidutalk;veri;kaavi;pieteet;lahku;uuesti
isamaasõda;grupp;koondama;vähemasti;inimene;isik;hing;kirjeldama;püha
tõepoolest;okas;otsima;peegeldama;waverly;seoses;inimene;mõtlema;huvitav
raamatumaa;tahtmine;paik;südamelähedane;arv;toede;tahtmine;koguteos;võistlus
raamatukudu;asi;lugemine;nädalalõpupidu;buss;terve;asutama;lääs;alustama
ühistöövorm;;sügis;pisikene;koostama;kiirassaar;tuttav;nimelt;ilukirjanduslik
finlandia;rütm;inn;ümberringi;mets;märkima;ait;soomlane;jõukas
võib-olla;töötatud;arvama;sedasi;vanem;tundma;vaatama;häda;mark
transistorraadio;august;lugema;püssirohi;aare;pära;huvi;kaasa;hoog
loodusteadlama;sõna;jääma;külaskäik;meel;delikaatne;vaimne;südamelähedane;mann
horisont;ratas;kogutud;pidalitõbi;impulss;vaatama;uurima;omakirjutatud;näiteks
rütm;andma;ajaloolane;näima;eile;välg;juhan;siinsamas;õu
pühadus;aare;uurima;tänapäev;aer;pruukima;üldse;uuesti;sõda
leheküljenumber;romaan;puulõhkumine;ilmselt;kindlasti;kalur;kuusnem;viimane;sõna
matus;linn;ühisti;käesolev;ergi;ärg;hindama;aadu;tööline
muusika;huvitav;aasta;käekiri;onu;tohtima;seoses;hoopiski;omanik
püssirohi;saarem;tõmbama;leiutama;uskuma;väljenduma;tunne;lõppema;täheleraamat
