EstBERT,est-roberta,LaBSE,bertMulti,distilbertMulti,MiniLM_multi,MiniLM-L12_multi,multi_e5,xml_roberta,expected_amount,words
3,2,2,2,2,4,3,3,2,12,tammer; loop; playboy; laulasmaa; muusika; austraalia; habe
3,2,2,2,2,4,3,3,2,12,tammer; loop; playboy; laulasmaa; muusika; austraalia; habe
3,2,2,2,2,4,3,3,2,12,tammer; loop; playboy; laulasmaa; muusika; austraalia; habe
3,3,2,2,2,4,3,2,2,12,tammer; loop; playboy; laulasmaa; muusika; austraalia; habe
3,3,2,2,2,5,3,3,2,12,tammer; loop; playboy; laulasmaa; muusika; austraalia; habe; unu
3,3,3,2,2,3,3,3,2,12,loop; playboy; laulasmaa; muusika; austraalia; habe; unu
5,2,3,3,2,2,3,4,2,12,tammer; loop; playboy; laulasmaa; muusika; austraalia; habe; triatlon
5,3,4,6,3,3,2,3,2,12,tammer; loop; playboy; laulasmaa; muusika; austraalia; abikaasa; habe; unu
3,1,3,5,3,3,2,3,2,12,tammer; loop; playboy; laulasmaa; muusika; austraalia; habe; unu
4,1,2,5,2,2,2,2,4,12,tammer; loop; playboy; laulasmaa; austraalia; abikaasa; muusika; habe; unu; triatlon
2,1,2,3,2,2,0,1,3,12,loop; playboy; laulasmaa; abikaasa; austraalia; muusika; habe; triatlon
