EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
wrangham primatoloogid;tuntakse isarlikkina;apostel paulus;põhja-ameerikasse tõid;kaugemalt chain;kuuldud maailmapildi;paul mõtiskleb;inimese olemusest;hispaanlased saabusid
vitšab wrangham;tugevad suuda;paul mõtiskleb;teadetele konfliktidest;annavad tulemuse;inimkonna maailma;täna usuteaduse;inimene muutub;vaimselt seotud
veekogu homerose;ettepoole visketäpsus;võib-olla kaks-kolmsada;egiptuse seitse;paraad näide;olemusest kuulame;oletavad inimkeha;hävingutest inimloomuse;võib-olla kohalikele
uus-guinea kõrgmaa;koloniseeritakse epideemiaid;psühholoogiliselt mõistetav;katharina väitšisteriga;probleemide kompleksi;täna usuteaduse;uskonna psühholoogiliselt;inimestel elada;võib-olla toidutransporti
üpris masendav;järeldus leblanc;inimene loomult;elastne samalajal;sigade nisu;uskonna psühholoogiliselt;inimkonna iibel;sõjast tänaseks;300000 aasta
kaugemalt chain;asi kliima;põlis ühiskondades;korda kaubanduskeskuses;vastavalt vajadusele;tsiviliseeritud inimesi;mõtiskleb inimese;paistised inimkonna;põhjused võib-olla
vähem 200;tähtsad tasub;maailmas räägitakse;jagada tegelikult;tekitas külluse;rännanud ususekt;kalduvuste vältimatu;uskonna psühholoogiliselt;sajandil 20
absoluutarvud tähtsad;kristlikud misjonärid;ökoloogiast ökoloogilistest;leitud õietolm;apostel paulus;mõistust arvatakse;vastupidi elame;inimkonna iibel;hankida näiteks
ökoloogiline vokaal;lõuna-euroopas suurendas;aktuaalseks näib;liikmest 8542;vaata inimesi;viskamisliigutustega inimahvid;sunnikuna käituma;sajandit inimkonna;viis miljonit
alguses sünnitas;omakseid mõjutab;parude inimesed;sadade miljonite;ilus paraad;inimliigiga lahti;ühiskonnast mõelda;sõjast ökoloogiast;saabusid põhja-ameerikasse
hetkel näeme;mõistuse sotsiaalsete;primatoloogid viimastel;kiiremini kindlamalt;anna inimloomuse;tingimustes inimeste;öelda konfliktne;inimene agressiivseks;lõpule jõudnud
raplused müüt;suurtasandikuindiaanlased piisonitega;kliimas austraalia;kliiman avastas;nisu importimisel;inimestest tühjenenud;viletsad iraagi;müüt rahumeelsest;tegutsedes võtta
sõprussidemeid sõlmimas;rahvaarvude proportsioone;kliimas perekond;teada teatavasti;muutus inimene;usuteaduse doktor;maailmas räägitakse;paul mõtiskleb;aasta 1750
